title,author,rating,ratingnum,description,category,preptime,cooktime,customtime,totaltime,servings,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,source,link,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23,ingredient24,ingredient25,ingredient26,ingredient27,ingredient28,ingredient29,ingredient30,ingredient31,ingredient32,ingredient33,ingredient34,ingredient35,ingredient36,ingredient37,ingredient38,ingredient39,ingredient40,ingredient41,ingredient42,ingredient43,ingredient44,ingredient45,ingredient46,ingredient47,ingredient48,ingredient49
Marbled Christmas Bundt Cake,Lord Byron’s Kitchen,4.10, 10 ,"Kids of all ages will love a big slice of this Marbled Christmas Bundt Cake. This cake is festive, colourful, merry, and bright! It's made with yogurt so it will stay beautifully soft and moist.  And, no matter what your age, everyone loves sprinkles!",Recipes,Prep Time 20 minutes mins, Cook Time 55 minutes mins,NA,Total Time 1 hour hr 15 minutes mins,16 servings,12,"Preheat oven to 350 degrees F.  Liberally coat the inside of a bundt pan with non-stick cooking spray.  Set aside.
In the bowl of a stand mixer, beat together the butter and sugar until creamy.
Scrape down the bowl and add the eggs one at a time, beating the mixture well after each addition.
Remove the bowl from the stand mixer.  Add the vanilla extract and yogurt.  Stir into the butter mixture with a spatula until well incorporated.
Place the bowl back into the mixer base and add the flour, baking powder, baking soda, and salt.  With the mixer on low speed, beat the flour into the butter and yogurt mixture.  Do not over mix – just until the flour is incorporated.
Divide the batter evenly into two bowls.
Add red food colour to one bowl, and green food colour to the other.  Using separate spatulas, stir the food colour into the batter until well mixed.
Using two separate tablespoons or small ice cream scoops, alternate dropping spoonfuls of the batter into the prepared bundt pan until all of the batter is used up.
Tap the pan firmly onto a cutting board.  This will help the thick batter to settle well into the bundt pan and help to level out the batter as well.
Bake for 55 minutes.  Check to see if the cake is done by inserting a wooden toothpick into the center of the cake.  If the toothpick comes out clean, the cake is done.  If the cake batter is still wet, leave the cake in the oven for another 5 minutes and perform the toothpick test again.
Once the cake is done, remove from oven and place the pan onto a wire cooling rack and leave it there for 15 minutes.  Once the 15 minutes has passed, turn the cake out onto the wire cooling rack to finish cooling.
Once completely cooled, whisk together the confectioner's sugar and the milk until smooth and creamy.  Pour over the top of the inverted cake.  Top with the sprinkles and allow cake to sit for a few minutes for the frosting to firm up before serving.",14,"3/4 cup butter, softened",1 1/4 cups sugar,"3 large eggs, room temperature",1 1/2 cups plain Greek yogurt,2 teaspoons vanilla extract,3 cups all purpose flour,1 1/2 teaspoons baking powder,1 1/2 teaspoons baking soda,1 teaspoon salt,1 red food colour,1 green food colour,4 cups confectioner's sugar,4 tablespoons milk,"1/2 cup sprinkles, Christmas themed",NA,NA,Lord Byron's Kitchen,https://www.lordbyronskitchen.com/marbled-christmas-bundt-cake/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glazed Butterscotch Chip Bundt Cake,Lord Byron’s Kitchen,4.75, 8 ,"Butterscotch is sweet and indulgent, it’s a flavour combination that combines that of browned butter, molasses, and caramelized sugar. That's a lot of sugar, but for this Glazed Butterscotch Chip Bundt Cake, I'm willing to make the exception. Besides, calories don't count at Christmastime!",Recipes,Prep Time 15 minutes mins, Cook Time 45 minutes mins,NA,Total Time 1 hour hr,16 slices,10,"Preheat your oven to 350 degrees.  Prepare a bundt pan by lightly coating the interior with cooking spray and lightly sprinkling flour over the entire surface. Tap out the excess flour.  Set  prepared bundt pan aside.
In a large mixing bowl, add the sugar, vegetable oil, and vanilla extract. Using a handheld mixer, mix all ingredients together.
Add the eggs one at a time to the batter and beat well after each addition.
Next, add the buttermilk and beat into the batter.  Just beat to incorporate; do not beat long enough to add volume or frothiness to the batter.
Add the flour, baking powder, and baking soda.  Beat until the dry ingredients are incorporated into the wet ingredients.
Add the butterscotch chips and fold into the batter.
Pour the batter into the prepared bundt pan.
Bake the bundt for 45 minutes. To check for doneness, insert a wooden toothpick into the centre of the cake. If the toothpick comes out clean, the cake is ready. If not, bake for another 2-3 minutes and check again.
Allow the cake to rest in the pan for 10-15 minutes before inverting onto a wire cooling rack to completely cool.  
When completely cooled, whisk together the confectioner's sugar and milk until smooth.    Drizzle over the surface of the cake.  Top with extra butterscotch chips.  The icing will harden up in about 10 minutes.  Slice and enjoy!",12,1½ cups sugar,½ cup vegetable oil,2 tablespoons vanilla extract,3 large eggs,1 cup buttermilk,3 cups all purpose flour,2 teaspoons baking powder,½ teaspoon baking soda,2 cups butterscotch chips,1 1/2 cups confectioner's sugar,2 tablespoons milk,1/4 cup butterscotch chips,NA,NA,NA,NA,Lord Byron's Kitchen,https://www.lordbyronskitchen.com/glazed-butterscotch-chip-bundt-cake/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Orange Bundt Cake,Lord Byron’s Kitchen,4.37, 58 ,"When you combine chocolate and orange, they form the perfect flavour combination; and these flavours are bold and bright in this bundt cake. Chocolate cake should be super moist and this one certainly is! Prepared with buttermilk and brewed coffee, this is most certainly not your average chocolate cake!",Recipes,Prep Time 30 minutes mins, Cook Time 1 hour hr,NA,Total Time 1 hour hr 30 minutes mins,16 servings,9,"Preheat your oven to 325 degrees F.  Grease the bundt pan very well by coating the inside of the pan with non-stick cooking spray.  Dust the entire baking surface of the bundt pan with one tablespoon of cocoa powder and tap out the excess.  Set aside.
In a sauce pan, over medium heat, combine the coffee, buttermilk, butter, and cocoa powder.  Stir until the butter is melted and the mixture is combined.  Remove from heat, transfer to a large mixing bowl, and set aside to cool.   
Next, sift together the sugar, flour, baking soda, and salt.  Set aside.
Once the butter mixture has cooled, add the eggs and orange extract.  Beat into the butter mixture until well combined.
Add the sifted flour mixture and beat until thoroughly mixed through.
Pour the batter into the prepared bundt pan so that the pan is no more than 3/4 full.  (See notes below.)  Bake for 45 minutes or until a toothpick inserted into the center of the cake comes out clean.
Remove cake from oven and allow cake to cool in the bundt pan for 2 hours before turning the cake out onto a wire cooling rack to continue cooling.
Place the chocolate chips, the heavy cream, and the orange extract into a small sauce pan.  Over low heat, stir the ingredients together until the chocolate has melted and the ingredients are combined.
Drizzle the frosting over the cake and garnish with Terrys Chocolate Orange wedges and chocolate balls.  You can also use fresh orange zest.",15,1 cup brewed coffee,2 cups buttermilk,"1 1/2 cups butter, softened","1 1/2 cups cocoa powder, plus 1 tablespoon",3 cups sugar,3 cups all-purpose flour,2 teaspoons baking soda,1/2 teaspoon salt,3 large eggs,1 1/2 teaspoons orange extract,1 cup chocolate chips,1/2 cup heavy whipping cream,1 teaspoon orange extract,1 whole Terrys Chocolate Orange,2 tablespoons chocolate balls,NA,Lord Byron's Kitchen,https://www.lordbyronskitchen.com/chocolate-orange-bundt-cake/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Toasted Coconut Bundt Cake,Lord Byron’s Kitchen,3.75, 20 ,"If you have a coconut lover in your life, this gorgeous Toasted Coconut Bundt Cake is going to make that person very happy! This cake is prepared with coconut, coconut milk, and coconut extract. If that's not coconutty enough, nothing will ever be! Drizzle with a simple glaze and top with more toasted coconut for presentation.",Recipes,Prep Time 20 minutes mins, Cook Time 50 minutes mins,NA,Total Time 1 hour hr 10 minutes mins,16 servings,9,"Preheat your oven to 350 degrees.  Using a pastry brush, grease the bundt pan very well with the one tablespoon of butter.  Sprinkle the one tablespoon of flour around the bundt pan and tap the pan lightly with your hand while moving the bundt pan around to ensure the butter is completely covered with the flour.  Gently tap out the excess flour.  Set aside.
In a large bowl, combine the butter and sugar with a hand-held mixer until lightly and fluffy.  
Add the eggs – one at a time – and beat well between each addition.
Add the coconut extract, along with the coconut milk, and beat gently into the butter and sugar mixture.
Next, whisk together the flour, salt, baking powder, and baking soda.  Add the dry mixture to the wet mixture and beat until incorporated.
Stir in two cups of the toasted coconut.
Pour the batter into the prepared bundt pan and bake for 50 minutes or until a toothpick inserted into the center of the cake comes out clean.
Remove cake from oven and allow cake to cool in the bundt pan for 20 minutes before turning the cake out onto a wire cooling rack to continue cooling.
When the cake is cooled, whisk together the confectioner's sugar and coconut milk.  Drizzle the mixture over the cake and top with the remaining 1/2 cup of toasted coconut.",13,"1 cup butter, softened (plus one tablespoon to grease the bundt pan)",1 1/2 cups sugar,"6 large eggs, room temperature","1 cup coconut milk, shake the can well before opening",2 teaspoons coconut extract,2 1/2 cups all-purpose flour (plus one tablespoon to flour the bundt pan),1/2 teaspoon salt,1 teaspoon baking powder,1 teaspoon baking soda,"2 cups unsweetened coconut, toasted (use medium shredded, if possible)",2 cups confectioner's sugar,2 tablespoons coconut milk,"1/2 cup unsweetened coconut, toasted",NA,NA,NA,Lord Byron's Kitchen,https://www.lordbyronskitchen.com/toasted-coconut-bundt-cake/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frosted Pumpkin Spice Blondies,Lord Byron’s Kitchen,5, 2 ,NA,Recipes,Prep Time 10 minutes mins, Cook Time 10 minutes mins,NA,Total Time 2 hours hrs 20 minutes mins,36 blondies,8,"Preheat oven to 350 degrees.  Lightly grease a mini muffin pan with non-stick cooking spray.  Set aside.
Add the butter to a mixing bowl with the brown sugar.  Beat until well incorporated.
Next, beat in the eggs and pumpkin spice extract.
Add the flour, pumpkin spice blend, salt, and baking powder.  Beat until just combined.
Add one tablespoon of the batter to each of the mini muffin pan holes. 
Bake for exactly 10 minutes. 
Remove from the oven and allow the blondies to cool for 5 minutes before removing from the pan.  Allow to fully cool on a wire cooling rack before frosting.
To frost, place the buttercream into a bowl with one teaspoon of pumpkin spice blend.  Beat until just combined.  Transfer the frosting to a piping bag fitted with a large star tip.  Pipe large star dollops of the buttercream onto each blondie.  Sift a little of the pumpkin spice blend over top.  Plate and enjoy!",10,"1 cup butter, softened","2 cups brown sugar, lightly packed",2 teaspoons pumpkin spice extract,"2 large eggs, whisked",2 cups all-purpose flour,"2 teaspoons pumpkin spice blend, plus more for garnish (optional)",1/2 teaspoon salt,1/2 teaspoon baking powder,2 cups buttercream frosting,"1 teaspoon pumpkin spice blend, plus more for garnish (optional)",NA,NA,NA,NA,NA,NA,Lord Byron's Kitchen,https://www.lordbyronskitchen.com/frosted-pumpkin-spice-blondies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apple Cinnamon Jam,Lord Byron’s Kitchen,3.95, 76 ,"The taste of autumn captured and preserved in a simple to prepare jam. Apple Cinnamon Jam is a jam that tastes like a dessert. Great on ice cream, or folded into apple turnovers, or just smeared liberally on warm toast!",Recipes,Prep Time 30 minutes mins, Cook Time 40 minutes mins,NA,Total Time 1 hour hr 30 minutes mins,96 servings,14,"Wash mason jars and screw lids in soapy water and rinse soap off well under running hot water.  Place clean jars on a baking sheet and place in oven preheated to 200 degrees.  Set screw bands aside.  Next, boil a kettle of water and pour into a clean glass bowl.  Carefully submerge the sealing discs in the bowl of hot water.  Set aside.
Peel the apples and remove the core.  Wash under running cold water to remove all traces of seeds or core remains.  When done, roughly chop each apple into bite-sized pieces.  
Place the chopped apples in a large sauce pan or pot.  Add the water and bring to a boil over medium heat.  Gently boil for 20 minutes.
Add the lemon juice and the sugar and stir until dissolved.  Bring back to a low boil.  Continue to boil uncovered over medium heat for 20 minutes, depending on how thick you prefer your jam to be.  DO NOT walk away from the jam once you add the sugar.  The sugar will burn quickly and easily.  Continue to stir and carefully monitor the progress.  
In the meantime, fill your water bath canner to the halfway mark with water and add the jar rack.  Bring to a full boil.
Next, add the nutmeg, ginger, cloves, and cinnamon.  Stir into the jam mixture until well incorporated.  
Ladle the jam into prepared mason jars using a funnel to prevent the jam from touching the rim of the jars. 
Use the non-metallic bubble remover to remove any air bubbles.
Wipe down the rim of each jar with a damp paper towel to ensure no jam has come in contact with the rim.
Carefully remove the sealing discs from the hot water with a magnetic lid lifter.  Position the sealing disc directly onto the lid of the jars.  Do not touch the underside of the lid.  
Screw on the screw bands until firm – do not apply pressure!  Just use your fingertips to tighten the screw bands.
Using the jar lifter, place the jars into the water bath canner with the boiling water.  Do not place the lid on the canner.
Boil for 20 minutes.  Carefully remove each jar from the canner using the jar lifter.  Try not to tilt the jars.  Place jars onto a wire cooling rack that has been covered with a clean kitchen towel.  
Leave the jars to cool for a minimum of 12 hours.  Once cooled, wipe the jars of any residue that might have been transferred to the outside of the jar during the boiling process.  Label the jars and store in a dark, cool cabinet for up to one year.",8,"5 pounds apples, peeled and roughly chopped into bite-sized pieces (use a softer apple like MacIntosh or Empire)",1/2 cup water,2 cups sugar,"2 tablespoons lemon juice, freshly squeezed",1/2 teaspoon ground nutmeg,1/2 teaspoon ground ginger,1/8 teaspoon ground cloves,3 teaspoons ground cinnamon,NA,NA,NA,NA,NA,NA,NA,NA,Lord Byron's Kitchen,https://www.lordbyronskitchen.com/apple-cinnamon-jam/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dried Apricot Jam,Lord Byron’s Kitchen,3.77, 38 ,"Thick, tart, and sweet, Dried Apricot Jam is great on toast, smeared onto scones, or baked into thumbprint cookies! Dried apricots make it very quick and easy to make jam, because there is very little moisture content, so the jam comes together without excessive simmering time.",Recipes,Prep Time 20 minutes mins, Cook Time 20 minutes mins,NA,Total Time 1 hour hr,80 servings,13,"Wash mason jars and screw lids in soapy water and rinse soap off well under running hot water.  Place clean jars on a baking sheet and place in oven preheated to 200 degrees.  Set screw bands aside.  Next, boil a kettle of water and pour into a clean glass bowl.  Carefully submerge the sealing discs in the bowl of hot water.  Set aside.
Add the apricots, water, orange juice, and lemon juice to a large saucepan.  Stir and bring to a boil of medium heat.  Once the mixture begins to boil, cover and continue to boil for 20 minutes.
In the meantime, fill your water bath canner to the halfway mark with water and add the jar rack.  Bring to a full boil.
Transfer the entire contents of the saucepan to a food processor and pulse until the mixture is  broken down to a consistency you prefer.  Pour the mixture back into the saucepan, add the sugar, and over high heat, bring the mixture to a full boil while stirring constantly.  
Once the mixture has been at a full bubbling boil for 1 minute, remove from heat.
Ladle the jam into prepared mason jars using a funnel to prevent the sauce from touching the rim of the jars. 
Use the non-metallic bubble remover to remove any air bubbles.
Wipe down the rim of each jar with a damp paper towel to ensure no sauce has come in contact with the rim.
Carefully remove the sealing discs from the hot water with a magnetic lid lifter.  Position the sealing disc directly onto the lid of the jars.  Do not touch the underside of the lid.  
Screw on the screw bands until firm – do not apply pressure!  Just use your fingertips to tighten the screw bands.
Using the jar lifter, place the jars into the water bath canner with the boiling water.  Do not place the lid on the canner.
Boil for 20 minutes.  Carefully remove each jar from the canner using the jar lifter.  Try not to tilt the jars.  Place jars onto a wire cooling rack that has been covered with a clean kitchen towel.  
Leave the jars to cool for a minimum of 12 hours.  Once cooled, wipe the jars of any residue that might have been transferred to the outside of the jar during the boiling process.  Label the jars and store in a dark, cool cabinet for up to one year.",5,3 1/2 cups dried apricots,1 1/2 cups water,1 cup orange juice,1 tablespoon lemon juice,2 cups sugar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lord Byron's Kitchen,https://www.lordbyronskitchen.com/dried-apricot-jam/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orange Marmalade Preserves,Lord Byron’s Kitchen,3.68, 31 ,"Perfectly tart and sweet Orange Marmalade Preserves is made without any thickening additives – great at breakfast time or over vanilla ice cream! Once you taste this homemade marmalade, you'll never buy it from the store again!",Recipes,Prep Time 1 hour hr, Cook Time 30 minutes mins,NA,Total Time 1 hour hr 50 minutes mins,80 servings,16,"Wash mason jars and screw lids in soapy water and rinse soap off well under running hot water.  Place clean jars on a baking sheet and place in oven preheated to 200 degrees.  Set screw bands aside.  Next, boil a kettle of water and pour into a clean glass bowl.  Carefully submerge the sealing discs in the bowl of hot water.  Set aside.
Wash the fruit very well and dry with paper towels.  Using a paring knife, peel the fruit like you would an apple.  Try to peel away as little of the pith as possible.
Once all the fruit has been peeled, turn the pieces over so that the pith side is facing up.  Using the paring knife still, gently but firmly scrape away the remaining pith.
Slice the peel into roughly 1/8th of an inch slices and transfer to a small cooking pot with the water and baking soda.  Stir and bring to a low boil.  Boil for 20 minutes.
Still using the paring knife, peel away the remaining pith from the fruit.  Next, working over a bowl to catch the juice, carefully slice down each side of the membrane to remove each section of the fruit.  Discard the seeds and squeeze the remaining membrane in your hands to collect all of the juice.
Add the fruit sections and pulp, along with the juice, to the pot.  Stir to combine.  Cover and gently boil for 10 minutes.
In the meantime, fill your water bath canner to the halfway mark with water and add the jar rack.  Bring to a full boil.
Next, add the sugar and stir to combine.  Stir until the sugar has dissolved and the mixture has returned to a low boil.  Allow the mixture to boil for 10 minutes, stirring often.  As you approach the 7-8 minute mark, stir constantly to prevent the fruit from burning.
Ladle the marmalade into prepared mason jars using a funnel to prevent the sauce from touching the rim of the jars. 
Use the non-metallic bubble remover to remove any air bubbles.
Wipe down the rim of each jar with a damp paper towel to ensure no sauce has come in contact with the rim.
Carefully remove the sealing discs from the hot water with a magnetic lid lifter.  Position the sealing disc directly onto the lid of the jars.  Do not touch the underside of the lid.  
Screw on the screw bands until firm – do not apply pressure!  Just use your fingertips to tighten the screw bands.
Using the jar lifter, place the jars into the water bath canner with the boiling water.  Do not place the lid on the canner.
Boil for 20 minutes.  Carefully remove each jar from the canner using the jar lifter.  Try not to tilt the jars.  Place jars onto a wire cooling rack that has been covered with a clean kitchen towel.  
Leave the jars to cool for a minimum of 12 hours.  Once cooled, wipe the jars of any residue that might have been transferred to the outside of the jar during the boiling process.  Label the jars and store in a dark, cool cabinet for up to one year.",5,4 large oranges,2 whole lemons,2 1/2 cups water,1/4 teaspoon baking soda,6 cups sugar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lord Byron's Kitchen,https://www.lordbyronskitchen.com/orange-marmalade-preserves/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lemon Buttermilk Bundt Cake,Lord Byron’s Kitchen,3.25, 41 ,NA,Recipes,Prep Time 15 minutes mins, Cook Time 45 minutes mins,NA,Total Time 1 hour hr,16 slices,9,"Preheat your oven to 350 degrees.  Prepare a bundt pan by lightly spraying the interior with cooking spray and lightly sprinkling flour over the entire surface. Be sparing with the flour.
In a larger mixing bowl, add the lemon zest, lemon juice, sugar, vegetable oil, and vanilla. Using a handheld mixer, mix all ingredients together.
Add the eggs, one at a time to the lemon juice mixture and beat well after each.
Next, add the buttermilk and beat into the batter.  Just beat to incorporate; do not beat long enough to add volume or frothiness to the batter.
Add the flour, baking powder, and baking soda.  Beat until the dry ingredients are incorporated into the wet ingredients.
Pour the batter into the prepared bundt pan.
Bake the bundt for 45 minutes. To check for doneness, insert a wooden toothpick into the centre of the cake. If the toothpick comes out clean, the cake is ready. If not, bake for another 2-3 minutes and check again.
Allow the cake to rest in the pan for 10-15 minutes before removing to a wire cooling rack to completely cool.  The cake should remain inverted.
When completely cooled, whisk together the confectioner’s sugar and lemon juice until smooth.  Drizzle over the inverted (bottom) surface of the cake.  The icing will harden up in about 10 minutes.  Slice and enjoy!",12,3 tablespoons freshly squeezed lemon juice,3 tablespoons fresh lemon zest,1½ cups sugar,½ cup vegetable oil,1 teaspoon vanilla extract,3 large eggs,1 cup buttermilk,3 cups all purpose flour,2 teaspoons baking powder,½ teaspoon baking soda,1 1/2 cups confectioner’s sugar,2 tablespoons lemon juice,NA,NA,NA,NA,Lord Byron's Kitchen,https://www.lordbyronskitchen.com/lemon-buttermilk-bundt-cake/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oven Dried Strawberries,Lord Byron’s Kitchen,4.41, 5 ,NA,Recipes,Prep Time 10 minutes mins, Cook Time 3 hours hrs,NA,Total Time 3 hours hrs 10 minutes mins,NA,8,"Preheat oven to 200 degrees.
Line two baking sheets with parchment paper.  Set aside.
Slice strawberries into quarters and lay cut side down onto the parchment-lined baking sheet.  Leave a little space in between; do not overlap.
Bake for 2 hours.  Remove from oven and slide the parchment off the baking sheet onto a counter.
Line each baking sheet with new parchment paper.
Carefully lift the partially dried strawberries off the used parchment and place them onto the new parchment paper.  Be sure that the previously cut sides which were facing down are now facing up.
Return to oven and bake for 1 more hour or until strawberries are completely dry.
Allow the strawberries to cool and transfer to a clean mason jar with a lid.  Dried strawberries will last at room temperature for up to 6 months.  (Keep the jars in a dark pantry for longer shelf life and to retain the deep red colour.  Dried fruit is sensitive to sunlight and can lose it's colour and fresh flavour.)",1,"32 ounces fresh strawberries, washed and hulled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lord Byron's Kitchen,https://www.lordbyronskitchen.com/oven-dried-strawberries/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canada Day Maple Glazed Mini Muffins,Lord Byron’s Kitchen,NA,NA,NA,Recipes,Prep Time 20 minutes mins, Cook Time 10 minutes mins,NA,Total Time 30 minutes mins,60 muffins,10,"Preheat oven to 425 degrees. Lightly spray a 12-hole mini muffin pan with cooking spray and set aside.
In a large bowl, use a hand-held mixer to blend together the milk, sour cream, eggs, and maple syrup.
Next, beat in the butter and vegetable oil.
Add the flour, baking powder, baking soda, sugar, and cinnamon. Beat into the wet ingredients.
Using a small cookie scoop, portion about 1 1/2 teaspoons of muffin batter into each muffin cavity in the mini muffin tin.
Bake for 10 minutes. Remove from oven and transfer to a wire cooling rack to cool.  (Depending on how many mini muffin tins you have, you will need to bake in batches.)
When the mini muffins have fully cooled, whisk together the confectioner's sugar, maple syrup, milk, and cinnamon until the icing is smooth and consistent. For a thicker icing, add more confectioner's sugar. For a thinner icing, add about 1/2 teaspoon of milk at a time.
Dip the mini muffin, top side down, into the icing. Lightly shake the excess icing off and place onto a wire cooling rack with a baking sheet under it.
Sprinkle the tops of the mini muffins with sprinkles and allow the icing to harden before serving.
Once the icing is hard, pack mini muffins in a resealable container with a tight-fitting lid to keep fresh.",17,1/2 cup milk,1/2 cup sour cream,2 large eggs,2 teaspoons maple syrup,"1/4 cup butter, softened",1/4 cup vegetable oil,2 1/3 cups all purpose flour,1 1/2 teaspoons baking powder,1/4 teaspoon baking soda,3/4 teaspoon salt,3/4 cup sugar,1 teaspoon cinnamon,3 cups confectioner’s sugar,2 tablespoons maple syrup,2 tablespoons milk,1/2 teaspoon cinnamon,Lord Byron's Kitchen,https://www.lordbyronskitchen.com/canada-day-maple-glazed-mini-muffins/,"1/2 cup sprinkles, Canada Day themed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raspberry Brownie Parfaits,Lord Byron’s Kitchen,5, 1 ,NA,Recipes,Prep Time 20 minutes mins, Cook Time 11 minutes mins,NA,Total Time 1 hour hr 1 minute min,4 servings,19,"Preheat your oven to 350 degrees.
Using a double boiler, gently melt the dark chocolate and butter together. Allow the mixture to cool.
In a large bowl, whisk together the flour and the baking powder and set aside.
In another bowl, whisk together the brown sugar and the eggs.
Add the egg mixture to the chocolate mixture and stir well to combine.
Add the dry ingredients to the wet ingredients and stir to combine.
Using a small ice cream scoop (I used one tablespoon sized scoop), place mounds of the batter on silicone or parchment lined baking sheets. Be careful not to place the batter too close. The batter is thin and will spread.
Bake, one baking sheet at a time, on the middle rack for 11 minutes.
Allow cookie to cool on the baking sheet for two minutes before transferring to a cooling rack to set.
In the meantime, use a handheld mixer to beat the whipping cream until stiff peaks form.
Sift in the confectioner's sugar and beat into the whipped cream.  Place in the refrigerator.
Once the cookies are cooled completely, using your hands, crumble the cookies so that the crumbles are roughly the size of small green peas. 
When ready to assemble, place 1/4 cup of the cookie crumbles into the bottom of each glass.   
Top with about 4 tablespoon of the whipped cream.  Tap the glass lightly on a wooden cutting board to even out the top.
Next, add a good layer of fresh raspberries.  I added about 1/2 cup of raspberries to each glass.
Top with another 1/4 cup plus two tablespoons of the cookie crumbles.
Fill the remaining empty space in each glass with the whipped cream.
Sprinkle a few of the cookie crumbles over top and add a raspberry or two for garnish.
Serve immediately or refrigerate until ready to serve.  If you refrigerate these, cover them very carefully and loosely with plastic wrap.",9,1 cup dark chocolate chips,3 tablespoons butter,3/4 cup all purpose flour,1/4 teaspoon baking powder,2 large eggs,"1/2 cup brown sugar, lightly packed","3 cups whipping cream, 35%",1 1/2 cups confectioner's sugar,"2 cups raspberries, fresh (not frozen)",NA,NA,NA,NA,NA,NA,NA,Lord Byron's Kitchen,https://www.lordbyronskitchen.com/raspberry-brownie-parfaits/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
