title,author,genre,rating,ratingnum,preptime,cooktime,totaltime,additionaltime,cooltime,chilltime,baketime,standtime,servings,yield,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23,ingredient24,ingredient25,ingredient26,ingredient27,ingredient28,additionaltime...47,preptime...48,source,link
Pfeffernusse Cookies,Thebeansma,Germany,4.8,256,15 mins,15 mins,2 hrs 30 mins,2 hrs,NA,NA,NA,NA,18 ,36 cookies,18,½ cup molasses,¼ cup honey,¼ cup shortening,¼ cup margarine,2 large eggs,4 cups all-purpose flour,¾ cup white sugar,½ cup brown sugar,2 teaspoons anise extract,2 teaspoons ground cinnamon,1 ½ teaspoons ground cardamom,1 ½ teaspoons baking soda,1 teaspoon ground cloves,1 teaspoon ground nutmeg,1 teaspoon ground ginger,1 teaspoon ground black pepper,½ teaspoon salt,1 cup confectioners' sugar for dusting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/155182/pfeffernusse-cookies/
Mexican Wedding Cookies,Bernie,Mexican Cookie Recipes,4.5,377,20 mins,15 mins,1 hr 55 mins,1 hr 20 mins,NA,NA,NA,NA,36 ,36 cookies,8,"1 cup unsalted butter, softened",½ cup white sugar,2 teaspoons vanilla extract,2 teaspoons water,2 cups all-purpose flour,1 cup finely chopped almonds,¼ teaspoon salt,"½ cup powdered sugar, or more as needed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/15542/mexican-wedding-cookies/
Chocolate Cookies,Lois Wells,Chocolate Cookie Recipes,4.4,721,15 mins,10 mins,25 mins,NA,NA,NA,NA,NA,48 ,48 cookies,9,2 cups white sugar,"1 ¼ cups margarine, softened",2 large eggs,2 teaspoons vanilla extract,2 cups all-purpose flour,¾ cup unsweetened cocoa powder,1 teaspoon baking soda,⅛ teaspoon salt,1 cup chopped walnuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/10281/chewy-chocolate-cookies-ii/
Best Snowball Cookies,Lori Dehn,Christmas Cookie Recipes,4.8,676,30 mins,15 mins,45 mins,NA,NA,NA,NA,NA,60 ,5 dozen cookies,7,"1 cup unsalted butter, softened",½ cup powdered sugar,1 teaspoon vanilla extract,2 ¼ cups all-purpose flour,1 cup very finely chopped pecans,¼ teaspoon salt,"⅓ cup powdered sugar, or more as needed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/11171/snowballs-ii/
Peanut Butter Kiss Cookies,Sharon Baetcke,Peanut Butter Cookie Recipes,4.6,992,10 mins,10 mins,20 mins,NA,NA,NA,NA,NA,18 ,18 cookies,4,1 cup white sugar,1 cup creamy peanut butter,1 large egg,"18  milk chocolate candy kisses, unwrapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/9806/peanut-butter-kiss-cookies/
Nutella Cookies,Carmella DiNardo,Chocolate Cookie Recipes,4.7,103,20 mins,10 mins,30 mins,NA,NA,NA,NA,NA,12 ,2 dozen,12,2 ½ cups all-purpose flour,¼ cup unsweetened cocoa powder,1 teaspoon baking soda,1 teaspoon salt,"1 cup butter, room temperature",¾ cup brown sugar,¾ cup white sugar,2 large eggs,2 tablespoons vanilla extract,"½ cup chocolate-hazelnut spread, such as Nutella",½ cup chopped toasted hazelnuts,1 cup chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/223312/nutella-hazelnut-cookies/
Gluten-Free Sugar Cookies,SueAnne McInnis,Cut-Out Cookie Recipes,4.8,79,20 mins,10 mins,1 hr 45 mins,1 hr 15 mins,NA,NA,NA,NA,40 ,40 cookies,12,2 ½ cups gluten-free flour,1 teaspoon baking powder,½ teaspoon salt,1 cup white sugar,"¾ cup unsalted butter, softened",1 teaspoon vanilla extract,2 large eggs,",","¼ cup cream cheese, softened","¼ cup unsalted butter, softened",1 teaspoon vanilla extract,1 ½ cups confectioners' sugar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/240496/gluten-free-sugar-cookies/
Pignoli Cookies,Adele,Italy,4.7,188,30 mins,15 mins,45 mins,NA,NA,NA,NA,NA,36 ,3 dozen cookies,7,cooking spray,12 ounces almond paste,½ cup white sugar,1 cup confectioners' sugar,"4  egg whites, divided",1 ½ cups pine nuts,all-purpose flour for rolling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/10022/pignoli-cookies-i/
Grandma's Gingersnap Cookies,Marie Ayers,Gingersnap Recipes,4.8,1259,20 mins,10 mins,30 mins,NA,NA,NA,NA,NA,60 ,60 cookies,10,⅓ cup cinnamon sugar,2 cups sifted all-purpose flour,1 tablespoon ground ginger,2 teaspoons baking soda,1 teaspoon ground cinnamon,½ teaspoon salt,¾ cup butter,1 cup white sugar,1 large egg,¼ cup dark molasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/10365/grandmas-gingersnap-cookies/
Rainbow Cookies,Penney,Bar Cookie Recipes,4.8,330,45 mins,10 mins,10 hrs 30 mins,9 hrs 35 mins,NA,NA,NA,NA,96 ,8 dozen bar cookies,10,8 ounces almond paste,"1 cup butter, softened",1 cup white sugar,"4 large eggs, separated",2 cups all-purpose flour,6 drops red food coloring,6 drops green food coloring,¼ cup seedless red raspberry jam,¼ cup apricot jam,"1 cup semisweet chocolate chips, melted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/10118/rainbow-cookies/
Oatmeal Raisin Cookies,Darlene,Oatmeal Raisin Cookie Recipes,4.4,2591,25 mins,10 mins,40 mins,5 mins,NA,NA,NA,NA,48 ,4 dozen cookies,11,"¾ cup butter, softened",¾ cup white sugar,¾ cup packed light brown sugar,2 large eggs,1 teaspoon vanilla extract,1 ¼ cups all-purpose flour,1 teaspoon baking soda,¾ teaspoon ground cinnamon,½ teaspoon salt,2 ¾ cups rolled oats,1 cup raisins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/10264/oatmeal-raisin-cookies-i/
Fortune Cookies,Aleta,Chinese,4.4,209,55 mins,30 mins,1 hr 25 mins,NA,NA,NA,NA,NA,12 ,1 dozen cookies,6,cooking spray,1 large egg white,⅛ teaspoon vanilla extract,¼ cup unbleached all-purpose flour,¼ cup white sugar,pinch of salt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/9684/fortune-cookies-i/
Carrot Cake Cookies,Melissa,Drop Cookie Recipes,4.6,107,10 mins,20 mins,30 mins,NA,NA,NA,NA,NA,30 ,30 cookies,18,"1/2 cup butter, softened",1/2 cup packed brown sugar,1/2 cup white sugar,2  large eggs,"1 (8 ounce) can crushed pineapple, drained",1 cup raisins,3/4 cup shredded carrots,2 cups all-purpose flour,2 teaspoons ground cinnamon,1 teaspoon baking powder,1/2 teaspoon baking soda,1/2 teaspoon salt,"1 cup chopped walnuts, toasted, divided (Optional)",",",4 ounces cream cheese,1/4 cup butter,1 teaspoon vanilla,2 ½  cups powdered sugar or more as needed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/25803/carrot-cake-cookies/
Banana Cookies,Tiffany Hawkey,Banana Dessert Recipes,4.7,126,10 mins,15 mins,25 mins,NA,NA,NA,NA,NA,12 ,12 cookies,9,1 ½ cups all-purpose flour,"2 medium ripe bananas, mashed, or more to taste",½ cup white sugar,"¼ cup butter, melted",¼ cup chopped walnuts (Optional),1 large egg,1 teaspoon baking soda,¼ teaspoon salt,1 tablespoon white sugar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/258838/easy-kids-recipe-for-fluffy-banana-cookies/
Italian Easter Cookies,Kelly,Cookies,4.7,90,20 mins,10 mins,30 mins,NA,NA,NA,NA,NA,48 ,4 dozen cookies,17,¾ cup white sugar,½ cup butter,3 large eggs,¼ cup milk,¼ cup vegetable oil,1 teaspoon vanilla extract,1 teaspoon almond extract,3 ¾ cups all-purpose flour,5 teaspoons baking powder,",",4 cups confectioners' sugar,"½ cup butter, softened",1 teaspoon vanilla extract,1 teaspoon almond extract,3 tablespoons milk,3 drops red food coloring (Optional),candy sprinkles (Optional),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/19199/italian-easter-cookies/
Three Ingredient Peanut Butter Cookies,Francie,Peanut Butter Cookie Recipes,4.6,1916,20 mins,10 mins,30 mins,NA,NA,NA,NA,NA,12 ,12 cookies,3,1 cup peanut butter,1 cup white sugar,1  egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/11352/three-ingredient-peanut-butter-cookies/
McCormick® Gingerbread Men Cookies,Allrecipes Member,Gingerbread Cookie Recipes,4.6,516,20 mins,10 mins,4 hrs 30 mins,4 hrs,NA,NA,NA,NA,24 ,24 (1 cookie) servings,11,3 cups flour,2 teaspoons McCormick® Ground Ginger,1 teaspoon McCormick® Ground Cinnamon,1 teaspoon baking soda,¼ teaspoon McCormick® Ground Nutmeg,¼ teaspoon salt,"¾ cup butter, softened",¾ cup firmly packed brown sugar,½ cup molasses,1  egg,1 teaspoon McCormick® Pure Vanilla Extract,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/212428/mccormick-gingerbread-men-cookies/
Linzer Tart Cookies,Regina,Sandwich Cookie Recipes,4.8,153,45 mins,10 mins,2 hrs 15 mins,1 hr 20 mins,NA,NA,NA,NA,12 ,12 cookies,7,"1 ¼ cups unsalted butter, softened",⅔ cup white sugar,2 cups sifted all purpose flour,1 ¾ cups ground almonds,⅛ teaspoon ground cinnamon,"5 tablespoons raspberry jam, or as needed","¼ cup confectioners' sugar for decoration, or as needed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/10573/linzer-tarts/
Eggnog Cookies,Maureen,Christmas Cookie Recipes,4.4,175,15 mins,20 mins,35 mins,NA,NA,NA,NA,NA,36 ,6 dozen cookies,9,2 ¼ cups all-purpose flour,1 teaspoon baking powder,"1 teaspoon ground nutmeg, or as needed",½ teaspoon ground cinnamon,1 ¼ cups white sugar,"¾ cup butter, softened",½ cup eggnog,2  egg yolks,1 teaspoon vanilla extract,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/9438/eggnog-cookies-i/
No-Bake Cookies,NA,No-Bake Cookie Recipes,4.6,1327,10 mins,5 mins,45 mins,30 mins,NA,NA,NA,NA,36 ,3 dozen,8,1 ¾ cups white sugar,½ cup butter,½ cup milk,4 tablespoons unsweetened cocoa powder,½ cup crunchy peanut butter,3 cups quick-cooking oats,1 teaspoon vanilla extract,waxed paper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/9832/no-bake-cookies-i/
3-Ingredient Peanut Butter Cookies,heather,Peanut Butter Cookie Recipes,4.6,959,15 mins,10 mins,25 mins,NA,NA,NA,NA,NA,24 ,2 dozen cookies,3,1 cup peanut butter,1 cup white sugar,1 large egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/244614/3-ingredient-peanut-butter-cookies/
Gluten-Free Almond Flour Chocolate Chip Cookies,King Arthur Flour,NA,4.6,157,10 mins,10 mins,20 mins,NA,NA,NA,NA,NA,14 ,14 cookies,8,"¼ cup brown sugar, light or dark",½ teaspoon baking soda,¼ teaspoon salt,"2 tablespoons butter, at room temperature",2 teaspoons vanilla extract,1  large egg,2 cups King Arthur Almond Flour,½ cup chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/242466/gluten-free-almond-flour-chocolate-chip-cookies/
Acorn Candy Cookies,"What's for dinner, mom?",Milk Chocolate,4.7,105,15 mins,NA,45 mins,30 mins,NA,NA,NA,NA,24 ,2 dozen cookies,4,1 tablespoon prepared chocolate frosting,"24 milk chocolate candy kisses (such as Hershey's Kisses), unwrapped",24 mini vanilla wafer cookies (such as Nilla),24 butterscotch chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/216459/acorn-candy-cookies/
Italian Ricotta Cookies,Lisa,Italy,4.7,274,15 mins,15 mins,30 mins,NA,NA,NA,NA,NA,48 ,4 dozen cookies,14,1 cup butter,2 cups white sugar,2 large eggs,16 ounces ricotta cheese,2 teaspoons vanilla extract,4 cups all-purpose flour,1 teaspoon baking powder,1 teaspoon baking soda,½ cup milk,½ teaspoon butter,½ teaspoon shortening,4 cups confectioners' sugar,1 tablespoon lemon extract,½ cup colored candy sprinkles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/19215/ricotta-cookies-iii/
White Chocolate Chip Oatmeal Cookies,julie,Oatmeal Cookie Recipes,4.6,851,NA,NA,NA,NA,NA,NA,NA,NA,36 ,6 dozen,12,1 cup butter,1 cup light brown sugar,1 cup white sugar,2  eggs,2 teaspoons vanilla extract,3 cups all-purpose flour,1 teaspoon baking powder,1 teaspoon baking soda,1 teaspoon salt,1 ½ cups rolled oats,2 cups white chocolate chips,1 cup chopped pecans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/15482/white-chocolate-chip-oatmeal-cookies/
Easy Valentine Sandwich Cookies,Laria Tabul,Sandwich Cookie Recipes,4.6,151,35 mins,10 mins,45 mins,NA,NA,NA,NA,NA,17 ,34 cookies,8,1 cup butter,1 ½ cups confectioners' sugar,1 large egg,1 teaspoon vanilla extract,½ teaspoon almond extract (Optional),2 ½ cups all-purpose flour,1 teaspoon baking soda,1 teaspoon cream of tartar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/10413/easy-valentine-sandwich-cookies/
Wilderness Place Lodge Cookies,Kim Brittain,Oatmeal Raisin Cookie Recipes,4.7,175,20 mins,12 mins,32 mins,NA,NA,NA,NA,NA,60 ,5 dozen cookies,13,2 cups butter,2 cups white sugar,2 cups packed brown sugar,4  eggs,2 teaspoons vanilla extract,3 cups all-purpose flour,2 teaspoons salt,2 teaspoons baking soda,6 cups quick cooking oats,2 cups chocolate chips,2 cups chopped and toasted walnuts,1 cup coconut,1 cup raisins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/53211/wilderness-place-lodge-cookies/
Cake Mix Cookies,Hannah,Cake Mix Cookie Recipes,4.6,1048,15 mins,10 mins,30 mins,5 mins,NA,NA,NA,NA,48 ,4 dozen cookies,3,1 (15.25 ounce) package white cake mix,½ cup vegetable oil,2 large eggs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/10926/cake-mix-cookies-iv/
Soft Sugar Cookies,stearnsl,Sugar Cookie Recipes,4.6,2275,15 mins,10 mins,25 mins,NA,NA,NA,NA,NA,24 ,24 cookies,9,⅓ cup colored decorating sugar,⅔ cup shortening,"⅔ cup unsalted butter, softened",1 ½ cups white sugar,2 large eggs,2 teaspoons vanilla extract,3 ½ cups all-purpose flour,2 teaspoons baking powder,1 teaspoon salt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/15295/soft-sugar-cookies-iv/
Zucchini Cookies,Marian,Zucchini Cookie Recipes,4.7,220,15 mins,10 mins,1 hr 25 mins,1 hr,NA,NA,NA,NA,36 ,3 dozen cookies,10,2 cups all-purpose flour,1 teaspoon baking soda,1 teaspoon ground cinnamon,½ teaspoon ground cloves,½ teaspoon salt,1 cup white sugar,"½ cup butter, softened",1 large egg,1 cup shredded zucchini,1 cup raisins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/20928/zucchini-cookies/
Peppermint Holiday Cookies,pchanner,Christmas Cookie Recipes,4.4,78,15 mins,10 mins,40 mins,15 mins,NA,NA,NA,NA,36 ,36 cookies,10,"1 cup butter, softened",¾ cup white sugar,"1 large egg, beaten",3 cups all-purpose flour,¼ teaspoon salt,½ cup crushed peppermint candy canes,",",¾ cup confectioners' sugar,5 teaspoons warm water,"2 tablespoons crushed peppermint candy canes, or to taste (Optional)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/235104/peppermint-holiday-cookies/
Jumbo Breakfast Cookies,J Diamond,NA,4.8,206,15 mins,10 mins,25 mins,NA,NA,NA,NA,NA,24 ,24 breakfast cookies,12,2 cups white sugar (see note),1 cup peanut butter,1 cup butter,½ cup water,2 tablespoons vanilla extract or to taste,2 large eggs,2 ¼ cups all-purpose flour,1 teaspoon baking soda,½ teaspoon salt or to taste,1 ½ cups rolled oats,1 ½ cups raisins or chopped dried apricots,6 cups toasted whole grain oat cereal rings (such as Cheerios),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/144059/jumbo-breakfast-cookies/
Cinnamon Sugar Butter Cookies,Debi R,Drop Cookie Recipes,4.7,311,15 mins,20 mins,35 mins,NA,NA,NA,NA,NA,18 ,3 dozen,10,3 tablespoons white sugar,1 tablespoon ground cinnamon,1 cup dark brown sugar,½ cup white sugar,"1 cup butter, softened",2 large eggs,2 teaspoons vanilla extract,2 ½ cups all-purpose flour,¾ teaspoon baking soda,¼ teaspoon salt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/11310/cinnamon-sugar-butter-cookies-ii/
Soft Sugar Cookies V,Eileen Sieger,Sugar Cookie Recipes,4.4,303,30 mins,20 mins,8 hrs 55 mins,8 hrs 5 mins,NA,NA,NA,NA,48 ,4 dozen,10,4 cups all-purpose flour,1 teaspoon baking powder,½ teaspoon baking soda,½ teaspoon salt,¼ teaspoon ground nutmeg,"1 cup butter, softened",1 ½ cups white sugar,1  egg,1 teaspoon vanilla extract,½ cup sour cream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/25130/soft-sugar-cookies-v/
Cooky Cookies,Barbara Linton,Drop Cookie Recipes,4.4,215,NA,NA,NA,NA,NA,NA,NA,NA,30 ,5 dozen,13,1 cup vegetable oil,"1 cup butter, softened",1 cup white sugar,1 cup packed brown sugar,1  egg,2 teaspoons vanilla extract,3 ½ cups all-purpose flour,1 teaspoon baking soda,1 teaspoon salt,1 cup cornflakes cereal,1 cup rolled oats,1 cup chopped walnuts,1 cup unsweetened flaked coconut,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/11334/cooky-cookies/
Grandma Ruth's Easy Snickerdoodle Cookies,DavidBeveridge,Snickerdoodle Recipes,4.8,543,20 mins,10 mins,35 mins,5 mins,NA,NA,NA,NA,36 ,36 cookies,10,1 ½ cups white sugar,1 cup softened butter,2 large eggs,2 ¾ cups all-purpose flour,2 teaspoons cream of tartar,1 teaspoon baking soda,¼ teaspoon salt,",",2 tablespoons white sugar,2 teaspoons ground cinnamon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/240314/grandma-ruths-snickerdoodle-cookies/
Guyanese Lime Cookies,Valerie Shumway-Khan,Butter Cookie Recipes,4.6,115,20 mins,15 mins,35 mins,NA,NA,NA,NA,NA,36 ,3 dozen small cookies,9,2 cups all-purpose flour,1 teaspoon baking powder,"3/4 teaspoon ground nutmeg, divided","3/4 teaspoon ground cinnamon, divided",½ teaspoon salt,"1 1/3 cups sugar, divided","3/4 cup butter, softened",1 teaspoon lime zest,3 tablespoons lime juice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/160371/guyanese-lime-cookies/
Ultimate Double Chocolate Cookies,Carol P,Drop Cookie Recipes,4.7,357,25 mins,10 mins,1 hr 40 mins,1 hr 5 mins,NA,NA,NA,NA,42 ,3 1/2 dozen,11,"1 pound semisweet chocolate, chopped",2 cups all-purpose flour,½ cup Dutch process cocoa powder,2 teaspoons baking powder,1 teaspoon salt,10 tablespoons unsalted butter,1 ½ cups packed brown sugar,½ cup white sugar,4  eggs,2 teaspoons instant coffee granules,2 teaspoons vanilla extract,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/15097/ultimate-double-chocolate-cookies/
Raspberry Cheesecake Cookies,Melissa Goff,Raspberry Dessert Recipes,4.7,163,15 mins,10 mins,25 mins,NA,NA,NA,NA,NA,18 ,18 cookies,4,"1 (8 ounce) package cream cheese, softened",1 large egg,1 (17.5 ounce) pouch sugar cookie mix,⅔ cup raspberry baking chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/218632/incredible-raspberry-cheesecake-cookies/
Award Winning Soft Chocolate Chip Cookies,Allrecipes Member,Drop Cookie Recipes,4.7,11144,15 mins,20 mins,35 mins,NA,NA,NA,NA,NA,72 ,6 dozen,10,4 ½ cups all-purpose flour,2 teaspoons baking soda,"2 cups butter, softened",1 ½ cups packed brown sugar,½ cup white sugar,2 (3.4 ounce) packages instant vanilla pudding mix,4  eggs,2 teaspoons vanilla extract,4 cups semisweet chocolate chips,2 cups chopped walnuts (Optional),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/15004/award-winning-soft-chocolate-chip-cookies/
Chef John's Gingersnap Cookies,NA,Spice Cookie Recipes,4.9,98,30 mins,20 mins,1 hr 50 mins,1 hr,NA,NA,NA,NA,54 ,4 1/2 dozen cookies,16,2 cups all-purpose flour,2 tablespoons all-purpose flour,2 teaspoons ground ginger,1 ½ teaspoons ground cinnamon,1 ½ teaspoons baking soda,½ teaspoon fine salt,¼ teaspoon ground cloves,¼ teaspoon ground black pepper,⅛ teaspoon cayenne pepper,"12 tablespoons unsalted butter, softened",⅔ cup white sugar,⅓ cup finely minced candied ginger,¼ cup molasses,½ teaspoon vanilla extract,"1  large egg, beaten","½ cup white sugar, or as needed for rolling cookies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/245440/chef-johns-gingersnap-cookies/
Peanut Butter Chip Cookies III,Kathy Flanigan,Peanut Butter Cookie Recipes,4.6,118,20 mins,10 mins,1 hr,30 mins,NA,NA,NA,NA,42 ,3 1/2 dozen,11,"½ cup unsalted butter, softened",1 ½ cups dark brown sugar,½ cup white sugar,½ teaspoon salt,⅔ cup peanut butter,2  eggs,1 ½ teaspoons vanilla extract,2 ½ cups all-purpose flour,2 teaspoons baking soda,2 cups semisweet chocolate chips,2 cups chopped walnuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/25118/peanut-butter-chip-cookies-iii/
Dad's Cookies,Tanya Anderson,Oatmeal Cookie Recipes,4.6,154,20 mins,10 mins,30 mins,NA,NA,NA,NA,NA,36 ,36 cookies,10,1 ½ cups all-purpose flour,1 teaspoon baking soda,¾ teaspoon salt,1 cup white sugar,1 cup brown sugar,1 ½ cups rolled oats,½ cup flaked coconut,¾ cup vegetable oil,2  eggs,1 teaspoon vanilla extract,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/26136/dads-cookies/
