title,author,rating,ratingnum,course,cuisine,preptime,cooktime,customtime,totaltime,servings,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,source,link,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23,ingredient24,ingredient25,ingredient26,ingredient27,ingredient28,ingredient29,ingredient30,ingredient31,ingredient32,ingredient33,ingredient34
Halloween peanut butter spider cookies,Emily Leary,5, 2 ,Cookies,American,Prep Time15 minutes mins,Cook Time12 minutes mins,NA,Total Time27 minutes mins,24 cookies,12,"Preheat the oven to 180C (160C fan).
Put the sugar, butter and peanut butter in a large bowl. Whisk until combined and fluffy.
Add the eggs, milk and vanilla and beat until creamy.
Add the flour and oats and mix until well combined. It’s easiest to use a silicon spatula for this, so that you can scrape down the sides as you go.
Add 3/4 of the chocolate chips and mix through.
Divide the mix into 24 equally sized dollops and roll into balls. Each ball should weigh about 58g / 2 ounces.
Place the balls on a baking sheet lined with baking paper.
Press the balls with the palm of your hand to form cookies.
Bake for 12 minutes per batch until just golden.
While still warm, top each cookie with four chocolate chips each, then transfer to a wire rack to finish cooling.
Use a brown or black icing pen to add legs to your spiders, and a white icing pen to add wings to your flies.
Enjoy these spooky cookies as a fantastic Halloween treat!",22,200 g (7.1 oz) skippy extra crunchy peanut,150 g (5.3 oz) salted butter,300 g (10.6 oz) soft light brown sugar,2 medium free range eggs,1 tsp vanilla extract,2 tbsp whole milk,280 g (9.9 oz) porridge oats,220 g (7.8 oz) self-raising white flour (self rising flour),200 g (7.1 oz) milk chocolate chips,1 Brown or black icing pen,1 White icing pen,200 g (7.1 oz) skippy extra crunchy peanut,150 g (5.3 oz) salted butter,300 g (10.6 oz) soft light brown sugar,2 medium free range eggs,1 tsp vanilla extract,2 tbsp whole milk,280 g (9.9 oz) porridge oats,A Mummy Too,https://www.amummytoo.co.uk/halloween-peanut-butter-spider-cookies/,220 g (7.8 oz) self-raising white flour (self rising flour),200 g (7.1 oz) milk chocolate chips,1 Brown or black icing pen,1 White icing pen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quick and easy chocolate shortbread recipe,Emily Leary,4.5, 17 ,Cookies,British,Prep Time10 minutes mins,Cook Time15 minutes mins,NA,Total Time22 minutes mins,14 cookies,12,"Preheat the oven to 180C (160C fan, 350F).
Put the flour, sugar and cocoa in a large bowl and stir well.
Cube the butter and add to the bowl.
Rub the mix through until you get an even crumb.
Add the vanilla extract and a tbsp of cold water, then cut it through the mix with a round knife.
Eventually, you should be able to work the mix into a soft dough. You can add a drop more water if necessary.
Turn the dough out on to a floured surface – it’s a bit too squidgy, wrap and chill it for 10 minutes
Roll the dough to 1cm thick – I like to do this between two sheets of baking paper as it avoids sticking. Alternatively, you could lightly flour your work surface.
Cut out your biscuits using a round 7cm cutter. Gather up the offcuts and keep cutting until you have around 15 rounds.
Place the rounds on baking tray lined with baking paper and press a few chocolate drops into each one.
Bake for 12-15 minutes until just firm when pressed. When cool enough to handle, transfer to a wire rack to cool completely!
Once cool, enjoy on their own, with a cup of tea, or dunked into a glass of ice cold milk.",12,270 g (1¾ cups + 1 tbsp) plain white flour (all purpose flour),75 g (⅓ cup + 1 tbsp) white caster sugar (superfine sugar),200 g (1¾ sticks) salted butter chilled,1 tsp vanilla extract,40 g (⅓ cup) cocoa powder (dutch processed),30 g (3 tbsp) chocolate drops or chunks,270 g (1¾ cups + 1 tbsp) plain white flour (all purpose flour),75 g (⅓ cup + 1 tbsp) white caster sugar (superfine sugar),200 g (1¾ sticks) salted butter chilled,1 tsp vanilla extract,40 g (⅓ cup) cocoa powder (dutch processed),30 g (3 tbsp) chocolate drops or chunks,NA,NA,NA,NA,NA,NA,A Mummy Too,https://www.amummytoo.co.uk/chocolate-shortbread/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Healthy Easter cookies,Emily Leary,4.5, 6 ,Cookies,British,Prep Time10 minutes mins,Cook Time12 minutes mins,NA,Total Time22 minutes mins,12 cookies,7,"Preheat the oven to 200°C (400°F), 180°C fan, Gas Mark 6. Line a couple of baking trays with baking paper.
Mash the bananas in a large bowl, then add the maple syrup and mix well.
Stir in the cocoa and oats until evenly combined.
Divide the mixture into 12 (about 2 level tablespoons each) and roll into balls. Place them on the baking trays.
Press a teaspoon into the centre of each cookie to create a nest shape.
Bake for 12 minutes, then cool on a wire rack.
Add a couple of chocolate mini eggs to the centre of each cookie.",10,2 bananas,3 tbsp honey (or maple syrup),2 tbsp cocoa powder (dutch processed),150 g (5.3 oz) rolled oats,80 g (2.8 oz) chocolate mini eggs,2 bananas,3 tbsp honey (or maple syrup),2 tbsp cocoa powder (dutch processed),150 g (5.3 oz) rolled oats,80 g (2.8 oz) chocolate mini eggs,NA,NA,NA,NA,NA,NA,NA,NA,A Mummy Too,https://www.amummytoo.co.uk/healthier-easter-chocolate-nest-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cranberry orange white chocolate cookies,Emily Leary,5, 10 ,Festive makes,American,Prep Time15 minutes mins,Cook Time15 minutes mins,NA,Total Time35 minutes mins,15 cookies,9,"Preheat oven to 180C/355F (160C/320F fan). Put both sugars and the margarine in a mixing bowl and beat together.
Add the flour, baking powder, ginger and cinnamon and fold through.
Add the orange zest and eggs and combine into a loose cookie dough.
Add in the almonds, cranberries and chocolate chips and fold together.
Drop separate spoonfuls of the mixture, spaced well apart, onto a greased baking sheet, using more than one baking sheet if necessary. At about 50g per dollop, I got 15 cookies.
Bake in the oven for about 12-15 minutes until golden-brown - since they contain brown sugar and cinnamon, you’ll find they go a little darker than standard sugar cookies.
Mix the icing sugar and orange juice together until you have a thick, runny paste.
Drizzle over your cookies in a zigzag pattern.
Spray with the gold dust, as sparingly or generously as you wish, then add a few silver balls to each cookie while the icing is still wet and leave to set.",34,100 g (3.53 oz) baking margarine,100 g (3.53 oz) white caster sugar (superfine sugar),100 g (3.53 oz) soft light brown sugar,200 g (7.05 oz) plain white flour (all purpose flour),1.5 tsp baking powder,1.5 tsp ground ginger,1.5 tsp ground cinnamon,1 orange zest only,2 medium free range eggs,60 g (2.12 oz) blanched almonds roughly chopped,30 g (1.06 oz) dried cranberries,40 g (1.41 oz) white chocolate chips,40 g (1.41 oz) milk chocolate chips,140 g (4.94 oz) icing sugar (powdered sugar),2 tbsp juice from your orange,Edible gold dust,Edible silver balls,100 g (3.53 oz) baking margarine,A Mummy Too,https://www.amummytoo.co.uk/loaded-festive-cookies-christmas-recipe/,100 g (3.53 oz) white caster sugar (superfine sugar),100 g (3.53 oz) soft light brown sugar,200 g (7.05 oz) plain white flour (all purpose flour),1.5 tsp baking powder,1.5 tsp ground ginger,1.5 tsp ground cinnamon,1 orange zest only,2 medium free range eggs,60 g (2.12 oz) blanched almonds roughly chopped,30 g (1.06 oz) dried cranberries,40 g (1.41 oz) white chocolate chips,40 g (1.41 oz) milk chocolate chips,140 g (4.94 oz) icing sugar (powdered sugar),2 tbsp juice from your orange,Edible gold dust,Edible silver balls
Gluten-free ice cream sandwich recipe,Emily Leary,5, 1 ,"Cookies, Desserts and sweet treats",American,Prep Time20 minutes mins,Cook Time20 minutes mins,NA,Total Time40 minutes mins,NA,15,"Take a large roasting tray and spoon the ice cream into the centre.
Spread the ice cream out evenly across the pan. Mine ended up being about 2cm deep, and return it to the freezer for 10 minutes to firm back up.
Using an 8cm diameter cookie cutter cut out 12 ice cream pucks for the filling.
Separate the filling from the rest of the ice cream (you can return this to the tub) and return the tray to the freezer until ready to use.
While the discs are chilling, tip the Betty Crocker Gluten-Free Chocolate Chip Cookie Mix into a bowl.
Add the egg and oil as directed on the packet.
Mix it up.
Line a baking tray with greaseproof paper. The following technique will help you get identically sized, perfectly round cookies that are just the right thickness to make ice cream sandwiches with.
Take a tablespoon of cookie mix, level it off and place it flat side down on a greaseproof lined baking tray. Repeat, making sure not to space them too closely together on the tray.
Press each ball down with the flat of your hand, aiming to apply even pressure so that the resulting discs are nice and round.
Bake at 180C/355F (160C/320F) for 6 minute and 30 seconds or until just becoming golden brown around the edges - depending on your oven capacity, you may need to bake in batches.
Cool completely on a rack. All in all, you should get 25 cookies, but you'll only need 24 for the ice cream sandwiches, so you can eat the extra one straight away. Yay!
Once the cookies are cooled to room temperature, turn one upside down, then take a disc of ice cream filling out of the freezer and place on top.
Next, push one or two of your favourite sweets into the centre - here I used jelly babies.
Finally, place another cookie on top to create your chocolate chip cookie ice cream sandwich and eat immediately! NOTE: you can wrap the cookie sandwiches in freezer paper and refreeze, if you wish, but if you intend to do so, do not place jelly sweets in the centre as they will become too hard after freezing!",8,1.8 l (3.8 pint) gluten-free vanilla ice cream,Betty Crocker Gluten-Free Chocolate Chip Cookie Mix,1 medium free range eggs,90 ml (3.04 floz) vegetable oil (canola oil),1.8 l (3.8 pint) gluten-free vanilla ice cream,Betty Crocker Gluten-Free Chocolate Chip Cookie Mix,1 medium free range eggs,90 ml (3.04 floz) vegetable oil (canola oil),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A Mummy Too,https://www.amummytoo.co.uk/gluten-free-ice-cream-sandwich-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Superfood breakfast cookies,Emily Leary,5, 1 ,Breakfast,American,Prep Time10 minutes mins,Cook Time18 minutes mins,NA,Total Time28 minutes mins,12 cookies,9,"Preheat the oven to 180C (160C fan).
Put the flaxseeds in a blender and process to a fine powder, then tip into a mixing bowl. 
Add the flour, oats, baking powder, ginger and cinnamon and stir well. 
Add the dried apricots, apple, carrot and nuts and stir again.
Pour the coconut oil, maple syrup, orange zest and juice into the bowl.
Divide the mixture into 12 balls and place them onto lined baking sheets. Flatten into thick rounds. 
Sprinkle with the coconut.
Bake for 15-18 minutes or until browned.
Serve warm or leave to cool, then pack into a plastic container and store in the fridge for up to three days.",28,100 g (3.5 oz) flaxseeds,85 g (3 oz) wholemeal flour (wholewheat flour),70 g (2.5 oz) porridge oats,1 tsp baking powder,1 tsp ground ginger,2 tsp ground cinnamon,85 g (3 oz) dried apricots finely chopped,1 dessert apple cored and coarsely grated,1 carrot finely grated,40 g (1.4 oz) pecan nuts roughly chopped,3 tbsp coconut oil warmed until liquid,125 ml (4.2 floz) maple syrup,1/2 orange zest plus 3 tbsp juice,4 tbsp dried coconut shavings or desiccated coconut,100 g (3.5 oz) flaxseeds,85 g (3 oz) wholemeal flour (wholewheat flour),70 g (2.5 oz) porridge oats,1 tsp baking powder,A Mummy Too,https://www.amummytoo.co.uk/carrot-cake-cookies/,1 tsp ground ginger,2 tsp ground cinnamon,85 g (3 oz) dried apricots finely chopped,1 dessert apple cored and coarsely grated,1 carrot finely grated,40 g (1.4 oz) pecan nuts roughly chopped,3 tbsp coconut oil warmed until liquid,125 ml (4.2 floz) maple syrup,1/2 orange zest plus 3 tbsp juice,4 tbsp dried coconut shavings or desiccated coconut,NA,NA,NA,NA,NA,NA
The ultimate marshmallow cookie,Emily Leary,4.7, 3 ,Desserts and sweet treats,American,Prep Time10 minutes mins,Cook Time10 minutes mins,NA,Total Time20 minutes mins,12 cookies,8,"Preheat the oven to 200C (180C fan assisted / 390F).
In a large bowl, beat together the butter, golden syrup, vanilla and sugar until fluffy
Beat in the egg until well combined
Add the flour, cocoa and the baking powder and mix well.
Add the marshmallows and chocolate chips and mix again.
Put large, 5cm (2 inch) scoops a good 2-3 inches apart on a baking sheet lined with baking paper. Don't flatten them.
Bake for 10 minutes. 
Allow the cookies to cool on the tray until firm - this may take up to 10 minutes. Transfer to a wire rack to cool completely.",20,130 g (1 stick + 4 tbsp) salted butter softened,2 tbsp golden syrup US sub - corn syrup,1 tsp vanilla extract,160 g (¾ cup + 1 tbsp) white caster sugar (superfine sugar),1 medium free range eggs,235 g (1⅔ cups) plain white flour (all purpose flour),1 tsp baking powder,20 g (3 tbsp) cocoa powder (dutch processed),"60 g (⅓ cup) mini marshmallows vegetarian, if required",100 g (½ cup) milk chocolate chips,130 g (1 stick + 4 tbsp) salted butter softened,2 tbsp golden syrup US sub - corn syrup,1 tsp vanilla extract,160 g (¾ cup + 1 tbsp) white caster sugar (superfine sugar),1 medium free range eggs,235 g (1⅔ cups) plain white flour (all purpose flour),1 tsp baking powder,20 g (3 tbsp) cocoa powder (dutch processed),A Mummy Too,https://www.amummytoo.co.uk/chocolate-and-marshmallow-cookie-bites-aka-mini-sweet-pizzas/,"60 g (⅓ cup) mini marshmallows vegetarian, if required",100 g (½ cup) milk chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caramel sandwich cookies,Emily Leary,5, 1 ,Cookies,Austrian,Prep Time20 minutes mins,Cook Time8 minutes mins,Chilling time1 hour hr,Total Time28 minutes mins,24 cookies,9,"Beat the butter, sugar, egg and vanilla until fully combined.
Fold in the flour and baking powder until you can knead it into a smooth dough.
Wrap the dough in cling film and chill for an hour.
Preheat the oven to 180C (160C fan assisted, 350F).
On a lightly floured surface, roll out the dough to 3mm thick and cut out 12 complete rounds and 12 with a shape punched in the centre. I used this linzer cookie cutter set which works brilliantly and is great for little hands, but you could get a similar effect with one large cookie cutter and one small one.
Line a baking sheet with greaseproof paper – I did mine in two batches.
Bake for 6-8 minutes until just starting to colour.
Remove from the oven and cool on wire rack.
When cool, cover each of the complete rounds in about 1/2-1 tsp of dulce de leche, then top with a punched round to complete, taking care to line up the edges if you used a frilled cutter.",14,110 g (3.9 oz) salted butter softened,100 g (3.5 oz) white caster sugar (superfine sugar),1 medium free range eggs,1/2 tsp vanilla extract,250 g (8.8 oz) plain white flour (all purpose flour),1 tsp baking powder,250 g (8.8 oz) caramel / dulce de leche,110 g (3.9 oz) salted butter softened,100 g (3.5 oz) white caster sugar (superfine sugar),1 medium free range eggs,1/2 tsp vanilla extract,250 g (8.8 oz) plain white flour (all purpose flour),1 tsp baking powder,250 g (8.8 oz) caramel / dulce de leche,NA,NA,NA,NA,A Mummy Too,https://www.amummytoo.co.uk/dulce-de-leche-filled-linzer-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Easter mini egg cookies,Emily Leary,5, 1 ,"Cookies, Festive makes",American,Prep Time15 minutes mins,Cook Time10 minutes mins,Chilling time15 minutes mins,Total Time40 minutes mins,12 cookies,8,"Preheat the oven to 180C (160C fan, 350F).
Put the butter, golden syrup and sugar in a large bowl. Whisk until fluffy
Add the egg and vanilla, then whisk until well combined.
Add the flour and the baking powder. Fold through.
Divide into 12 equal balls of dough and place on a greaseproof lined baking sheet, at least 5cm (2 inches) apart.
Press slightly, just so you have a semi-sphere shape.
Push 3 mini eggs into the top of each one – not all the way, just so they sit on top. Chill for 15 minutes.
Bake for 10-12 minutes until golden brown. Allow to cool on the tray until firm enough to lift onto a cooling rack.",16,130 g (4.6 oz) salted butter softened,50 ml (1.7 floz) golden syrup,160 g (5.6 oz) white caster sugar (superfine sugar),1 tsp vanilla extract,1 medium free range eggs,235 g (8.3 oz) plain white flour (all purpose flour),1 tsp baking powder,110 g (3.9 oz) mini eggs,130 g (4.6 oz) salted butter softened,50 ml (1.7 floz) golden syrup,160 g (5.6 oz) white caster sugar (superfine sugar),1 tsp vanilla extract,1 medium free range eggs,235 g (8.3 oz) plain white flour (all purpose flour),1 tsp baking powder,110 g (3.9 oz) mini eggs,NA,NA,A Mummy Too,https://www.amummytoo.co.uk/easter-mini-egg-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heart biscuits for Valentine's Day,Emily Leary,5, 3 ,cakes and bakes,American,Prep Time20 minutes mins,Cook Time8 minutes mins,NA,Total Time28 minutes mins,21 cookies,13,"Preheat the oven to 200C (180C fan assisted, 400F, Gas mark 4).
Beat the margarine, sugar, eggs and vanilla until fully combined.
Mix in the flour, baking powder, salt and bicarbonate of soda until fully combined.
Turn out the dough onto a very well floured board and knead only as much as it takes to get a smooth ball of dough.
Put the dough ball into a clean bowl, in the fridge to rest and cool for 15 minutes
Roll out to approximately 7-8mm thick (approx 1/3 inch).
Cut out the heart shapes using a geart-shaped cookie cutter about 7-8cm at the widest part. Aim to cut them close together to reduce the need to overwork the dough by re-rolling too many times.
Line a baking sheet with greaseproof paper and bake the cookies for 8 minutes or until pale golden at the edges.
Cool on wire rack.
In a small container, mix the icing sugar with a tbsp of water until dissolved to make a 'glue'.
On a clean board, dusted with cornflour, roll out the icing, one colour at a time and cut out heart shapes, brush the back with the glue and fix each heart to a cookie.
Grab a handful of the sprinkle hearts and dot the glue where you want one to go before pushing it gently into the icing. Use 8-10 per biscuit.
Leave it to dry, then enjoy! Or why not stack them, wrap them in cellophane and give them as a tasty Valentine's gift?",28,110 g (3.9 oz) margarine,100 g (3.5 oz) white caster sugar (superfine sugar),1 medium free range eggs,1/2 tsp vanilla extract,250 g (8.8 oz) plain white flour (all purpose flour) plus extra for dusting,1/4 tsp bicarbonate of soda (baking soda),1/4 tsp baking powder,1/4 tsp salt,1 tbsp icing sugar (powdered sugar),1 tsp cornflour (cornstarch) for dusting,100 g (3.5 oz) pink sugar paste vegetarian if required,100 g (3.5 oz) red sugar paste vegetarian if required,100 g (3.5 oz) white sugar paste vegetarian if required,30 g (1.1 oz) heart-shaped sprinkles,110 g (3.9 oz) margarine,100 g (3.5 oz) white caster sugar (superfine sugar),1 medium free range eggs,1/2 tsp vanilla extract,A Mummy Too,https://www.amummytoo.co.uk/valentines-day-cookies/,250 g (8.8 oz) plain white flour (all purpose flour) plus extra for dusting,1/4 tsp bicarbonate of soda (baking soda),1/4 tsp baking powder,1/4 tsp salt,1 tbsp icing sugar (powdered sugar),1 tsp cornflour (cornstarch) for dusting,100 g (3.5 oz) pink sugar paste vegetarian if required,100 g (3.5 oz) red sugar paste vegetarian if required,100 g (3.5 oz) white sugar paste vegetarian if required,30 g (1.1 oz) heart-shaped sprinkles,NA,NA,NA,NA,NA,NA
Autumn cookies,Emily Leary,5, 2 ,Cookies,British,Prep Time20 minutes mins,Cook Time10 minutes mins,NA,Total Time30 minutes mins,36 cookies,12,"Preheat the oven to 180C (160C fan, 350F)
Put the butter, golden syrup, salt and sugar in a microwave-safe bowl.
Heat for 60 seconds on full power. Stir well (careful, it can be very, very hot). Heat in one or two more 30 second blasts until most of the sugar is dissolved. It's ok if it's still a little grainy.
Add the flour and bicarbonate of soda. Fold through. Allow to cool until safe to handle. 
Divide the dough into three equal balls. Make a thumbprint in each, then add the ginger to one, the mixed spice to another, and the cinnamon and orange zest to the third. 
Add the colours too, one per ball. I went for red with mixed spice, green with ginger and brown with cinnamon, but you can go with any combination you like.
Knead each ball in your hands until you have an even distribution of colour and spice. Cover the dough with food wrap and chill for 15 minutes.
Roll each ball of dough out thinly - about 3mm - then use your cutters to cut out as many shapes as you can. You will need to gather and re-roll the dough once or twice to use it all up.
If you like, you can combine the last few bits of dough together and then roll them out create multicoloured sheet of dough to use for your last few leaves.
Place your leaves on a baking sheet lined with baking paper. 
Bake the cookies for approx 10 minutes each until just browning at the edges. I baked mine over a few batches.
Cool your cookies on the tray for a few minutes until they firm up, then transfer to a wire rack to cool completely",26,90 g (3.2 oz) salted butter,150 g (5.3 oz) golden syrup,1/8 tsp salt,60 g (2.1 oz) golden granulated sugar (cane sugar),250 g (8.8 oz) plain white flour (all purpose flour),1/4 tsp bicarbonate of soda (baking soda),1/2 tsp fresh root ginger grated,1/2 tsp mixed spice,1/2 tsp cinnamon,few drops red food colouring vegetarian if required,few drops brown food colouring vegetarian if required,few drops green food colouring vegetarian if required,1/2 small orange zest,90 g (3.2 oz) salted butter,150 g (5.3 oz) golden syrup,1/8 tsp salt,60 g (2.1 oz) golden granulated sugar (cane sugar),250 g (8.8 oz) plain white flour (all purpose flour),A Mummy Too,https://www.amummytoo.co.uk/autumn-cookies/,1/4 tsp bicarbonate of soda (baking soda),1/2 tsp fresh root ginger grated,1/2 tsp mixed spice,1/2 tsp cinnamon,few drops red food colouring vegetarian if required,few drops brown food colouring vegetarian if required,few drops green food colouring vegetarian if required,1/2 small orange zest,NA,NA,NA,NA,NA,NA,NA,NA
Dalek cookies,Emily Leary,5, 1 ,Cookies,British,Prep Time15 minutes mins,Cook Time7 minutes mins,NA,Total Time22 minutes mins,26 cookies,19,"Put the butter and sugar in a large mixing bowl. Beat until light and fluffy.
Add the egg and beat again.
Add the flour, baking powder, cinnamon, salt and bicarbonate of soda.
Mix using a fork, electric whisk or your hands until fully combined.
Form into a ball, cover the bowl and chill for 15 minutes.
Preheat the oven to 200C (180C fan-assisted, 400F).
Work with half the dough at a time, keeping the other half wrapped in the fridge until you're ready for it. This helps to keep it cold, which makes it easier to work with.
Place the dough on a lightly floured surface, roll out to about 50-70mm (1/4 inches) thick.
Press the cookie cutter into the dough to cut out the cookie shape. I find it helps to dip the cutter in a little flour to prevent it sticking.
You may also need to push the plunger down to make sure the detail imprints into the dough. Lift it away separately to check.
Repeat until all the dough is used up. You might need to gather and reroll the offcuts once or twice.
Place the cookies on a lined baking sheet.
Bake for 6-7 minutes, until just beginning to brown.
Allow to firm up for a few minutes on the tray, then transfer to a wire rack to cool completely.
Now, you can enjoy your Dalek cookies or, if you want to go a little further, you can decorate these little Daleks with a touch of icing and some silver candy pearls.
Mix the icing sugar with a few drops of water until you have a thick paste.
Using a brush or chopstick, put a tiny dab of icing on each of the  nine circles around the base of each a Dalek cookie.
Immediately drop a silver pearl onto each icing dab.
Repeat for the remaining cookies and leave to set.",20,110 g (3.9 oz) salted butter softened,100 g (3.5 oz) white caster sugar (superfine sugar),1 medium free range eggs,270 g (9.5 oz) plain white flour (all purpose flour),1/4 tsp bicarbonate of soda (baking soda),1/4 tsp baking powder,1/4 tsp salt,1/4 tsp cinnamon,1 tbsp icing sugar (powdered sugar),"2 tbsp silver pearls make sure they're gelatine-free, if vegetarian",110 g (3.9 oz) salted butter softened,100 g (3.5 oz) white caster sugar (superfine sugar),1 medium free range eggs,270 g (9.5 oz) plain white flour (all purpose flour),1/4 tsp bicarbonate of soda (baking soda),1/4 tsp baking powder,1/4 tsp salt,1/4 tsp cinnamon,A Mummy Too,https://www.amummytoo.co.uk/dalek-cookies/,1 tbsp icing sugar (powdered sugar),"2 tbsp silver pearls make sure they're gelatine-free, if vegetarian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crocodile cookies,Emily Leary,5, 1 ,Cookies,British,Prep Time20 minutes mins,Cook Time8 minutes mins,NA,Total Time28 minutes mins,20 cookies,10,"Beat the butter, sugar, eggs, vanilla and food colouring until fully combined.
Mix in the flour, baking powder, salt and bicarbonate of soda until fully combined.
Cover the bowl with food wrap and chill for 2 hours.
Preheat the oven to 200C (180C fan-assisted, 400F).
Work with the dough in four sections, keeping the spare in the fridge as you go.
On a lightly floured surface, roll out to 1cm thick and cut out the crocodile shapes.
Grease and lightly flour a baking sheet.
Place the crocodile cookies on the tray, 1 inch apart and bake for 5-8 minutes, until the edges just begin to turn brown.
Cool on wire rack.
Decorate with icing pens - as you can see, we got a bit carried away!",20,110 g (3.9 oz) salted butter softened,100 g (3.5 oz) white caster sugar (superfine sugar),1 medium free range eggs,1/2 tsp vanilla extract,2-3 drops of green food colouring gel,300 g (8.8 oz) plain white flour (all purpose flour),1/4 tsp bicarbonate of soda (baking soda),1/4 tsp baking powder,1/4 tsp salt,coloured icing pens,110 g (3.9 oz) salted butter softened,100 g (3.5 oz) white caster sugar (superfine sugar),1 medium free range eggs,1/2 tsp vanilla extract,2-3 drops of green food colouring gel,300 g (8.8 oz) plain white flour (all purpose flour),1/4 tsp bicarbonate of soda (baking soda),1/4 tsp baking powder,A Mummy Too,https://www.amummytoo.co.uk/animal-sugar-cookies-recipe/,1/4 tsp salt,coloured icing pens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elderflower cookies,Emily Leary,5, 1 ,Cookies,British,Prep Time20 minutes mins,Cook Time10 minutes mins,NA,Total Time20 minutes mins,42 cookies,7,"Preheat the oven to 180C (160C fan / 350F).
Beat together the margarine and sugar until light and fluffy.
Beat in the egg and cordial.
Stir in the flour and baking powder and mix gently until combined.
Put rounded teaspoons of mixture at least 2 inches apart on a lined baking tray. An alternative method is to put the mixture in a piping bag and pipe 1-inch-wide blobs.
Bake for  8-10 minutes until the biscuits spread and turn light golden.
Allow to cool and firm up slightly on the tray before transferring to a wire rack to cool.",12,250 g (1⅓ cups + 1 tbsp) white caster sugar (superfine sugar),250 g (2 sticks + 4 tsp) margarine,1 tsp baking powder,1 medium free range eggs,2 tsp concentrated elderflower cordial,250 g (1¾ cups) plain white flour (all purpose flour),250 g (1⅓ cups + 1 tbsp) white caster sugar (superfine sugar),250 g (2 sticks + 4 tsp) margarine,1 tsp baking powder,1 medium free range eggs,2 tsp concentrated elderflower cordial,250 g (1¾ cups) plain white flour (all purpose flour),NA,NA,NA,NA,NA,NA,A Mummy Too,https://www.amummytoo.co.uk/elderflower-sugar-cookies-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vanilla fudge cookies,Emily Leary,4.5, 2 ,Cookies,American,Prep Time15 minutes mins,Cook Time10 minutes mins,NA,Total Time25 minutes mins,12 cookies,10,"Preheat the oven to 180C (160C fan-assisted, 350F).
In a large bowl, put the margarine, golden syrup and sugar. Beat until fluffy.
Add the vanilla and egg. Beat until well combined.
Fold in the flour and the baking powder.
Add the white chocolate and fudge pieces. Stir through.
Chill the dough for 15 minutes or until you can roll a piece into a ball in your hand.
Form the dough into 12 equally sized balls and place 2-3 inches apart on a baking paper-lined baking sheet.
Squash them down by about half to create fat discs.
Bake for 10-12 minutes until they just start to go golden at the very edges – the idea is to get them out before they’re browned so that they stay chewy when cool.
They will be very soft and slightly puffy when they first come out of the oven. Allow them to cool on the tray until they are firm enough to transfer to a wire cooling rack.",18,130 g (4.6 oz) margarine,60 g (2.1 oz) golden syrup,160 g (5.6 oz) white caster sugar (superfine sugar),1 tsp vanilla extract,1 medium free range eggs,235 g (8.3 oz) plain white flour (all purpose flour),1 tsp baking powder,100 g (3.5 oz) white chocolate chunks,50 g (1.8 oz) fudge pieces,130 g (4.6 oz) margarine,60 g (2.1 oz) golden syrup,160 g (5.6 oz) white caster sugar (superfine sugar),1 tsp vanilla extract,1 medium free range eggs,235 g (8.3 oz) plain white flour (all purpose flour),1 tsp baking powder,100 g (3.5 oz) white chocolate chunks,50 g (1.8 oz) fudge pieces,A Mummy Too,https://www.amummytoo.co.uk/fudge-and-white-choc-chip-cookies-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
