title,author,datelisted,rating,ratingnum,category,preptime,cooktime,customtime,totaltime,servings,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,source,link,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23,ingredient24,ingredient25,ingredient26,ingredient27,ingredient28
Soft Nutella Chocolate Cookies,Jennifer Lee,"by Jennifer Lee on Sep 16, 2012 (updated Dec 5, 2020)",NA,NA,Cookies,15 minutes,10 minutes,NA,25 minutes,NA,4,"Preheat oven to 350°F. Sift together the flour and baking soda, set aside. In a large bowl, cream together the butter, brown sugar, and white sugar until creamy and fluffy.
Beat in the instant pudding mix until blended. Beat in the eggs, Nutella and vanilla. Mix in the flour mixture at low speed. Stir in the chocolate chips, until fully incorporated into the dough.
Make balls of cookie dough, about 1 1/2 inch in diameter and place on cookie sheets lined with parchment paper or silpat mats, spacing dough balls about 2 inches apart..
Bake for about 10 minutes. Let cookies cool on cookie sheets before removing.",10,▢ 2 1/2 cups all-purpose flour,▢ 1 tsp baking soda,"▢ 1 cup unsalted butter, room temperature",Kirbie's Cravings,https://kirbiecravings.com/soft-nutella-chocolate-cookies/,▢ 3/4 cup packed light brown sugar,▢ 1/4 cup white sugar,▢ 1 (3.4-oz) package instant chocolate pudding mix,▢ 2 eggs,▢ 1 tsp vanilla extract,▢ 1/2 cup Nutella,▢ 2 cups semisweet chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avocado Chocolate Cookies,Jennifer Lee,"by Jennifer Lee on Sep 11, 2012 (updated Jun 4, 2022)",5,1,Cookies,NA,NA,NA,NA,12 cookies,7,"Preheat oven to 350°F and line baking pans with parchment paper or silpat mats.
Add the cake mix and avocado puree into a bowl and mix with a wooden spoon. For this version without water, it will seem like the dough won't come together but if you keep stirring, there is enough moisture from the 1 cup puree to make the cake mix turn into cookie batter. Once completely mixed, add in the chocolate chips.
Shape the dough into balls about 1 1/2 inches in diameter and place on cookie sheet about 2 inches apart.
Bake for about 10 minutes until outside of cookies are set and bottoms don't stick to the cookie sheets. Let cookies cool.
Add the cake mix, avocado puree, and water into a bowl and mix with a wooden spoon. Once completely mixed, add in the chocolate chips.
For this version, scoop the dough out with a large spoon. It will be wet and sticky. Do your best to place a large spoonful of dough on cookie sheet about 1 1/2 inches in diameter, and spacing cookies 2 inches apart. 
Bake for about 10 minutes until outside of cookies are set and bottoms don't stick to the cookie sheets. This version of the cookies will be very soft when they come out of the oven, but they will firm up as they cool.",4,▢ 1 box Duncan Hines chocolate cake mix,"▢ 1 cup of avocado puree, mashed in food processor until completely smooth","▢ 1/4 cup water, (see note)",Kirbie's Cravings,https://kirbiecravings.com/3-ingredient-avocado-chocolate-cookies/,▢ 1 cup chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nutella Stuffed Chocolate Chip Cookies,Jennifer Lee,"by Jennifer Lee on Sep 9, 2012 (updated Nov 14, 2020)",NA,NA,Cookies,15 minutes,20 minutes,NA,35 minutes,NA,3,"Sift flours, baking soda, baking powder and salt into a bowl. Set aside.
Using a mixer fitted with paddle attachment, cream butter and sugars together until very light, about 5 minutes. Add eggs, one at a time, mixing well after each addition. Stir in the vanilla. Reduce speed to low, add dry ingredients and mix until just combined, 5 to 10 seconds. Drop chocolate pieces in and incorporate them without breaking them. Press plastic wrap against dough and refrigerate for 24 hours. Dough may be used in batches, and can be refrigerated for up to 72 hours.
On baking day, preheat oven to 350°F. Scoop 3 1/2-ounce mounds of dough (the size of generous golf balls). Flatten dough ball and place a generous tablespoon of Nutella in the middle. Wrap dough around Nutella, completely sealing Nutella inside the dough. Place on baking sheet about 2-3 inches apart. Bake until golden brown, 18 to 20 minutes.",12,▢ 2 cups minus 2 tablespoons cake flour,▢ 1 2/3 cups bread flour,▢ 1 1/4 teaspoons baking soda,Kirbie's Cravings,https://kirbiecravings.com/nutelld-stuffed-chocolate-chip-cookies/,▢ 1 1/2 teaspoons baking powder,▢ 1 1/2 teaspoons salt,▢ 2 1/2 sticks unsalted butter,▢ 1 1/4 cups light brown sugar,▢ 1 cup plus 2 tablespoons granulated sugar,▢ 2 large eggs,▢ 2 teaspoons vanilla extract,▢ 1 1/4 pounds bittersweet chocolate chips,▢ Nutella for filling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreo Truffle Chocolate Chip Cookies,Jennifer Lee,"by Jennifer Lee on Sep 3, 2012 (updated Oct 30, 2020)",NA,NA,Cookies,30 minutes,20 minutes,NA,NA,NA,5,"Sift flours, baking soda, baking powder and salt into a bowl. Set aside. Using a mixer fitted with paddle attachment, cream butter and sugars together until very light, about 5 minutes. Add eggs, one at a time, mixing well after each addition. Stir in the vanilla. Reduce speed to low, add dry ingredients and mix until just combined, 5 to 10 seconds.
Drop chocolate pieces in and incorporate them without breaking them. Press plastic wrap against dough and refrigerate for 24 hours. Dough may be used in batches, and can be refrigerated for up to 72 hours.
While dough is in the fridge, make the truffles, which need to be frozen overnight.
Line a small baking dish with foil; set aside. Crush Oreo cookies in a food processor until finely ground. Add in cream cheese and mix in processor until completely mixed and truffle dough comes together. Press into foil-lined baking dish and flatten with hands about 1/2 inch thick. Place in freezer for 24 hours and do not remove until ready for baking.
On baking day, preheat oven to 350°F. Cut Oreo truffle into chunk/squares about 1/2 inch by 1/2 inch. Scoop 3 1/2-ounce mounds of dough (the size of generous golf balls) and add about 4-5 chunks of Oreo truffle to the balls. Place on baking sheet about 2-3 inches apart. Bake until golden brown, 18 to 20 minutes.",14,▢ 2 cups minus 2 tablespoons cake flour,▢ 1 2/3 cups bread flour,▢ 1 1/4 tsp baking soda,Kirbie's Cravings,https://kirbiecravings.com/oreo-truffle-chocolate-chip-cookies/,▢ 1 1/2 tsp baking powder,▢ 1 1/2 tsp salt,▢ 2 1/2 sticks unsalted butter,▢ 1 1/4 cups light brown sugar,▢ 1 cup plus 2 tablespoons granulated sugar,▢ 2 large eggs,▢ 2 tsp vanilla extract,▢ 1 1/4 lbs bittersweet chocolate chips,▢ Oreo Truffles,"▢ 20 Oreo cookies, finely crushed","▢ 3 oz cream cheese, softened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blueberry Cookies,Jennifer Lee,"by Jennifer Lee on Aug 21, 2012 (updated Jun 9, 2023)",NA,NA,Cookies,20 minutes,10 minutes,NA,30 minutes,NA,4,"Preheat oven to 375°F. In a small bowl, stir together flour, baking soda, and baking powder. Set aside.
In a large bowl, cream together the butter and sugar until smooth. Beat in egg and vanilla. Mix in the flour mixture until dough forms.
Take dough ball about 1 1/2 inch in diameter. Flatten ball and stick in 3 small pieces of cream cheese onto surface. Then gradually roll dough ball back up so that it covers the cream cheese. Add about four fresh blueberries to the top of the dough ball, making small indents so that they stay in the dough. Place on baking sheet lined with silpat mat or parchment paper. Repeat with remaining dough, spacing about 2 inches apart.
Bake about 10 minutes in the oven, or until golden.",9,▢ 2 3/4 cup all-purpose flour,▢ 1 tsp baking soda,▢ 1/2 tsp baking powder,Kirbie's Cravings,https://kirbiecravings.com/blueberry-cheesecake-cookies/,"▢ 1 cup unsalted butter, softened",▢ 1 1/2 cups granulated sugar,▢ 1 egg,▢ 1 tsp vanilla extract,"▢ 8 oz cream cheese, cut into cubes about 1cm x 1cm",▢ 1 cup blueberries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Chip Mug Cookie,Jennifer Lee,"by Jennifer Lee on Aug 13, 2012 (updated May 9, 2019)",NA,NA,Cookies,4 minutes,1 minute,NA,5 minutes,NA,2,"Place butter and milk in a mug and cook them in the microwave for 30 seconds or until the butter is melted.
Place the brown sugar and vanilla extract in the mug and then mix in flour, chocolate chips and pinch of salt. Microwave for about 1 minute on HIGH. Allow to cool for 5 minutes before serving.",7,▢ 2 tbsp unsalted butter,▢ 2 tbsp milk,▢ 1/2 tsp vanilla extract,Kirbie's Cravings,https://kirbiecravings.com/chocolate-chip-mug-cookie/,▢ 3-4 tbsp brown sugar,▢ 4 tbsp all-purpose flour,▢ 2 tbsp dark chocolate chips,▢ pinch of salt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soft Cornstarch Chocolate Chip Cookies,Jennifer Lee,"by Jennifer Lee on Aug 1, 2012 (updated Dec 24, 2018)",NA,NA,Cookies,15 minutes,10 minutes,NA,25 minutes,NA,6,"Preheat the oven to 375°F and line baking sheets with parchment paper or silpat mats.
Whisk together flour, baking soda, cornstarch and salt in a medium-sized bowl.
In a separate bowl cream the butter, sugar and the brown sugar using an electric mixer until combined. Add the eggs and the vanilla and mix on medium speed until batter is smooth.
Add in the flour mixture on low speed until combined. Add in chocolate chips and stir with wooden spoon until it is mixed into the dough.
Scoop large tablespoons of dough and drop onto baking sheets about 2 inches apart. Shape dough into round circles and press down gently on the dough so that the cookies spread more when baking.
Bake for about 8-10 minutes. Remove cookies from try and let them cool on wire racks.",10,▢ 2 cups all-purpose flour,▢ 1 teaspoon baking soda,▢ 1/8 teaspoon salt,Kirbie's Cravings,https://kirbiecravings.com/soft-cornstarch-chocolate-chip-cookies/,"▢ 1/2 cup unsalted butter, melted",▢ 2/3 cup garnulated sugar,▢ 1/2 cup brown sugar,▢ 2 large eggs,▢ 1 teaspoon vanilla,▢ 1 tsp cornstarch,▢ 1 cup chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bourbon Breakfast Cookies,Jennifer Lee,"by Jennifer Lee on Jul 31, 2012 (updated Oct 16, 2020)",NA,NA,Cookies,15 minutes,10 minutes,NA,25 minutes,24 cookies,6,"Preheat the oven to 375°F and line baking sheets with parchment paper or silpat mats.
Whisk together flour, baking soda and salt in a medium-sized bowl.
In a separate bowl cream the butter, sugar and the brown sugar using an electric mixer until combined. Add the eggs and the vanilla and mix on medium speed until batter is smooth.
Add in the flour mixture on low speed until combined. Add in 1 cup of the cereal (leaving 1 cup still) to the batter. Before mixing, pour bourbon directly on top of the cereal so that the flakes soak up some of the bourbon. Mix on low speed until all of the bourbon is incorporated into the batter. Add in chocolate chips and remaining cereal and stir with wooden spoon until it is mixed into the dough.
Scoop large tablespoons of dough and drop onto baking sheets about 2 inches apart. Shape dough into round circles and press down gently on the dough so that the cookies spread more when baking.
Bake for about 8-10 minutes. Remove cookies from try and let them cool on wire racks.",11,▢ 2 cups all-purpose flour,▢ 1 tsp baking soda,▢ 1/8 tsp salt,Kirbie's Cravings,https://kirbiecravings.com/bourbon-breakfast-cookies/,"▢ 1/2 cup butter, softened",▢ 2/3 cup sugar,▢ 1/2 cup brown sugar,▢ 2 large eggs,▢ 1 tsp vanilla,"▢ 2 cups of honey bunches of oats, or cornflakes",▢ 4 1/2 tbsp honey tea Red Stag bourbon,▢ 1 cup chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flourless Banana PB Cookies,Jennifer Lee,"by Jennifer Lee on Jul 26, 2012 (updated Feb 20, 2021)",NA,NA,Cookies,10 minutes,10 minutes,NA,20 minutes,NA,3,"Preheat oven to 350°F.
In large bowl, mix all ingredients until they are well combined. Drop heaping tablespoonfuls of the cookie batter onto ungreased baking sheet. Bake the cookies for about 8 to 10 minutes. You want to remove the cookies while they look a little undercooked otherwise they will brown too much on the bottom.
Leave cookies on baking sheet for about 10 minutes or until they are set. Transfer them to a baking rack to cool completely.",6,"▢ 1 mashed banana, slightly less than ½ cup (see note)",▢ 1 cup peanut butter,▢ 1 cup brown sugar,Kirbie's Cravings,https://kirbiecravings.com/flourless-banana-pb-cookies/,▢ ½ tsp vanilla extract,▢ 1 tsp baking soda,▢ ½ cup chocolate chips or chunks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flourless Eggless Peanut Butter Cookies,Jennifer Lee,"by Jennifer Lee on Jul 24, 2012 (updated Mar 25, 2022)",1,1,Diet,10 minutes,10 minutes,NA,20 minutes,NA,3,"Preheat oven to 350°F. Mix everything except chocolate chips in medium bowl until smooth with a large wooden spoon. Stir in chocolate chips. Batter will be very sticky and wet. 
Line baking sheets with parchment paper. Scoop generous 1 tablespoon dough and place onto cookie sheet, space about 2 inches apart. Using moistened hands, shape dough so that dough are round circles.
Bake cookies until golden about 10 minutes. Leave cookies on sheet to cool and set before removing from baking sheets.",5,▢ 1 cup reduced fat creamy peanut butter,▢ 1 cup light brown sugar,▢ 1 tsp baking soda,Kirbie's Cravings,https://kirbiecravings.com/flourless-eggless-peanut-butter-cookies/,▢ 1/2 cup nonfat Fage Greek strained yogurt,▢ 2/3 cups semisweet chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Chip Espresso Shortbread Cookies,Jennifer Lee,"by Jennifer Lee on Jul 18, 2012 (updated Feb 6, 2021)",NA,NA,Cookies,15 minutes,20 minutes,NA,35 minutes,36 cookies,5,"In a small bowl, dissolve the espresso powder in the boiling water.
In a large bowl, beat the butter and sugar until smooth. Add the vanilla and the espresso and stir to combine. Add the flour and mix at a low speed just until the flour is incorporated. Don’t overwork the dough. Fold in the chocolate chips.
Form the dough into logs and wrap them in plastic wrap. Chill the dough for at least two hours or up to two days.
Preheat the oven to 325°F. Remove the cookie logs from the plastic wrap and slice them into round cookie shapes. Place them on a baking sheet.
Bake the cookies for 18 to 20 minutes or until they are baked through. The cookies will not spread and will be light in color. Transfer the cookies to a baking rack to cool.",7,▢ 1 tbsp instant espresso powder,▢ 1 tbsp boiling water,"▢ 8 oz unsalted butter, softened",Kirbie's Cravings,https://kirbiecravings.com/chocolate-chip-espresso-shortbread-cookies/,▢ 2/3 cup powdered sugar,▢ ½ tsp vanilla,▢ 2 cups all purpose flour,▢ 4 oz mini chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Double Nutella Chunk Cookies,Jennifer Lee,"by Jennifer Lee on Jul 1, 2012 (updated Dec 28, 2018)",NA,NA,Cookies,15 minutes,10 minutes,NA,25 minutes,NA,4,"Preheat oven to 350°F.
Cream butter with both sugars until light and fluffy. Mix in the egg, vanilla, and Nutella.
In a separate bowl, mix the flour, baking soda, and salt. Then add into the wet mixture until just combined. Add in frozen Nutella chunks and combine into dough (make sure to keep frozen until ready to use or they will melt)
Shape dough into about 1 1/2 inch balls onto baking sheet, and place about 2 inches apart, and bake for about 8-10 minutes. Cookies are done when the middle section looks cooked. Cookies will be puffy and will sinks down when cooled and create crackly surface. Let cookies cook on the baking sheets before removing so they can sink down and set.",10,"▢ ½ cup unsalted butter, at room temperature",▢ ½ cup minus 1 1/2 tbsp granulated sugar,▢ ½ cup minus 1 1/2 tbsp light brown sugar,Kirbie's Cravings,https://kirbiecravings.com/double-nutella-chunk-cookies/,▢ ½ cup Nutella,▢ 1 egg,▢ 1 tsp. vanilla,▢ 1 ½ cups flour,▢ 1 tsp. baking soda,▢ ¼ tsp. salt,"▢ 1 cup frozen Nutella chunks, (see note for recipe link)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Healthier Three Ingredient Fudgy Chocolate Cookies,Jennifer Lee,"by Jennifer Lee on Jun 25, 2012 (updated Oct 1, 2020)",NA,NA,4 Ingredients or Less,10 minutes,10 minutes,NA,20 minutes,20 cookies,2,"Preheat oven to 350°F. Line two baking sheets with silpat mats or parchment paper. Pour cake mix and yogurt into a large glass mixing bowl and stir with a spoon. It may appear that there is too much dry batter to blend with the yogurt but if you continue to stir, it will come together into one uniform dough. A little more cake mix will stick to the yogurt with each stir. After the dough comes together, if it really does seem too dry, add in one more tablespoon of yogurt and mix until blended.
Stir in chocolate chips. Take rounded tablespoons of dough and place on cookie sheet, about 2 inches apart. Press down gently on dough as it does not spread that much during baking. Bake for approximately 8-10 minutes. If you touch them, they will still be very soft. The cookies will firm up and set after finished cooling. Let cookies cool on the cookie sheet and firm up before removing them from the baking sheets.",3,"▢ 1 box chocolate fudge cake mix, I used Duncan Hines","▢ 1 cup Greek strained nonfat plain yogurt, I use Chobani or Fage",▢ 1 cup semisweet chocolate chips,Kirbie's Cravings,https://kirbiecravings.com/healthy-3-ingredient-fudgy-chocolate-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peanut Butter Shortbread Cookies,Jennifer Lee,"by Jennifer Lee on Jun 18, 2012 (updated Feb 8, 2021)",NA,NA,Cookies,20 minutes,20 minutes,NA,40 minutes,NA,4,"In a stand mixer, beat butter and confectioners’ sugar together on medium speed, until the mixture is very smooth. Beat in vanilla, and peanut butter. Reduce mixer speed to low and add in flour, mixing until dough comes together. Mix in the chocolate chips.
Shape the dough into a log about 1 1/2 inches thick. Refrigerate the dough for at least 2 hours.
After dough is firm, preheat the oven to 325°F. Slice dough about 1/2 inch thick. You may need to gently reform some of the circles.
Bake for 18 to 20 minutes, until the cookies turn brown at the edges. Let cookies cool before serving. Store in airtight container.",6,"▢ 2 sticks unsalted butter, room temperature",▢ 1 cup confectioners’ sugar,▢ 1/2 tsp vanilla extract,Kirbie's Cravings,https://kirbiecravings.com/peanut-butter-shortbread-cookies/,▢ 2 1/4 cups all-purpose flour,▢ 1/2 cup peanut butter,▢ 1 cup mini chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nutella Shortbread Cookies,Jennifer Lee,"by Jennifer Lee on May 30, 2012 (updated Feb 8, 2021)",NA,NA,Cookies,15 minutes,20 minutes,NA,NA,3 dozen,5,"In a stand mixer, beat butter and confectioners’ sugar together on medium speed, until the mixture is very smooth. Beat in vanilla and Nutella. Reduce mixer speed to low and add in flour, mixing until dough comes together. Mix in the chocolate chips.
Gather dough and place in between two sheets of parchment paper. Roll the dough into a rectangle shape that’s 1/4 inch thick.
Refrigerate the dough for at least 2 hours (I transferred the parchment paper and dough onto a cookie sheet for support and stuck it in the fridge so that the dough would not break/bend).
After the dough is firm, preheat the oven to 325°F. Cut the dough into 1 1/2-inch x 1-inch rectangles.
Bake for 18 to 20 minutes, until the cookies turn brown at the edges. Let cookies cool before serving. Store in airtight container.",6,"▢ 2 sticks unsalted butter, room temperature",▢ 2/3 cup confectioners’ sugar,▢ 1/2 tsp vanilla extract,Kirbie's Cravings,https://kirbiecravings.com/nutella-shortbread-cookies/,▢ 2 1/4 cups all-purpose flour,▢ 1/2 cup Nutella,▢ 1 cup mini chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nutella S'more Bars,Jennifer Lee,"by Jennifer Lee on May 17, 2012 (updated Dec 19, 2018)",NA,NA,Cookies,NA,NA,NA,NA,NA,6,"1. First make the Nutella chunks according to recipe.
2. In a separate bowl, whisk together the flour, graham crackers, salt, and baking soda.
3. In a stand mixer, combine the butter and sugars until fluffy. Mix in egg and vanilla until combined. Add the flour mixture and mix until combined.
4. Spread the dough evenly across bottom of a greased 9 x 13 pan. Preheat oven to 375ºF
5. Add Nutella chunks, spreading across top. Add mini marshmallows on top.
6. Bake for about 25 minutes until cookie layer is done and remove from the oven. Let cool before cutting. Best served slightly warm.",11,▢ 1 3/4 cups all purpose flour,"▢ 1 cup graham cracker crumbs, I used a food processor to grind to make crumbs",▢ 1 teaspoon baking soda,Kirbie's Cravings,https://kirbiecravings.com/nutella-smore-bars-with-homemade-nutella-chips/,▢ 1/2 teaspoon salt,"▢ 1 cup 2 sticks butter, softened",▢ 3/4 cup sugar,▢ 3/4 cup brown sugar,▢ 2 teaspoon vanilla extract,▢ 2 eggs,▢ 2 cups mini marshmallows,"▢ 1 1/2 cup frozen Nutella chunks, recipe from The Ivory Hut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bisquick Chocolate Chip Cookies,Jennifer Lee,"by Jennifer Lee on May 14, 2012 (updated Oct 23, 2020)",NA,NA,Cookies,10 minutes,10 minutes,NA,20 minutes,NA,3,"Heat oven to 375°F. In large bowl, mix butter, brown sugar, vanilla and egg. Stir in Bisquick mix, chocolate chips and nuts.
Onto ungreased cookie sheet, drop dough by rounded teaspoonfuls about 2 inches apart; flatten slightly.
Bake about 10 minutes or until golden brown. Remove from cookie sheet to cooling rack.",7,"▢ 1/2 cup unsalted butter, softened","▢ 1 cup brown sugar, packed (next time I will do half white and half brown)",▢ 2 teaspoons vanilla,Kirbie's Cravings,https://kirbiecravings.com/bisquick-chocolate-chip-cookies/,▢ 1 egg,"▢ 2 3/4 cups Bisquick baking mix, I will remove 1/2 cup from this next time","▢ 1 cup semi-sweet chocolate chips, 6 oz","▢ 1/2 cup nuts, chopped, if desired (optional)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreo Cookies and Cream Blondies,Jennifer Lee,"by Jennifer Lee on May 9, 2012 (updated Mar 15, 2024)",NA,NA,Brownies,15 minutes,40 minutes,NA,55 minutes,NA,5,"Preheat the oven to 325°F. Grease a 9-by-13-inch baking pan.
In a small bowl, whisk together the flour, baking powder, baking soda and salt; set aside.
In the bowl of a stand mixer fitted with the paddle attachment, beat the butter and sugars on medium speed until fluffy and creamy. Beat in the vanilla and eggs.
With the stand mixer on low speed, add the dry ingredients, mixing just until incorporated. Add in the Oreos and mix on low speed until cookies are crushed and mixed thoroughly into batter. Spread batter (it will be closer to the consistency of cookie dough) into prepared pan and use a spatula to smooth the top.
Bake for about 40 minutes, until a toothpick inserted in the center comes out clean. Let cool completely before cutting and serving.",10,▢ 2 cups all-purpose flour,▢ 3/4 tsp baking powder,▢ 1/2 tsp baking soda,Kirbie's Cravings,https://kirbiecravings.com/cookies-and-cream-blondies/,▢ 1/2 tsp salt,"▢ 2 sticks unsalted butter, softened",▢ 1 1/2 cups packed light brown sugar,▢ 1/2 cup sugar,▢ 2 large eggs,▢ 1 tsp pure vanilla extract,▢ 16 Oreo cookies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nutella Stuffed S'more Cookies,Jennifer Lee,"by Jennifer Lee on May 4, 2012 (updated Mar 27, 2021)",NA,NA,Cookies,30 minutes,15 minutes,NA,45 minutes,12 cookies,5,"Line baking sheets with parchment paper or silpat mats. In a separate bowl, whisk together the flour, graham crackers, salt, and baking soda.
In a stand mixer, combine the butter and sugars until fluffy. Mix in egg and vanilla until combined. Add the flour mixture. Stir in the chocolate chips. Refrigerate dough for about an hour.
Preheat oven to 375ºF
Scoop about 2 tbsp of dough and flatten in palm of hand. Place 1 tsp of Nutella in middle. Place marshmallow on top of Nutella and squeeze down slightly to compact the marshmallow. Take another scoopful of cookie dough and place on top and smooth together with rest of cookie dough in palm until marshmallow and Nutella are completely sealed inside. Place on cookie sheet and repeat with remaining dough, setting each ball about 2 inches apart.
Bake for about 15 minutes until golden, and remove from the oven. Cookies will initially be uneven due to the marshmallow puffing up but when they cool, the marshmallow will sink back down. Serve while slightly warm.",12,▢ 1 3/4 cups all purpose flour,"▢ 1 cup graham cracker crumbs, I used a food processor to grind to make crumbs",▢ 1 tsp baking soda,Kirbie's Cravings,https://kirbiecravings.com/nutella-stuffed-smore-cookies/,▢ 1/2 tsp salt,"▢ 1 cup (2 sticks) unsalted butter, softened",▢ 3/4 cup granulated sugar,▢ 3/4 cup brown sugar,▢ 2 tsp vanilla extract,▢ 2 eggs,▢ 12 large marshmallows,▢ 1 cup chocolate chips,▢ Nutella for filling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Chip Cookies with cornstarch,Jennifer Lee,"by Jennifer Lee on Apr 16, 2012 (updated Jan 3, 2019)",NA,NA,Cookies,15 minutes,10 minutes,NA,25 minutes,24 cookies,3,"Preheat oven to 350°F.
Cream together butter and sugars until smooth. Add egg and vanilla and blend in. Stir in flour, cornstarch, baking soda and salt. Stir in chocolate chunks.
Drop by tablespoons onto a greased baking sheet and bake for 8-10 minutes, until golden brown around the edges.",10,"▢ 3/4 cup unsalted butter, softened",▢ 1 cup brown sugar,▢ 1/4 cup granulated sugar,Kirbie's Cravings,https://kirbiecravings.com/cornstarch-soft-chocolate-chip-cookies/,▢ 1 egg,▢ 2 tsp vanilla extract,▢ 2 cups all purpose flour,▢ 2 tsp cornstarch,▢ 1 tsp baking soda,▢ 1/2 tsp salt,"▢ 8 oz bittersweet chocolate, cut into chunks (I used one cup of chocolate chips)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Double Nutella Oreo Cookies,Jennifer Lee,"by Jennifer Lee on Apr 11, 2012 (updated Dec 15, 2020)",NA,NA,Cookies,15 minutes,20 minutes,NA,35 minutes,NA,5,"Preheat oven to 350°F. Line an 8 x8 baking pan with parchment paper. In a small bowl, stir together flour, baking soda, and baking powder. Set aside.
In a large bowl, cream together the butter and sugar until smooth. Beat in egg and vanilla. Gradually blend in the dry ingredients until dough is formed.
Remove half the dough and set aside. Add crushed Oreos into the dough remaining in the mixer and mix until oreo cookies are mixed throughout the dough. Remove cookies and cream dough and set aside.
Put back in the remaining dough and add in 1/2 cup Nutella. Mix on medium speed until Nutella is completely mixed into the dough. Put dough into baking pan. Press down and spread until it evenly covers surface of pan. Place cookies and cream dough on top and do the same.
Bake about 20 minutes in the preheated oven, or until the top begins to turn golden. Cool before cutting and serving.",9,▢ 2 3/4 cups all-purpose flour,▢ 1 teaspoon baking soda,▢ 1/2 teaspoon baking powder,Kirbie's Cravings,https://kirbiecravings.com/double-nutella-oreo-cookies/,"▢ 1 cup unsalted butter, softened",▢ 1 1/2 cups white sugar,▢ 1 egg,▢ 1 teaspoon vanilla extract,▢ 1/2 cup Nutella,"▢ 8 oreo cookies, crushed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
