title,author,up_date,rating,ratingnum,comments,category,course,cuisine,preptime,cooktime,customtime,totaltime,servings,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,source,link,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20
Chocolate Fudge Cookies,Kate Dean,"January 18, 2023",5,5,3 Comments,Desserts,Dessert,American,15 minutes,12 minutes,NA,57 minutes,24 cookies,12,"Melt butter, and stir until smooth. Set aside.
In a separate small bowl, melt chocolate, and stir until smooth.
In a large bowl, mix butter, melted chocolate, and sugar together until smooth.
Whisk in the eggs and vanilla until combined.
Stir in flour, baking powder, and salt.
Stir in chopped chocolate.
Cover, and chill for 30 minutes.
Preheat oven to 350F. Line two baking sheets with parchment paper or silicone baking mats.
Scoop rounded tablespoons of batter and place about 2 inches apart on prepared baking sheet.
Bake for approximately 7-8 minutes, or until the outside looks slightly cracked. Do not overbake the cookies, or they won't have their fudgy centers.
Let cookies cool on baking sheet for 5 minutes.
Remove to wire rack to finish cooling.",9,▢ 1/4 cup butter1,▢ 10 ounces bittersweet chocolate chips2,▢ 2 large eggs,▢ ⅔ cup granulated sugar,▢ 1 teaspoon vanilla extract,▢ ½ cup all-purpose flour properly measured3,▢ ¼ teaspoon baking powder,▢ ¼ teaspoon salt,▢ 2 ounces semisweet baking chocolate4 chopped,NA,NA,I Heart Eating,https://www.ihearteating.com/chocolate-fudge-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breakfast Cookies,Kate Dean,"August 27, 2019",5,3,9 Comments,Breakfasts,Breakfast,American,20 minutes,16 minutes,NA,36 minutes,22 cookies,8,"Preheat the oven to 350 F. Line two baking sheets with silicone baking mats or with parchment paper.
In a large bowl, beat the butter, peanut butter, brown sugar, and vanilla together on high speed until well-combined.
Mix in the eggs and milk, scraping down the sides of the bowl as needed.
Add the flours, dried milk, cinnamon, and salt. Mix just until the dough comes together.
Stir in the oats, cranberries, chocolate chips, and nuts just until incorporated.
Scoop 1/4 cups of batter and place 2 inches apart on the prepared baking sheets.
Slightly flatten the scoops of dough. The don't won't spread much as it bakes.
Bake for 16-22 minutes, or until the cookies are lightly browned. Do not overbake the cookies or they will be dry.",15,▢ ½ cup butter softened,▢ 1 cup peanut butter1,▢ 1 ¼ cups brown sugar2 packed,▢ 2 teaspoons vanilla extract,▢ 2 large eggs,▢ ⅓ cup milk3,▢ 1 ¼ cup all-purpose flour4,▢ ⅓ cup whole-wheat flour,▢ ⅓ cup dry milk,▢ 1 teaspoon ground cinnamon,▢ 1 teaspoon salt,I Heart Eating,https://www.ihearteating.com/breakfast-cookies/,▢ 2 ½ cups rolled oats,▢ 1 cup chopped dried cranberries5,▢ ½ cup semisweet mini chocolate chips,▢ ½ cup chopped pecans or walnuts,NA,NA,NA,NA,NA
Do-Si-Dos Cookies,Kate Dean,"October 5, 2019",5,15,68 Comments,Cookies,Dessert,American,20 minutes,10 minutes,NA,30 minutes,16 cookie sandwiches,15,"Preheat oven to 350 F. Line two large baking sheets with parchment paper or silicone baking mats; set aside.
In the bowl of a stand mixer fitted with a paddle attachment, beat butter and sugars together until light and creamy.
Beat in the egg until well-combined.
Stir in the vanilla extract until combined.
Add the oats, flour, baking powder, baking soda, and salt to the butter mixture, stirring on low speed until just incorporated.
Drop cookies by tablespoonful onto prepared baking sheets, spacing dough about 2-inches apart.
Bake for 10-15 minutes, or until they’re golden brown.
Allow cookies to cool on the cookie sheet for 5 minutes.
Then transfer to a wire rack to cool completely before filling.
To prepare the filling, beat together butter, peanut butter, and powdered sugar in the bowl of a stand mixer fitted with the paddle attachment.
Stir in vanilla extract and salt.
Add milk, and beat to combine. Filling should be at a spreadable consistency.
Once cookies are cool, turn half cookies flat side up.
Spread those cookies with peanut butter filling.
Top filling with another cookie.",16,▢ ½ cup butter at cool room temperature,▢ ¾ cup brown sugar packed,▢ ¼ cup granulated sugar,▢ 1 large egg,▢ 1 teaspoon vanilla extract,▢ 1 ¾ cups rolled oats,▢ 1 cup all-purpose flour,▢ ½ teaspoon baking powder,▢ ½ teaspoon baking soda,▢ ¼ teaspoon salt,▢ 2 tablespoons butter at room temperature,I Heart Eating,https://www.ihearteating.com/oatmeal-cookies-with-peanut-butter-filling-2/,▢ ½ cup + 2 tablespoons smooth peanut butter,▢ 1 cup powdered sugar,▢ ½ teaspoon vanilla extract,▢ ⅛ teaspoon salt,▢ 3 tablespoons milk,NA,NA,NA,NA
Mississippi Mud Cookies,Kate Dean,"January 18, 2023",5,5,6 Comments,Desserts,Dessert,American,15 minutes,8 minutes,NA,22 minutes,36 cookies,14,"Preheat oven to 375 Line baking sheets with parchment paper or silicone baking mat.
Melt butter in a large heavy saucepan.
Remove from heat, and stir brown sugar into melted butter.
Let stand 5 minutes.
Add egg and egg yolk; stir to combine.
Stir in vanilla extract.
Add flour, cocoa powder, baking soda, and salt. Stir until just combined.
Stir in pecans and chopped chocolate just until incorporated.
Using a medium cookie scoop (1.5 tablespoon), drop scoops of dough 2 inches apart on prepared cookie sheet.
Bake for about 6 minutes.
Gently press 3 marshmallows into the top of each cookie.3
Continue to bake for 2-3 minutes, or until the edges of the cookies are set.
Let cool on cookie sheet for 5 minutes.
Remove to wire rack to finish cooling.",12,▢ 1 cup butter,▢ 1 ½ cups brown sugar packed,▢ 1 large egg,▢ 1 egg yolk,▢ 1 teaspoon vanilla extract,▢ 2 ½ cups all-purpose flour¹,▢ ⅓ cup unsweetened cocoa powder,▢ 1 teaspoon baking soda,▢ ¾ teaspoon kosher salt²,▢ ½ cup chopped pecans,▢ 4 ounces chopped semisweet baking chocolate,I Heart Eating,https://www.ihearteating.com/mississippi-mud-cookies/,▢ ½ cup mini marshmallows,NA,NA,NA,NA,NA,NA,NA,NA
Homemade Graham Crackers,Kate Dean,"March 14, 2023",5,3,18 Comments,Cookies,Dessert,American,20 minutes,15 minutes,NA,35 minutes,24 cookies,12,"Preheat oven to 350 F.
In in the bowl of a stand mixer (or a large bowl if using a hand mixer), stir together flours, sugar, baking soda, salt, and cinnamon.
Add butter to the mix until it makes coarse crumbs.
Stir in honey, water, and vanilla extract until dough comes together. Dough will be crumbly.2
Place dough between two sheets of parchment paper, and roll into a flat disk that is about 1/8-inch thick.
Place dough on the parchment paper in prepared pan.
Prick the dough at regular intervals with a fork.
Bake for about 10 minutes.
Using a pizza cutter, cut the graham crackers into desired size. Do not separate.
Return pan to oven and continue to bake for 5 additional minutes, or until cookies are crisp.
Remove cookies to a wire cooling rack to cool.
Cookies are delicious served warm or at room temperature.",10,▢ 1 ½ cups whole wheat flour properly measured1,▢ 1 cup all-purpose flour properly measured,▢ ½ cup brown sugar packed,▢ 1 teaspoon baking soda,▢ ½ teaspoon salt,▢ ½ teaspoon ground cinnamon,▢ ½ cup butter chilled & cubed,▢ ¼ cup .mild honey,▢ ¼ cup lukewarm water,▢ 1 teaspoon vanilla extract,NA,I Heart Eating,https://www.ihearteating.com/homemade-graham-crackers/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mexican Chocolate Chip Cookies,Kate Dean,"March 31, 2020",5,42,58 Comments,Desserts,Dessert,"American, Mexican",15 minutes,12 minutes,NA,27 minutes,36 cookies,13,"Melt butter in a heavy saucepan. The butter should be just barely melted - not hot and sizzling, not browned.
Add brown sugar to a large bowl.
Pour melted butter over sugar.
Stir to combine butter and sugar. Let stand 5 minutes.
Add egg and egg yolk; stir to combine.
Stir in vanilla extract.
Add flour, baking soda, cinnamon, salt, and cayenne pepper. Stir until just combined. Please see the comments about flour in the recipe notes.
Stir in chopped chocolate.
Cover, and chill dough for 30 minutes. 
Toward the end of the chilling time, preheat oven to 375 F. Line baking sheets with parchment paper or silicone baking mat.
Using a medium cookie scoop (1.5 tablespoon), drop scoops of dough 2 inches apart on prepared cookie sheet.
Bake for about 7-10 minutes, or until the edges of the cookies are golden brown. The centers should look soft and slightly underdone.
Let cool on cookie sheet for 5 minutes. Remove to wire rack to finish cooling.",11,▢ 1 cup butter,▢ 1 ½ cups brown sugar packed,▢ 1 large egg,▢ 1 egg yolk,▢ 1 tablespoon vanilla extract,▢ 3 cups all-purpose flour¹,▢ 1 teaspoon baking soda,▢ 1 teaspoon ground cinnamon,▢ ¾ teaspoon kosher salt²,▢ ⅛-¼ teaspoon cayenne pepper,▢ 4 ounces semisweet baking chocolate chopped,I Heart Eating,https://www.ihearteating.com/mexican-chocolate-chip-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Frosted Cookies,Kate Dean,"January 18, 2023",5,5,2 Comments,Cookies,Dessert,American,15 minutes,10 minutes,NA,25 minutes,30 cookies,12,"Preheat oven to 350 F. Line 2 large baking sheets with silicone baking mats.
In a large mixing bowl, beat butter and sugars together until well-combined.
Mix in vanilla.
Add in eggs one at a time, and mix in until combined.
Stir in the flour, cocoa, baking soda, and salt until just incorporated.
Drop by 1.5 tablespoon scoops (medium cookie scoop) 2 inches apart on the prepared baking sheet.
Bake 10 minutes.
Cool on baking sheet for 2 minutes before removing to a wire rack.
To make the frosting, add cocoa powder, hot water, melted butter, and vanilla to a large bowl.
Mix together until combined.
Whisk in the powdered sugar until combined.
Spread frosting over room temperature cookies. ",14,▢ 1 cup butter at cool room temperature¹,▢ ¾ cup granulated sugar,▢ ½ cup brown sugar packed,▢ 1 teaspoon vanilla,▢ 2 large eggs,▢ 2 ½ cups all-purpose flour²,▢ ⅔ cup unsweetened cocoa powder,▢ 1 teaspoon baking soda,▢ ½ teaspoon kosher salt³,▢ ⅓ cup unsweetened cocoa powder,▢ ⅓ cup hot water,I Heart Eating,https://www.ihearteating.com/chocolate-frosted-cookies/,▢ ¼ cup butter melted,▢ 1 teaspoon vanilla,▢ 3 cups powdered sugar,NA,NA,NA,NA,NA,NA
Copycat Lofthouse Cookie Recipe,Kate Dean,"June 18, 2024",5,2,4 Comments,Desserts,Dessert,American,25 minutes,10 minutes,NA,35 minutes,16 cookies,16,"In a large bowl, cream butter and sugar until light and fluffy, about 2-3 minutes on medium speed.
Beat in eggs, egg yolks and extracts.
Add the flour, baking powder and salt, and mix in the dry ingredients in just until combined.
Shape into a disk.
Wrap tightly in plastic wrap and refrigerate for at least 1 hour or until firm enough to roll.
Toward the end of the chilling time, preheat oven to 350F. Line two cookie sheets with either parchment paper or silicone baking mats.
On a lightly powdered sugared surface, roll dough to 1/2-in. thickness.
Dip a 2-inch round cookie cutter in powdered sugar, and use the dipped cookie cutter to cut out the dough.
Place the cut dough 2 inches apart on the prepared cookie sheets.
Bake until the cookies are set, about 10-12 minutes. The edges should just be beginning to turn light golden brown but shouldn’t be brown.
Cool on pans 5 minutes.
Remove to wire racks to cool completely.
To make the frosting, beat the butter in a medium mixer until pale, about 1-2 minutes on medium speed.
Add the powdered sugar, vanilla extract, salt, and heavy cream. Beat until well-combined. Add in additional powdered sugar to thicken the frosting or additional cream to thin the frosting to reach a spreadable consistency.
Mix in food coloring, if using.
Spread the frosting over the cooled cookies.",14,▢ 1 cup butter at cool room temperature,▢ 1 cup granulated sugar,▢ 2 large eggs room temperature,▢ 2 large egg yolks room temperature,▢ 2 teaspoons vanilla extract,▢ ½ teaspoon almond extract,▢ 3 ½ cups all-purpose flour properly measured,▢ 1 ½ teaspoons baking powder,▢ ¼ teaspoon salt,▢ 1 cup butter at cool room temperature,▢ 3 ½ cups sifted powdered sugar,I Heart Eating,https://www.ihearteating.com/lofthouse-cookies-copycat-recipe/,▢ ¼ teaspoon kosher salt,▢ ½ cup heavy cream,▢ 1 teaspoon vanilla extract,NA,NA,NA,NA,NA,NA
Lemon Coconut Cookies,Kate Dean,"October 5, 2019",4.91,30,79 Comments,Cookies,Dessert,American,15 minutes,8 minutes,NA,23 minutes,22 cookies,9,"Preheat oven to 350 F. Line 2 baking sheets with parchment paper or silicone baking mats.
In a large bowl, beat together granulated sugar, egg, and egg yolk until well-combined.
Add melted coconut oil and vanilla; stir well to combine.
Stir in lemon juice and lemon zest.
Stir in flour, corn starch, baking soda, and salt; mix until just incorporated.
Add coconut, and stir until just combined.
Using a medium cookie scoop (1 ½ tablespoons), scoop dough.
Roll dough balls in powdered sugar, and then place dough balls on prepared baking sheets about 2 inches apart.
Bake for 8-10 minutes, or until middle is set and edges are set. Centers should look soft and underdone.",13,▢ 1 cup granulated sugar,▢ 1 large egg,▢ 1 egg yolk,▢ ⅓ cup coconut oil melted¹,▢ ½ teaspoon vanilla extract,▢ ¼ cup freshly squeezed lemon juice,▢ 2 teaspoons freshly grated lemon zest,▢ 2 cups all-purpose flour²,▢ 1 tablespoon cornstarch,▢ ½ teaspoon baking soda,▢ ¼ tsp salt,I Heart Eating,https://www.ihearteating.com/lemon-coconut-cookie-recipe/,▢ ½ cup shredded sweetened coconut,▢ ¼ cup powdered sugar,NA,NA,NA,NA,NA,NA,NA
Cowboy Cookies,Kate Dean,"April 12, 2022",5,35,71 Comments,Desserts,Dessert,American,15 minutes,8 minutes,NA,23 minutes,36 cookies,8,"Preheat oven to 350 F. Line baking sheets with parchment paper or silicone baking mats. Set aside. 
Add the melted butter and brown sugar to a large mixing bowl, and whisk until well-combined.
Whisk in the egg, egg yolk, and vanilla until well-combined. 
Add the flour, baking powder, baking soda, and salt. Whisk in until just combined. 
Whisk in the oats just until incorporated. 
Add the baking chocolate, pecans, and coconut, and whisk in until combined. 
Drop by 1.5 tablespoon scoops (medium cookie scoops) 2 inches apart on prepared baking sheet. 
Bake 8-14 minutes. The cookies should be light golden brown at the edges but look underdone in the middle. This will help to keep them soft and chewy.⁵",13,▢ ¾ cup butter melted¹,▢ 1 ½ cups light brown sugar packed,▢ 1 large egg,▢ 1 egg yolk,▢ 1 teaspoon vanilla extract,▢ 1 ¾ cups all-purpose flour²,▢ ¾ teaspoon baking powder,▢ ½ teaspoon baking soda,▢ ½ teaspoon kosher salt³,▢ 1 ½ cups old-fashioned oats,▢ 4 ounces semisweet baking chocolate⁴ chopped,I Heart Eating,https://www.ihearteating.com/cowboy-cookies/,▢ 1 cup shredded coconut,▢ 1 cup chopped pecans,NA,NA,NA,NA,NA,NA,NA
Peanut Butter Chocolate Chip Cookies,Kate Dean,"December 31, 2025",5,12,10 Comments,Cookies,Dessert,American,15 minutes,10 minutes,NA,25 minutes,24 cookies,10,"Line cookie sheets with parchment paper or silicone baking mats. Set aside.
In a large bowl, beat butter and peanut butter together.
Add sugars, and beat until well-combined.
Mix in egg and vanilla until combined.
Add flour, baking powder, baking soda, and salt. Stir until combined. 
Stir in chopped nuts and mini chips, if using. 
Cover, and chill dough for 1 hour, or until firm. Don’t skip this step, or the cookies will bake out.
Toward the end of the chilling time, preheat oven to 350 F.
Scoop out 1.5 tablespoons of dough and place on prepared cookie sheet 2 inches apart. I’ve slightly flattened the cookies and left them as-is, and it doesn’t seem to make much difference.
Bake 10-15 minutes, or until edges are lightly browned and middles are set. ",12,▢ ½ cup butter at cool room temperature,▢ ½ cup creamy or crunchy peanut butter not natural,▢ ½ cup granulated sugar,▢ ½ cup brown sugar packed,▢ 1 large egg,▢ ½ teaspoon vanilla extract,▢ 1 ¼ cups all-purpose flour,▢ ½ teaspoon baking soda,▢ ½ teaspoon baking powder,▢ ¼ teaspoon kosher salt,▢ ½ cup chopped lightly salted peanuts,I Heart Eating,https://www.ihearteating.com/rustic-peanut-butter-cookies/,▢ ½ cup semisweet chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA
Monster Cookies,Kate Dean,"August 12, 2022",5,6,4 Comments,Desserts,Dessert,American,15 minutes,8 minutes,NA,23 minutes,60 cookies,10,"Pre-heat the oven to 350F. Line two baking sheet with parchment paper or silicone baking mats. Set aside.
In the bowl of a stand mixer fitted with the paddle attachment, cream together the sugars and butter until light and fluffy, about 3 minutes on medium.
Mix in the eggs, one at a time.
Beat in the peanut butter and vanilla until well combined.
Add the the baking soda, kosher salt, and oats. Stir in until combined
Stir in the M&Ms and mini chocolate chips just until incorporated.
Scoop 1.5 tablespoon scoops (medium cookie scoop) of the dough about 2 inches apart onto the prepared baking sheets
Bake for 8-12 minutes.
Let cookies cool on baking sheet for 5 minutes.
Remove to wire cooling rack to finish cooling.",11,▢ 1 cup brown sugar packed,▢ ¾ cup granulated sugar,▢ ½ cup butter at room temperature,▢ 3 large eggs,▢ 1 ½ cups peanut butter¹,▢ 1 tablespoon vanilla extract,▢ 2 teaspoons baking soda,▢ 1 teaspoon kosher salt²,▢ 4 ½ cups oats³,▢ 1 ¼ cups M&Ms,▢ 1 cup mini semisweet chocolate chips,I Heart Eating,https://www.ihearteating.com/monster-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Whole Wheat Chocolate Chip Cookies,Kate Dean,"August 22, 2023",5,22,42 Comments,Desserts,Dessert,American,10 minutes,10 minutes,NA,20 minutes,38 cookies,11,"Preheat oven to 350F. Line two baking sheets with parchment or silicone baking mats. Set aside. 
In a medium bowl, whisk whole wheat flour, baking powder, baking soda, and salt together. Set aside. Check out the notes on measuring flour for tips. 
Add butter and the sugars to the bowl of a standing mixer fitted with a paddle attachment. 
With the mixer on low speed, mix just until the butter and sugars are blended, about 2 minutes. Scrape down sides of the bowl.
Add the eggs one at a time, and mix until just combined.
Stir in vanilla just until incorporated. 
Add the flour mixture, and stir in just until combined. Do not overmix.
Add the chocolate, and stir in until just incorporated. 
Scoop 1.5 tablespoon scoops of dough onto the baking sheet, leaving 2 inches between them.
Bake the cookies for 10-15 minutes or until the cookies are golden brown at the edges and just set in the centers. The cookies should be slightly underbaked to stay soft and chewy. If you prefer a crispier cookie, bake an additional 1-2 minutes. 
Transfer the cookies still on the baking mat or parchment paper onto the counter to cool. ",10,▢ 2 ¾ cups whole-wheat flour measured correctly,▢ 1 teaspoon baking powder,▢ 1 teaspoon baking soda,▢ 1 teaspoon kosher salt,▢ 1 cup cold butter cut into 1/2-inch pieces,▢ 1 ⅔ cups brown sugar packed,▢ ¼ cup granulated sugar,▢ 2 large eggs,▢ 1 tablespoon pure vanilla extract,▢ 8 ounces semisweet or bittersweet baking chocolate roughly chopped into 1/4- and 1/2-inch pieces,NA,I Heart Eating,https://www.ihearteating.com/whole-wheat-chocolate-chip-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Classic No Bake Cookies,Kate Dean,"February 10, 2022",5,9,16 Comments,Cookies,Dessert,American,10 minutes,10 minutes,NA,20 minutes,26 cookies,11,"Line two large baking sheets with parchment paper or silicone baking mats; set aside.
Whisk the sugar, milk, and unsweetened cocoa powder together in a large saucepan. 
Add the butter, and heat over medium-low heat. 
Bring to a boil, stirring regularly. 
Continue boiling until the mixture reaches a rapid or rolling boil.⁴ 
Once the mixture is at a rolling boil, cook for 1 minute, stirring regularly. 
Remove from the heat, and stir in the peanut butter and vanilla. 
Stir in the oats, and mix until all of the oats are fully incorporated. 
Drop by 2 tablespoon scoops onto the prepared baking sheets.
Let cool to room temperature. 
Then, chill, if desired. ",7,▢ 2 cups granulated sugar,▢ ½ cup milk¹,▢ ¼ cup unsweetened cocoa powder,▢ ½ cup butter,▢ ½ cup creamy peanut butter²,▢ ½ teaspoon vanilla extract,▢ 3 cups old-fashioned oats³,NA,NA,NA,NA,I Heart Eating,https://www.ihearteating.com/classic-no-bake-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Red Velvet Whoopie Pies,Kate Dean,"January 18, 2023",5,12,18 Comments,Cookies,Dessert,American,15 minutes,7 minutes,NA,22 minutes,12 sandwich cookies,12,"Preheat oven to 375 F. Line 2 baking sheets with parchment or silicone baking mats. Set aside. 
In medium bowl whisk flour, cocoa powder, baking soda, and salt together; set aside.
In large mixing bowl beat butter on medium for 30 seconds.
Add in the sugars, and beat until well-combined.
Beat in egg and vanilla.
Alternate adding flour mixture and buttermilk, mixing after each addition just until combined. Stir in food coloring.
Scoop out 1.5 tablespoons batter, spacing cookies about 2 inches apart on prepared baking sheets.
Bake 7-12 minutes, or until cookies are set.
Let cool 5 minutes on baking sheet.
Remove to wire rack to finish cooling.
Top cooled cookie with vanilla buttercream or cream cheese frosting, and then place another cookie on top. 
Cover and refrigerate any leftovers. ",13,▢ 2 cups all-purpose flour¹,▢ 3 tablespoons unsweetened cocoa powder,▢ ½ teaspoon baking soda,▢ ¼ teaspoon salt,▢ ½ cup butter at cool room temperature²,▢ ¾ cup granulated sugar,▢ ¼ cup brown sugar packed,▢ 1 large egg,▢ 1 teaspoon vanilla,▢ ½ cup buttermilk³,▢ 1 ounce bottle red food coloring⁴,I Heart Eating,https://www.ihearteating.com/red-velvet-sandwich-cookies-vanilla-bean-philadelphia-cream-cheese-filling/,▢ Whipped Buttercream Frosting,▢ Cream Cheese Frosting,NA,NA,NA,NA,NA,NA,NA
Soft Molasses Cookies,Kate Dean,"December 6, 2025",5,16,27 Comments,Cookies,Dessert,American,15 minutes,10 minutes,NA,25 minutes,28 cookies,7,"Preheat oven to 325F.
In large bowl, beat brown sugar, shortening, butter, molasses, and egg until well-combined.
Stir in remaining ingredients except granulated sugar.
Shape dough by rounded tablespoonfuls into 1 ½-inch balls. Dip tops into granulated sugar.
On ungreased cookie sheet, place balls, sugared sides up, about 2 inches apart.
Bake 10-15 minutes or just until set. The cookies will still look a little wet in the cracks, but the tops and edges should be set. The cookies will also be a little puffed up but will deflate as they cool.
Let cookies cool on cookie sheet for 5 minutes, and then remove cookies to cooling rack.",12,▢ 1 cup packed brown sugar,▢ ½ cup shortening,▢ ¼ cup butter at cool room temperature,▢ ¼ cup molasses not blackstrap,▢ 1 large egg,▢ 2 ¼ cups all-purpose flour,▢ 2 teaspoons baking soda,▢ 1 teaspoon ground cinnamon,▢ 1 teaspoon ground ginger,▢ ½ teaspoon ground cloves,▢ ½ teaspoon kosher salt,I Heart Eating,https://www.ihearteating.com/soft-ginger-molasses-cookies/,▢ ¼ cup granulated sugar,NA,NA,NA,NA,NA,NA,NA,NA
Easy M&M Cookie Recipe,Kate Dean,"June 15, 2023",5,21,31 Comments,Desserts,Dessert,American,10 minutes,7 minutes,NA,17 minutes,24 cookies,8,"Preheat the oven to 350 F.
Microwave the butter for about 40 seconds. Butter should be completely melted but shouldn’t be hot.
In a large bowl, mix butter with the sugars until well-combined.
Stir in vanilla and egg until incorporated.
Add the flour, baking soda, and salt. Mix until just combined. Dough should be soft and a little sticky but not overly sticky.
Stir in M&Ms and chocolate chips, if using.
Scoop out 1.5 tablespoons of dough (medium cookie scoop) and place 2 inches apart on the baking sheet.
Bake for 7-10 minutes, or until cookies are set. They will be puffy and still look a little underbaked in the middle.",10,▢ ½ cup butter,▢ ½ cup granulated sugar,▢ ¼ cup brown sugar packed,▢ 1 tablespoon vanilla extract,▢ 1 large egg,▢ 1 ¾ cups all-purpose flour properly measured,▢ ½ teaspoon baking soda,▢ ½ teaspoon kosher salt,▢ 1 ½ cups M&Ms,▢ ½ cup chocolate chips optional,NA,I Heart Eating,https://www.ihearteating.com/easy-mm-cookie-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ultimate Peanut Butter Cookies,Kate Dean,"July 17, 2021",5,6,3 Comments,Cookies,Dessert,American,20 minutes,9 minutes,NA,29 minutes,40 cookies,11,"Beat the butter until smooth and creamy.
Mix in the peanut butter and vanilla until well-combined, about 2 minutes.
Add in sugars and beat until well-combined, scraping down the sides as needed, about 2 minutes.
Add in the eggs, one at a time, beating well after each addition.
Stir in the flour, baking soda, baking powder, and salt.
Add candies and chocolate chips, and stir to combine.
Cover and chill for 30 minutes.***
Meanwhile, preheat oven to 350 F. Line two large baking sheet with parchment paper or silicone baking mats.
Scoop 1.5 tablespoons (medium cookie scoop) of dough onto the prepared cookie sheet, spacing cookies 2 inches apart. 
Bake for 9-13 minutes, or until the edges are golden and the centers are set. 
Cool cookies on the baking sheet for 5-10 minutes before transferring them to a cooling rack.",12,▢ 1 cup butter at cool room temperature*,▢ 1 cup creamy peanut butter**,▢ 1 teaspoon vanilla extract,▢ 1 ¼ cups brown sugar packed,▢ ½ cup granulated sugar,▢ 2 large eggs,▢ 2 ½ cups all-purpose flour,▢ 1 ½ teaspoons baking powder,▢ 1 teaspoon baking soda,▢ ½ teaspoon kosher salt,▢ 8.5 ounce bag Reese's pieces and peanut butter cups,I Heart Eating,https://www.ihearteating.com/ultimate-peanut-butter-cookies/,▢ ¼ cup chocolate chips or chunks,NA,NA,NA,NA,NA,NA,NA,NA
Thick Homemade Chocolate Chip Cookies,Kate Dean,"September 10, 2022",4.95,18,32 Comments,Cookies,Dessert,American,15 minutes,15 minutes,NA,NA,15 cookies,9,"Mix butter, brown sugar, and granulated sugar together until well-combined.
Stir in egg, egg yolk, and vanilla until well-combined.
Add flour, salt, and baking soda. Stir in until just combined.
Stir in chocolate chips until just incorporated.
Cover, and chill dough for at least 30 minutes.
Preheat oven to 325 F. Line baking sheets with parchment paper or silicone baking mats.
Drop cookies by 1/4 cup scoop, spacing dough about 3 inches apart.
Bake for 15-20 minutes, or until edges are light brown and middles are just set.**
Let cookies cool on cookie sheet before removing.",10,▢ ¾ cup butter melted,▢ 1 ¼ cups brown sugar packed,▢ ¼ cup granulated sugar,▢ 1 large egg,▢ 1 large egg yolk,▢ 1 tablespoon vanilla extract,▢ 2 ½ cups all-purpose flour,▢ 1 teaspoon kosher salt,▢ ½ teaspoon baking soda,▢ 10 ounces semisweet chocolate chips or chunks,NA,I Heart Eating,https://www.ihearteating.com/thick-homemade-chocolate-chip-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Chocolate Chip Cookies,Kate Dean,"January 18, 2023",4.97,27,71 Comments,Cookies,Dessert,American,15 minutes,13 minutes,NA,28 minutes,36 cookies,12,"Preheat oven to 375 F. Line baking sheets with parchment paper or silicone baking mat.
Melt butter in a heavy saucepan.
Add brown sugar to a large bowl.
Pour melted butter over sugar.
Stir to combine butter and sugar. Let stand 5 minutes.
Add egg and egg yolk; stir to combine.
Stir in vanilla extract.
Add flour, cocoa powder, baking soda, and salt. Stir until just combined.
Stir in chocolate chips.
Using a medium cookie scoop (1.5 tablespoon), drop scoops of dough 2 inches apart on prepared cookie sheet.
Bake for about 8-11 minutes, or until the edges of the cookies are set.
Let cool on cookie sheet for 5 minutes. Remove to wire rack to finish cooling.",9,▢ 1 cup (226 g) butter,▢ 1 ½ cups (320 g) brown sugar packed,▢ 1 large egg + 1 egg yolk,▢ 1 tablespoon vanilla extract,▢ 2 ½ cups (300 g) all-purpose flour*,▢ ½ cup (42 g) unsweetened cocoa powder,▢ 1 teaspoon baking soda,▢ ¾ teaspoon kosher salt or scant 1/2 tsp. table salt,▢ 10 ounce package semisweet chocolate chips**,NA,NA,I Heart Eating,https://www.ihearteating.com/chocolate-chocolate-chip-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
