title,author,dateinfo,rating,ratingnum,genre,cuisine,keyword,preptime,cooktime,customtime,totaltime,servings,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,source,link,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23,ingredient24,ingredient25,ingredient26,ingredient27,ingredient28
Loaded Chocolate Chip Giant Cookies Recipe,Becky Hardin,"Published Sep 18, 2019",4.72,14,Cookies,NA,NA,20 minutes,16 minutes,NA,36 minutes,60 cookies,21,"Heat oven to 350°F and position the oven rack to the middle position. Line 2-3 large baking sheets with parchment paper.
In the bowl of a stand mixer, combine granulated sugar, brown sugars, butter and oil. Mix on medium speed 3 minutes. Scrape down the sides after each minute. Add egg and vanilla and beat another 1 minute. Again, scrape down the sides.
While the sugar mixture is mixing, whisk together flour, table salt, coarse salt and baking soda in a large bowl.
Turn off the mixer and add the flour mixture. Turn the mixer to low and mix just until no flour is visible. Do not over-mix or the cookies won’t be as tender.
Add the Rice Krispies, oats, coconut, chocolate chips and peanut butter chips. Mix just until incorporated.
At this point, the dough can be placed in an airtight container and refrigerated up to two days. If refrigerating, remove the dough from the fridge 1 hour prior to using.
When ready to bake, use a 2”-diameter scoop (2 tablespoon sizto scoop the batter for each cookie. Place 2”-3” apart on a baking sheet.
Add extra chocolate and peanut butter chips to the top of the cookies, if more baking chips are desired.
Bake 14-16 minutes, rotating the cookie sheet after 7 minutes.
Transfer the giant cookies to a cooling rack and repeat the baking process until all cookies are baked.
Enjoy!
Preheat oven to 350°F and position the oven rack in the middle position. Line 2-3 large baking sheets with parchment paper. Set aside.
In the bowl of a stand mixer fitted with the paddle attachment, beat the granulated sugar, brown sugars, butter, and oil together. on medium speed for 3 minutes. Scrape down the sides after each minute. Add the egg and vanilla and beat another 1 minute. Again, scrape down the sides.
1 cup granulated sugar, ½ cup light brown sugar, ½ cup dark brown sugar, 1 cup unsalted butter, 1 cup canola oil, 1 large egg, 1½ teaspoons pure vanilla extract
While the sugar mixture is mixing, whisk the flour, salt, and baking soda together in a large bowl.
3½ cups all-purpose flour, 1½ teaspoons kosher salt, 1 teaspoon baking soda
Turn off the mixer and add the flour mixture. Turn the mixer to low and mix just until no flour is visible. Do not over-mix or the cookies won’t be as tender.
Add the Rice Krispies, oats, coconut, and ¾ of the chocolate chips and peanut butter chips. Mix just until incorporated.
1 cup Rice Krispies cereal, 1 cup old-fashioned rolled oats, ½ cup sweetened shredded coconut, 12 ounces milk chocolate chips, 11.5 ounces semi-sweet chocolate chips, 10 ounces peanut butter baking chips
At this point, the dough can be placed in an airtight container and refrigerated up to 2 days. If refrigerating, remove the dough from the fridge 1 hour prior to using.
When ready to bake, use a 2-inch diameter scoop (2 tablespoon size) to scoop the batter for each cookie. Place 2-3 inches apart on a baking sheet.
Top cookies with the remaining ¼ chocolate and peanut butter chips.
Bake 14-16 minutes, rotating the cookie sheet after 7 minutes.
Transfer cookies to a cooling rack and repeat the baking process until all cookies are baked.",16,▢ 1 cup granulated sugar 200 grams,▢ ½ cup light brown sugar 107 grams,▢ ½ cup dark brown sugar 107 grams,"▢ 1 cup unsalted butter 226 grams, room temperature (2 sticks)",▢ 1 cup canola oil 200 grams,Cookie Rookie,https://www.thecookierookie.com/loaded-chocolate-chip-giant-cookies/,"▢ 1 large egg 50 grams, lightly beaten",▢ 1½ teaspoons pure vanilla extract 6 grams,▢ 3½ cups all-purpose flour 420 grams,▢ 1½ teaspoons kosher salt 5 grams,▢ 1 teaspoon baking soda 6 grams,▢ 1 cup Rice Krispies cereal 28 grams,▢ 1 cup old-fashioned rolled oats 100 grams,▢ ½ cup sweetened shredded coconut 43 grams,"▢ 12 ounces milk chocolate chips 340 grams, divided (1 package), Ghirardelli recommended","▢ 11.5 ounces semi-sweet chocolate chips 326 grams, divided (1 package), Ghirardelli recommended","▢ 10 ounces peanut butter baking chips 283 grams, divided (1 package)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edible Peanut Butter Cookie Dough Recipe,Becky Hardin,NA,4.56,56,Cookies,NA,NA,5 minutes,NA,NA,5 minutes,6 people,7,"In a microwave-safe bowl, heat the flour in the microwave on high for 30 seconds. Stir and repeat at 15-second intervals until the internal temperature is 160°F (see note).
¾ cup all-purpose flour
Add the cinnamon and whisk until incorporated. Set the flour aside to completely cool.
¼ teaspoon ground cinnamon
In a large mixing bowl, using a hand mixer, cream the peanut butter and butter together until incorporated, about 2 minutes.
¼ cup unsalted butter, ¼ cup creamy peanut butter
Add the sugar and brown sugar and beat for 3 minutes.
¼ cup granulated sugar, ¼ cup dark brown sugar
Add the salt, vanilla, and milk. Mix until fully incorporated.
¼ teaspoon kosher salt, 1 teaspoon pure vanilla extract, 1½ tablespoons milk
Add the cooled flour/cinnamon mixture and mix just until the flour is incorporated.
Add the peanut butter chips and stir just until incorporated.
(Optional) Roll the dough into 1-inch balls for an easy on-the-go snack.
½ cup peanut butter baking chips",10,▢ ¾ cup all-purpose flour 90 grams,▢ ¼ teaspoon ground cinnamon,▢ ¼ cup creamy peanut butter 68 grams,"▢ ¼ cup unsalted butter 57 grams, room temperature (½ stick)",▢ ¼ cup granulated sugar 50 grams,Cookie Rookie,https://www.thecookierookie.com/edible-peanut-butter-cookie-dough-recipe/,▢ ¼ cup dark brown sugar 53 grams,▢ ¼ teaspoon kosher salt 3 grams,▢ 1 teaspoon pure vanilla extract 4 grams,▢ 1½ tablespoons milk 21 grams,▢ ½ cup peanut butter baking chips 85 grams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marbled Christmas Butter Cookies Recipe,Becky Hardin,NA,4.58,52,Desserts,NA,NA,10 minutes,10 minutes,NA,20 minutes,24 cookies,21,"Combine the butter and sugar in a large bowl and beat with a hand mixer until lighter in color and fluffy, for about 3-4 minutes.
1 cup unsalted butter, ⅔ cup granulated sugar
Beat in the egg, vanilla, almond, and lemon/orange zest (if using) until well blended.
1 large egg, 1 teaspoon lemon or orange zest, 1 teaspoon pure vanilla extract, ¼ teaspoon almond extract
In a separate bowl, whisk together the flour and salt.
2¼ cups all-purpose flour, ½ teaspoon kosher salt
Add the flour mixture to the butter mixture all at once and mix on low speed until just incorporated.
Lay out a baking sheet with parchment paper (waxed paper) and sprinkle a little flour on top.
Divide the dough equally into 2 portions (more if you have doubled the recipe). Using lightly floured hands, hold 1 portion of dough and gently shape it into a disc.
Place the disc on the floured paper, roll gently into a ¼-inch high oval or rectangle. Cut the cookie dough into shapes, and place cookies on parchment lined cookie sheets.
Repeat the process until all the dough is used.
Tightly cover the baking sheets with plastic wrap and refrigerate for at least 2 hours (or overnight).
When ready to bake, preheat oven to 350°F.
Space out the cut-out dough on parchment-lined cookie sheets and bake for 10 minutes, or until the edges begin to turn.
Take out of the oven, remove from the baking pan and cool on a cooling rack. Once completely cooled, the decorating can begin.
Place the powdered sugar in a large mixing bowl and turn the hand mixer to the lowest speed.
4 cups powdered sugar
In a large measuring cup, stir together the corn syrup, water, and almond extract.
½ cup water, 6 tablespoons white corn syrup, ¾ teaspoon almond extract
With the mixer running, slowly drizzle ½ cup of the corn syrup mixture over the powdered sugar and mix until incorporated. Scrape down the sides as needed. The glaze’s consistency should be similar to sweetened condensed milk.
(Set the reserved corn syrup mixture aside to use only if needed.)
Turn the mixer to medium-low and mix until the glaze is smooth and creamy. If the glaze is too thick, stir in reserved corn syrup mixture, 1 teaspoon at a time, until it is the correct consistency. If the glaze is too thin, add more powdered sugar, 2 tablespoons at a time.
Pour half of the glaze into a small shallow bowl – be sure the diameter of the bowl is larger than the largest cookie. Cover the remaining half with plastic wrap to avoid a hard shell forming on top.
Air bubbles will form in the glaze, but just take a small spoon and stir it slowly through the glaze to get rid of them.
Get a drop of food coloring on a toothpick and swirl it through the glaze. Begin with a tiny amount (gel food coloring is potent) and be sure not to mix the glaze too much or the glaze could turn into a solid color.
food coloring
To glaze a cookie, have a second bowl sitting next to the bowl with the glaze.
Hold onto the cookie by the edges and turn it upside down. Dip the top of the cookie into the glaze being sure the glaze covers the entire surface of the cookie.
Lift the cookie straight up out of the glaze and hold it above the second bowl. Allow the excess glaze to drip off (about 5-10 seconds). Once the glaze stops dripping, flip the cookie over and place it on a cooling rack.
Allow the glaze to dry completely before storing the cookies in an airtight container. It is best to let the cookies dry 12-24 hours before storing.",13,"▢ 1 cup unsalted butter 226 grams, room temperature",▢ ⅔ cup granulated sugar 135 grams,"▢ 1 large egg 50 grams, room temperature",▢ 1 teaspoon pure vanilla extract 4 grams,▢ ¼ teaspoon almond extract 1 gram,Cookie Rookie,https://www.thecookierookie.com/iced-butter-cookies/,"▢ 1 teaspoon lemon or orange zest 2 grams, optional",▢ 2¼ cups all-purpose flour 295 grams,▢ ½ teaspoon kosher salt,▢ 4 cups powdered sugar 452 grams,"▢ 6 tablespoons white corn syrup 117 grams, divided","▢ ½ cup water 114 grams, divided","▢ ¾ teaspoon almond extract 3 grams, divided",▢ food coloring Soft Gel Paste food color works best,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gingerbread House White Chocolate Bark Recipe (Christmas Bark),Becky Hardin,"Published Dec 17, 2018",4.88,8,Desserts,NA,NA,5 minutes,NA,Cooling: 2 hours hrs,5 minutes,12 pieces,13,"Melt the almond bark in the microwave in 60 second increments until smooth. Stir in between each time in the microwave. It took about 2 minutes to melt for me.
Line a large baking sheet with wax paper.
Pour melted almond bark over the wax paper and use an offset spatula or spoon to smooth out into 1/3 layer.
Sprinkle with all the ingredients that you’d like to use onto the bark. Use as much or as little as you’d like. Press down with your hands to make sure they’ve adhered to the bark.
Allow to chill in the fridge until fully firm, about 2 hours.
Break apart and store in an airtight container.
Enjoy!
Melt the almond bark in the microwave in 60-second increments until smooth. Stir in between each time in the microwave. It took about 2 minutes to melt for me.
24 ounces vanilla almond bark
Line a large baking sheet with wax paper.
Pour melted almond bark over the wax paper and use an offset spatula or spoon to smooth out into an even layer.
Sprinkle with all the ingredients that you'd like to use onto the bark. Use as much or as little as you'd like. Press down with your hands to make sure they've adhered to the bark.
¼ cup Christmas M&M's, ¼ cup multicolored gumdrops, ½ cup soft peppermint puffs, 5 gingerbread cookies, 1 cup pastel colored mini marshmallows, other toppings that you might find on a gingerbread house
Allow to chill in the refrigerator until fully firm, about 2 hours.
Break apart into randomly-sized pieces.",7,▢ 24 ounces vanilla almond bark 680 grams (SEE NOTE),▢ ¼ cup Christmas M&M's 43 grams,▢ ¼ cup multicolored gumdrops 46 grams,"▢ ½ cup soft peppermint puffs 45 grams, chopped (see example)",▢ 5 gingerbread cookies crumbled,Cookie Rookie,https://www.thecookierookie.com/gingerbread-house-chocolate-bark-recipe/,▢ 1 cup pastel colored mini marshmallows 43 grams,▢ other toppings that you might find on a gingerbread house,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Mint Cookies Recipe (Creme de Menthe Thumbprint Cookies),Becky Hardin,NA,4.60,10,Desserts,NA,NA,15 minutes,12 minutes,Chill Time: 1 hour hr,27 minutes,30 cookies,20,"In a medium bowl, whisk together the flour, cocoa, and salt. Set aside.
1 cup all-purpose flour, ⅓ cup unsweetened cocoa powder, ½ teaspoon kosher salt
In another mixing bowl, using a hand mixer, beat the butter and sugar at medium-high speed until lighter in color and fluffy for about 2 minutes.
8 tablespoons unsalted butter, ⅔ cup granulated sugar
Add the egg yolk, milk, and vanilla and continue beating at medium-high speed until fully incorporated.
Note: Egg and milk should be at room temperature.
1 egg yolk, 2 tablespoons whole milk, 1 teaspoon pure vanilla extract
Set speed to low, add the flour mixture all-at-once, and stir just until no flour is visible.
Cover the bowl with plastic wrap and place it in the refrigerator until firm, for about 1 hour.
Note: Chilling the cookie dough before baking is essential. It helps the cookies hold their shape and prevents excessive spreading.
While the cookie dough rests, line 2 baking sheets with parchment paper, set oven rack to middle position, and preheat oven to 350°F.
When the dough is ready, form it into ¾-inch balls.
Firmly roll each ball in the finely chopped Crème de Menthe chips, and place the balls, 2-inches apart, on the parchment-lined baking sheets.
Press an indentation in the middle of each ball (about ¾ way through the ball) with the greased rounded end of a wooden spoon handle or ½-teaspoon measure.
10 ounces Crème de Menthe baking chips
Bake the cookies for 10-12 minutes or until set.
Remove cookies/tray from the oven and allow to cool for 1 minute. (If needed, carefully reshape the indentation on each cookie.)
After 1-minute, transfer the cookies to the cooling rack to cool completely before filling.
While the cookies cool, make the ganache.
Place the white chocolate and butter in a microwave-safe bowl. Set aside.
1 cup finely chopped white chocolate, 1 tablespoon unsalted butter
Pour the cream in a different microwave-safe bowl and heat to a simmer on stovetop (or just until a few bubbles are visible).
¼ cup heavy cream
Carefully pour the hot cream over the white chocolate/butter mixture, stir then leave it alone for 2 minutes.
After the chocolate has set for 2 minutes, stir until smooth.
If the white chocolate and butter don’t fully melt, place ½ of the mixture in a clean microwave-safe bowl and heat for 10-30 seconds (stirring every 10 seconds) until the chocolate has melted and the mixture is smooth.
Note: Be careful the chocolate doesn’t get too hot – white chocolate is sensitive and can seize up if it gets overheated.
Add the hot mixture to the cooler mixture and stir until smooth.
Add the Crème de Menthe or flavoring and mix until smooth.
1 tablespoon Créme de Menthe liqueur
Once cookies have completely cooled, fill each with ½ teaspoon of Crème de Menthe Ganache.
The ganache should be soft. If necessary, reheat it in the microwave just until it has softened.",13,▢ 1 cup all-purpose flour 120 grams,▢ ⅓ cup unsweetened cocoa powder 28 grams,▢ ½ teaspoon kosher salt,"▢ 8 tablespoons unsalted butter 113 grams, room temperature (1 stick)",▢ ⅔ cup granulated sugar 133 grams,Cookie Rookie,https://www.thecookierookie.com/chocolate-mint-cookies/,"▢ 1 egg yolk 14 grams, room temperature","▢ 2 tablespoons whole milk 28 grams, room temperature",▢ 1 teaspoon pure vanilla extract 4 grams,"▢ 10 ounces Crème de Menthe baking chips 283 grams, finely chopped (1 package)",▢ 1 cup finely chopped white chocolate 170 grams (SEE NOTE),"▢ 1 tablespoon unsalted butter 14 grams, chopped",▢ ¼ cup heavy cream 57 grams,▢ 1 tablespoon Créme de Menthe liqueur 12 grams (or ¼ teaspoon Crème de Menthe candy & baking flavoring),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Peppermint Cookies,Becky Hardin,NA,4.53,40,Desserts,NA,NA,10 minutes,20 minutes,NA,30 minutes,24 cookies,10,"Line a baking sheet with parchment paper; set aside.
In a medium-sized bowl, whisk the flour, baking powder, and salt together; set aside.
2 cups all-purpose flour, 2 tsp baking powder, ½ tsp kosher salt
In the bowl of a stand mixer fitted with the paddle attachment, cream the oil, cocoa, and sugar together for 3-4 minutes.
¾ cup canola oil, ¾ cup unsweetened cocoa powder, 2 cups granulated sugar
Add eggs, one-at-a-time, mixing well after each addition.
4 large eggs
Add vanilla and mix well. Add the flour mixture just until incorporated. The dough should look a lot like brownie dough.
2 tsp pure vanilla extract
Spray a container with nonstick spray, and pour the cookie dough into the container. Cover the dough with plastic wrap that has been sprayed with nonstick spray and cover the container with the lid.
Refrigerate the dough for at least 3 hours or overnight. When the dough is ready, preheat the oven to 350°F.
Spray a tablespoon and your hands with nonstick spray—the dough is sticky. Roll the dough into 1-inch balls, and roll the balls in the chopped peppermint chips. Place the balls 2 inches apart onto the prepared baking sheet.
10 oz. Andes peppermint crunch baking chips
Bake for 10-11 minutes. The cookies should be a little under-baked. They are ready when the cookies begin to firm around the edges and flatten just a tiny bit.
Move the cookies and baking sheet to a cooling rack and let the cookies set for 1 minute, then transfer the cookies to a cooling rack to cool completely.",9,▢ 2 cups all-purpose flour 240g,▢ 2 tsp baking powder 8g,▢ ½ tsp kosher salt,"▢ ¾ cup canola oil 150g, or use vegetable oil or butter",▢ ¾ cup unsweetened cocoa powder 63g,Cookie Rookie,https://www.thecookierookie.com/chocolate-peppermint-cookies/,▢ 2 cups granulated sugar 400g,▢ 4 large eggs 200g,▢ 2 tsp pure vanilla extract 8g,"▢ 10 oz. Andes peppermint crunch baking chips 283 g, chopped in half, crushed candy canes also wor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peanut Butter Cup Cookies,Becky Hardin,"Published Dec 4, 2018",4.67,33,Desserts,NA,NA,10 minutes,10 minutes,NA,20 minutes,24 cookies,12,"Preheat oven to 375°F. Spray mini muffin tin(s) with nonstick spray. Set aside.
Using a hand mixer, beat the butter and peanut butter until totally combined.
½ cup unsalted butter, ½ cup creamy peanut butter
Add both sugars and cream together for 3 minutes.
½ cup dark brown sugar, ½ cup granulated sugar
Add egg and mix until well combined.
1 large egg
Add vanilla and blend.
½ teaspoon pure vanilla extract
In a medium bowl, combine the flour, baking soda, and salt.
1½ cups all-purpose flour, ¾ teaspoon baking soda, ½ teaspoon kosher salt
Add the flour mixture to the butter mixture.
Mix just until the flour mixture is well incorporated, but do not over-mix.
Roll into 1-inch balls and place one in each mini-muffin cup.
Bake 8½-10 minutes, just until they start turning a little darker brown.
Remove from the oven and press one peanut butter cup into the middle of each muffin.
7.6 ounces Reeses Miniature Peanut Butter Cups
Let cool and set for 2 minutes, then remove carefully (I use a thin table knife) and place on a cooling rack. If the cookies fall apart when trying to remove from the pan, wait another minute and they should come out okay.)",10,"▢ ½ cup unsalted butter 113 grams, room temperature (1 stick)","▢ ½ cup creamy peanut butter 135 grams, Jif recommended",▢ ½ cup dark brown sugar 107 grams,▢ ½ cup granulated sugar 100 grams,"▢ 1 large egg 50 grams, room temperature",Cookie Rookie,https://www.thecookierookie.com/peanut-butter-cup-tartlets/,▢ ½ teaspoon pure vanilla extract 2 grams,▢ 1½ cups all-purpose flour 180 grams,▢ ¾ teaspoon baking soda,▢ ½ teaspoon kosher salt,▢ 7.6 ounces Reeses Miniature Peanut Butter Cups 215 grams (1 package),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Applesauce Chocolate Chip Cookies Recipe,Becky Hardin,"Published Oct 6, 2018",4.67,124,Desserts,NA,NA,5 minutes,30 minutes,NA,35 minutes,24 cookies,9,"Preheat oven to 375°F. Line a baking sheet with a precut Reynolds Cookie Baking Sheet. Set aside.
In the bowl of a stand mixer fitted with the paddle attachment, cream the butter with the sugar until smooth and fluffy.
½ cup unsalted butter, 1 cup granulated sugar
Pour in the applesauce and continue to beat until fully mixed.
1 cup cinnamon applesauce
Add in the baking soda, salt, vanilla extract, and 1 cup of the flour. Place the mixer on a lower setting and beat until combined. Add in the remaining cup of flour and beat until just mixed. You don't want to overmix the dough.
2 cups all-purpose flour, 1 teaspoon baking soda, ½ teaspoon kosher salt, 1 teaspoon pure vanilla extract
Use a spoon or spatula to fold in the chocolate chips.
1 cup milk chocolate chips, ½ cup semisweet chocolate chips
Use a cookie scoop to drop the cookies onto the baking sheet, about 1-2 inches apart.
Bake for 12-15 minutes, or until the cookies are just golden brown and baked through.
Repeat with the remaining dough.
Let the cookies cool on a wire rack to room temperature.",9,"▢ ½ cup unsalted butter 113 grams, room temperature (1 stick)",▢ 1 cup granulated sugar 200 grams,"▢ 1 cup cinnamon applesauce 250 grams, room temperature",▢ 1 teaspoon baking soda 6 grams,▢ ½ teaspoon kosher salt,Cookie Rookie,https://www.thecookierookie.com/applesauce-chocolate-chip-cookies/,▢ 1 teaspoon pure vanilla extract 4 grams,▢ 2 cups all-purpose flour 240 grams,"▢ 1 cup milk chocolate chips 170 grams, Ghirardelli recommended","▢ ½ cup semisweet chocolate chips 85 grams, Ghirardelli recommended",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pumpkin Gooey Butter Cake,Becky Hardin,"Published Oct 4, 2018",4.44,16,Desserts,NA,NA,20 minutes,50 minutes,NA,10 minutes,12 slices,7,"Preheat oven to 350°F. Grease a 9×13-inch baking pan with nonstick spray. Set aside.
Combine the cake mix, egg, and butter and mix well with a hand mixer. Pat the mixture into the bottom of the prepared baking pan. Set aside while you make the filling.
18 ounces yellow cake mix, 1 large egg, 8 tablespoons unsalted butter
In a large bowl, using a hand mixer, beat the cream cheese and pumpkin until smooth.
8 ounces cream cheese, 15 ounces pumpkin puree
Add the eggs, vanilla, and butter, and beat together.
3 large eggs, 1 teaspoon pure vanilla extract, 8 tablespoons unsalted butter
Add the powdered sugar, cinnamon, nutmeg, and mix well.
16 ounces powdered sugar, 1 teaspoon ground cinnamon, 1 teaspoon ground nutmeg
Spread the pumpkin mixture over the cake batter and bake for 40 to 50 minutes. Be conscious not to overbake; the center should be slightly gooey. You won't regret it :)
You can serve it plain, or top with whipped cream, pecans, caramel, or more powdered sugar.
Caramel sauce, Chopped pecans, Whipped cream",14,▢ 18 ounces yellow cake mix 510 grams (1 box),"▢ 1 large egg 50 grams, room temperature","▢ 8 tablespoons unsalted butter 113 grams, melted (1 stick)","▢ 8 ounces cream cheese 227 grams, room temperature (1 brick)",▢ 15 ounces pumpkin puree 425 grams (1 can) – NOT pumpkin pie filling,Cookie Rookie,https://www.thecookierookie.com/pumpkin-pie-gooey-butter-cake/,"▢ 3 large eggs 150 grams, room temperature",▢ 1 teaspoon pure vanilla extract 4 grams,"▢ 8 tablespoons unsalted butter 113 grams, melted (1 stick)",▢ 16 ounces powdered sugar 454 grams,▢ 1 teaspoon ground cinnamon 3 grams,▢ 1 teaspoon ground nutmeg 3 grams,▢ Whipped cream,▢ Chopped pecans,▢ Caramel sauce,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S’mores Dessert Pizza Recipe (Easy S’mores Pizza),Becky Hardin,"Published Jul 24, 2018",4.49,60,Desserts,NA,NA,10 minutes,35 minutes,NA,45 minutes,8 slices,12,"Preheat oven to 350°F. Spray a 13-inch deep-dish pizza pan with nonstick spray. Set aside.
In a medium bowl, whisk the flour, baking soda, and ¾ cup graham cracker crumbs together. Set aside.
1⅓ cup All-Purpose Baking Flour, ¼ teaspoon Baking Soda, 1 cup graham cracker crumbs
In the bowl of a stand mixer fitted with the paddle attachment, cream the butter, sugars, and salt together.
½ cup salted butter, ¼ cup brown sugar, ½ teaspoon kosher salt, ½ cup granulated sugar
Slowly add in the egg and vanilla and mix until creamy. Add in the dry ingredients and slowly mix until fully combined.
1 large egg, 1 teaspoon pure vanilla extract
Using your hands, press the dough firmly into the bottom of the pizza pan.
Use a fork to pierce the dough all over, about 20-25 times.
Bake for 8-10 minutes, or until the crust begins to brown and is baked through.
Remove from the oven and immediately sprinkle with 1 cup chocolate chips, leaving a rim around the outside untouched (for the “pizza crust”).
1¼ cup milk chocolate chips
After about 3-4 minutes, the chocolate chips will have melted enough for you to be able to use a spoon to spread it out, like “pizza sauce”. Spread out until smooth.
Sprinkle with the remaining ¼ cup graham cracker crumbs, then the mini marshmallows and remaining ¼ cup chocolate chips.
2½ cups mini marshmallows
Place under a broiler set to high for 1-3 minutes, or until the marshmallows are just browned. Watch closely so the marshmallows don’t burn.
Remove from the oven and drizzle with chocolate sauce, if desired. Slice and serve.
Chocolate sauce",12,▢ 1⅓ cup All-Purpose Baking Flour 181 grams,▢ ¼ teaspoon Baking Soda,"▢ 1 cup graham cracker crumbs 142 grams, divided (from about 9 cracker sheets)","▢ ½ cup salted butter 113 grams, room temperature (1 stick)",▢ ¼ cup brown sugar 53 grams,Cookie Rookie,https://www.thecookierookie.com/easy-smores-dessert-pizza/,▢ ½ cup granulated sugar 100 grams,▢ ½ teaspoon kosher salt,"▢ 1 large egg 50 grams, room temperature",▢ 1 teaspoon pure vanilla extract 4 grams,"▢ 1¼ cup milk chocolate chips 213 grams, divided",▢ 2½ cups mini marshmallows 108 grams,"▢ Chocolate sauce optional, for drizzling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Easy Lemon Meringue Cookies (Lemon Meringue Pie Tarts),Becky Hardin,"Published Jul 12, 2018",4.67,3,Desserts,NA,NA,5 minutes,20 minutes,NA,25 minutes,15 cookies,4,"Place the sugar and water in a small saucepan set over medium-low heat, and stir until the sugar dissolves. Simmer for 3 minutes and remove from the heat.
¾ cup caster sugar, ¼ cup water
Using a hand mixer, beat the egg whites until soft peaks form, and add the sugar water in a thin stream. Continue beating the meringue until the peaks are firm but still glossy.
2 egg whites
Place the cookies on a serving platter and spoon a dollop of lemon curd on top of each one. Pipe or spoon the desired amount of meringue on top of the curd. Use a small kitchen blowtorch to slightly brown the meringue, if desired.
15 shortbread triangles, 1 cup lemon curd
Garnish each cookie with a mint leaf, if desired.",5,▢ ¾ cup caster sugar 150 grams (SEE NOTE),▢ ¼ cup water 57 grams,▢ 2 egg whites 70 grams,"▢ 15 shortbread triangles 150 grams, Walker's recommended (1 package)","▢ 1 cup lemon curd 340 grams, store-bought or homemade",Cookie Rookie,https://www.thecookierookie.com/easy-lemon-meringue-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Walnut Brownie Protein Balls,Becky Hardin,"Published Jul 4, 2018",4.62,13,Desserts,NA,NA,10 minutes,NA,Chill: 1 hour hr,10 minutes,12 protein balls,7,"Combine dates, walnut butter, walnuts, coconut oil, honey, chia seeds, and cocoa powder in a high powered blender or food processor.
1 cup Medjool dates, ½ cup walnut butter, ¾ cup chopped walnuts, 1 tablespoon coconut oil, 1 tablespoon honey, 1 tablespoon chia seeds, 2 tablespoons unsweetened cocoa powder
Blend until combined and smooth. You may need to scrape the sides. A very thick batter should form. (SEE NOTE)
Pour batter into a large bowl and, if using, stir in the chocolate chips.
½ cup mini chocolate chips
Place the batter in the refrigerator for 1 hour to allow to chill and harden.
Remove the batter from the refrigerator and roll into 1-inch balls.
Serve or store in refrigerator until ready to serve.
If freezing, double bag in freezer-safe Ziplock bags and freeze up to 3 months. Allow them to defrost in the refrigerator for 6-8 hours before serving.",8,"▢ 1 cup Medjool dates 96 grams, about 12 small dates, pitted and chopped",▢ ½ cup walnut butter 135 grams,▢ ¾ cup chopped walnuts 85 grams,▢ 1 tablespoon coconut oil 14 grams,▢ 1 tablespoon honey 22 grams,Cookie Rookie,https://www.thecookierookie.com/walnut-brownie-protein-balls/,▢ 1 tablespoon chia seeds 15 grams,▢ 2 tablespoons unsweetened cocoa powder 11 grams,"▢ ½ cup mini chocolate chips 89 grams, optional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
