title,author,rating,ratingnum,cuisine,preptime,cooktime,totaltime,servings,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,source,link,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22
Eggless Chewy Oatmeal Cookies with M&M,Madhuram,4, 1 ,American,Prep Time 15 minutes mins,Cook Time 11 minutes mins,Total Time 26 minutes mins,42 Cookies,10,"In a bowl mix together the dry ingredients listed in Part 1 and set aside.
In another large bowl, cream together the butter and sugars, until smooth and creamy.
Add the Ener-G egg replacer powder, water and vanilla extract and  beat well.
To this wet mix add the oats and flour mix and combine well.
Stir in the M&Ms too.
Cover it and cool it in the refrigerator for at least 30 minutes.
After about 15 minutes, preheat the oven at 325F/160C for 15 minutes.  Grease the baking tray(s) with butter or non-stick cooking spray.
Take a tablespoon of dough, roll it and flatten it slightly.  Do it for the rest of the dough and place it about an inch apart.  If you want you can press some more M&Ms not top of each cookie.
Bake it for 10-12 minutes.  I took out mine after 11 minutes.
Cool the cookies on the baking sheet itself on a wire rack for at least 5 minutes, before placing the cookies directly on the rack to allow it to completely before storing it in an air tight container.",13,▢ 2 and ¾ quick cooking oats,▢ 1 cup whole wheat flour,▢ 1 cup all-purpose flour,▢ 1 teaspoon ground cinnamon,▢ 1 teaspoon baking soda,▢ ½ teaspoon salt,▢ 1 cup butter,▢ 1 cup brown sugar,Eggless Cooking,https://www.egglesscooking.com/eggless-chewy-oatmeal-and-mm-cookies/,▢ ¾ cup white sugar,▢ 2 teaspoons Ener-G egg replacer,▢ ⅓ cup water,▢ 1 tablespoon vanilla extract,▢ 2 cups mini M&Ms,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eggless Tutti Fruiti Cookies,Madhuram,5, 3 ,American,Prep Time 2 hours hrs,Cook Time 13 minutes mins,Total Time 2 hours hrs 18 minutes mins,90 Cookies,9,"In a large bowl cream together the butter and sugars until light and fluffy.
Add the egg replacer powder, water and vanilla extract and beat well.
Sift together flour and baking soda.
Stir into the creamed mixture.
Fold in the raisins and candied peel.
Shape the dough into 3 two inch logs, wrap it in parchment paper/plastic wrap and refrigerate for 2-3 hours or until firm.  Use some all purpose flour on the cutting board while forming the logs.
Preheat oven to 350F/180C for 15 minutes.
Cut each log into ¼-inch thick slices. Place it an inch apart on an ungreased baking sheet and bake for 12-15 minutes or until lightly browned. I baked mine for 13 minutes.
Transfer the baking sheet to a wire rack and leave it for at least 5 minutes.  The cookies will harden up.  Then cool the cookies completely on the wire rack before storing it in an air-tight container.",10,▢ 1 and ½ cups unsalted butter softened,▢ 1 and ½ cups confectioner's sugar,▢ ¾ cup white sugar,▢ 5 teaspoons egg replacer powder like Ener-G,▢ ¼ cup water,▢ 3 teaspoons vanilla extract,▢ 3 and ¼ cups all-purpose flour,▢ ¾ teaspoon baking soda,Eggless Cooking,https://www.egglesscooking.com/eggless-tutti-fruiti-cookies-recipe/,▢ ¾ cup raisins,▢ 1 and ½ cups candied peel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vegan Hermit Cookies,Madhuram,5, 6 ,American,Prep Time 30 minutes mins,Cook Time 14 minutes mins,Total Time 54 minutes mins,52 Cookies,7,"Preheat oven to 375F/190C for 15 minutes.  Lightly grease the cookie sheet.  Stir together the almond milk and lemon juice; let sit 5 minutes so it curdles.
Cream margarine and sugar for about 5-6 minutes.
In a large bowl mix together the flax seed meal, flour, baking powder, baking soda, spices and salt; set aside.
To the creamed sugar mixture; add the flour mix and curdled milk alternately mixing together with a spatula.
I added about 2 tablespoons water to the dough to get the desired consistency.
Add the nuts and dried fruits.  Mix well.
Drop by tablespoon on the prepared cookie sheet.  Bake for about 12-15 minutes.  I took out mine in 14 minutes.",15,▢ ½ Cup Soft Vegan Margarine I Used Becel Vegan Spread,▢ 2 Cups Brown Sugar,▢ 1 Tablespoon Flax Seed Meal,▢ 3 And ½ Cups Whole Wheat Pastry Flour,▢ 1 And ¼ Teaspoon Baking Powder,▢ 1 Teaspoon Baking Soda,▢ 1 Teaspoon Cinnamon,▢ 1 Teaspoon Allspice Powder,Eggless Cooking,https://www.egglesscooking.com/vegan-hermit-cookies/,▢ ¼ Teaspoon Salt,▢ ½ Cup Almond Milk,▢ 2 Tablespoons Lemon Juice,▢ 2-4 Tablespoons Water,▢ 1 Cup Walnuts Chopped,▢ ½ Cup Raisins,▢ ½ Cup Dates Diced,NA,NA,NA,NA,NA,NA,NA
Whole Wheat Double Chocolate Cookies,Madhuram,4.50, 2 ,American,Prep Time 20 minutes mins,Cook Time 8 minutes mins,Total Time 28 minutes mins,75 Cookies,5,"Preheat oven at 375F/190C for 15 minutes.
In a medium size bowl combine together the ingredients mentioned in Part 2.
In a large bowl, cream together butter and sugar until light and fluffy.  Add the egg replacer powder, water and vanilla extract; beat well.
Stir in the flour mixture, chocolate chips and pecans.
Drop the dough by half tablespoonfuls on an un-greased baking sheet and flatten the dough lightly; bake for about 7-9 minutes.  Remove from the oven and leave the cookies on the cookie sheet itself for another 3-5 minutes before transferring the cookies to a wire rack to cool completely.",16,▢ 1 cup unsalted butter softened,▢ 1 and ¼ cups coconut palm sugar,▢ 1 teaspoon egg replacer powder for 1 egg,▢ 2 tablespoons water,▢ 1 teaspoon vanilla extract,▢ 2 cups whole wheat pastry flour,▢ ¼ cup unsweetened cocoa powder,▢ 1 teaspoon baking soda,Eggless Cooking,https://www.egglesscooking.com/whole-wheat-double-chocolate-cookies-recipe/,▢ ½ teaspoon salt,▢ 1 cup white chocolate chips,"▢ 1 cup pecans toasted and chopped, optional",▢ coconut palm sugar - brown sugar,▢ egg replacer powder - flax seed egg,▢ whole wheat pastry flour - all-purpose flour,▢ white chocolate chips - semi sweet or milk chocolate chips,▢ pecans - any nuts of your choice,NA,NA,NA,NA,NA,NA
Big Batch Oatmeal Raisin Cookies,Madhuram,NA,NA,American,Prep Time 25 minutes mins,Cook Time 13 minutes mins,Total Time 38 minutes mins,108 Cookies,7,"Preheat the oven at 350F/180C for 15 minutes.  Lightly grease baking sheets or line with parchment paper and set aside.
Blend the egg replacer powder and ½ cup luke warm water until it's frothy.  In a medium size bowl, mix together the oats, flour, salt, cinnamon and baking soda.
In a large bowl (you need a very big one), cream together the melted butter and sugars using a hand held electric mixer, until it's light and smooth.  This may take up to 7-8 minutes.
Add the frothy egg replacer mixture, vanilla extract and ¼ cup water to the creamed butter and beat it for another 2-3 minutes.
Stir in the dry flour mix in small additions to the wet mixture and combine it using a wooden spoon or spatula.
Once the dry and wet ingredients are incorporated well, stir in the raisins, chocolate chips and coconut.  Combining it all becomes quite difficult at this point, so transfer half the dough to another bowl and mix them well separately in each bowl and then combine it again and mix it well.  The cookie dough is very thick and stiff.
Scoop out a tablespoonful of dough for each cookie and drop it on the baking sheet.  Lightly flatten it with your fingers or using a fork.  Bake for about 12-14 minutes or until the bottoms turns golden brown.  I baked mine for 13 minutes.  Remove the cookie sheet from the oven and place it on a wire cooling rack for 5-6 minutes, where it still continues to cook.  After 5 minutes, remove the cookies from the pan and cool it completely on another wire rack before storing it in air tight containers.",15,"▢ 2 Cups Butter, Melted And Cooled",▢ 2 Cups Brown Sugar,▢ 1 Cup Granulated Sugar,▢ 4 Teaspoons Ener-G Egg Replacer,▢ ½ Cup Lukewarm Water,▢ 2 Teaspoons Vanilla Extract,▢ ¼ Cup Water,▢ 6 Cups Quick Cooking Oats,Eggless Cooking,https://www.egglesscooking.com/big-batch-oatmeal-raisin-cookies/,▢ 2 And ½ Cups All Purpose Flour,▢ 2 Teaspoons Salt,▢ 2 Teaspoons Cinnamon,▢ 1 Tablespoon Baking Soda,▢ 3 Cups Raisins,▢ 2 Cups Semi-Sweet Chocolate Chips,▢ 2 Cups Flaked Coconut (Unsweetened),NA,NA,NA,NA,NA,NA,NA
Chocolate Chip Cookie Bars using Bran Cereal,Madhuram,4.50, 2 ,American,Prep Time 15 minutes mins,Cook Time 30 minutes mins,Total Time 45 minutes mins,12 Cookie Wedges/Bars,7,"Line a 9-inch round baking pan with parchment paper. (See My Notes)
In a large bowl, mix together the dry ingredients listed in Part 1.
In another medium size bowl, whisk together brown sugar, oil, cornstarch, water and vanilla.
Stir in the wet mix into the cereal mixture.  You may have to add a tablespoon or two of water if the consistency of the dough is too thick.
Spread batter evenly in prepared pan.
Bake in a preheated oven at 350F/180C for about 30-32 minutes or until golden brown.
Remove the pan from the oven and cool it on a wire rack for a few minutes.  Then take the cookie out and let it cool completely before you can cut it into wedges.",12,▢ 1 and ½ cups bran flakes (I used All Bran),▢ ½ cup whole wheat pastry flour,▢ ½ cup all-purpose flour,▢ 2 teaspoons baking powder,▢ ¼ teaspoon salt,▢ 1 and ½ cups brown sugar,▢ ⅓ cup oil (I used avocado),▢ 1 tablespoon cornstarch,Eggless Cooking,https://www.egglesscooking.com/chocolate-chip-cookie-bars-bran-recipe/,▢ 5 tablespoons water,▢ 1 teaspoon vanilla extract,▢ ½ cup semi-sweet chocolate chips,▢ ½ cup chopped walnuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
No-Bake Fruit and Nut Cookies,Madhuram,NA,NA,American,Prep Time 20 minutes mins,Cook Time 5 minutes mins,Total Time 25 minutes mins,5 Dozen,3,"Process the cereal and chopped dates in a food processor, until the cereal is crumbled.
Add raisins, dried cranberries, apricots and the nuts and process until everything is finely chopped.
Transfer the mixture to a large bowl and shape them into balls, preferably scooping out mixture using a tablespoon so that all the cookie balls are shaped evenly.",10,▢ 4 cups all-bran cereal (flakes),▢ 1 cup pitted and chopped dates,▢ 1 cup raisins,▢ 1 cup dried cranberries,"▢ 1 cup dried apricots, cut into small pieces",▢ 1 cup toasted and chopped pecans,▢ 1 cup toasted and chopped pistachios,▢ all-bran cereal - any cereal of your choice try to avoid sugary ones though,Eggless Cooking,https://www.egglesscooking.com/no-bake-fruit-and-nut-cookies-recipe/,▢ dried fruits - your choice,"▢ nuts - use what you have at home even pumpkin seeds, sunflower seeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Easy Christmas Confetti Cookies,Madhuram,5, 1 ,American,Prep Time 15 minutes mins,Cook Time 10 minutes mins,Total Time 35 minutes mins,36 Cookies,6,"Preheat oven to 350 degrees F or 180 degrees C for 15 minutes.
Cream the butter and sugar in a large bowl. Add in the vanilla extract; beat well.
Keep a sieve over the bowl and directly sift the flour, baking soda and salt into the creamed butter mixture.
Mix the flour into the creamed butter mixture and stir it until well combined. Now add the sprinkles that you are using. I used ¼ cup each of red and green sprinkles. You might also use your hand to bring all the dough together to make one ball of dough. Sometimes the cookie dough might have a sticky consistency. In such cases chill the dough in the refrigerator for an hour or so before baking otherwise you will have thin crepe-like cookies.
Scoop out about half to a tablespoonful of dough for each cookie, roll it on a plate with sprinkles, lightly flatten it, and place it on the baking sheet 2 inches apart. Bake for about 8-10 minutes or until the edges are browned lightly.
Remove the cookie sheet from the oven and let it cool on a wire rack for about 10 minutes for it to set completely.  Then transfer the cookies from the sheet to the wire rack for it to cool completely before you can store it in an air-tight container.",7,▢ 1 cup unsalted butter softened,▢ ¾ cup granulated white sugar,▢ 2 teaspoons vanilla extract/almond extract,▢ 2 cups all-purpose flour,▢ 1 teaspoon baking soda,▢ ¼ teaspoon salt,▢ ½ to ¾ cup sprinkles,NA,Eggless Cooking,https://www.egglesscooking.com/christmas-confetti-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pink Velvet Cake Mix Cookies,Madhuram,5, 2 ,American,Prep Time 15 minutes mins,Cook Time 12 minutes mins,Total Time 37 minutes mins,24 Cookies,7,"In a large bowl empty the cake mix, oil, silken tofu, vanilla and red food color and beat well with an electric handheld beater.  Add more red food coloring if you want a darker pink shade.
When the batter starts to come together stir in about 1 cup of white chocolate chips.  The dough will be a bit sticky.  Refrigerate for about 45 minutes to 1 hour.
After 30 minutes, preheat the oven to 350F.
While the oven is preheating start scooping out the dough using a tablespoon.  Roll it into a smooth ball and flatten it slightly and place it on a baking sheet.  Repeat it for the rest of the dough. Depending upon the size of the dough you scoop out for each cookie you can make around 24-30 cookies.
Bake the cookies for about 10-13 minutes.
Once done transfer the cookies to a wire rack and let it cool in the baking sheet itself for at least 5 minutes. While the cookies are still warm press few white chocolate chips (¼ cup reserved from the 1 and ¼ cups) on the cookies because this will give a beautiful appearance to the cookies instead when you mix it all in the dough.
Later remove the cookies from the pan and place it on the wire rack for the cookies to cool completely before storing it in an air-tight container.",6,▢ 1 box (461 gms) white cake mix,▢ ⅓ cup oil any neutral flavored oil,"▢ ½ cup silken tofu pureed, substitute for 2 eggs",▢ 1 teaspoon vanilla extract,▢ 5-6 drops red food color,▢ 1 and ¼ cup white chocolate chips,NA,NA,Eggless Cooking,https://www.egglesscooking.com/pink-velvet-cake-mix-cookies-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
No Flour Oatmeal Cookies With Peanut Butter,Madhuram,5, 2 ,American,Prep Time 20 minutes mins,Cook Time 12 minutes mins,Total Time 32 minutes mins,52 Cookies,9,"Preheat oven at 350F/180C for 15 minutes.
Whisk together egg replacer powder and water together and set aside
In a large bowl cream together the butters and sugars until light and creamy.
Mix in the egg replacer mixture and vanilla extract; beat well again.
Now stir in the oats and baking soda; mix well
Add the chocolate chips, M&Ms and the cranberries too
Drop in a tablespoon of dough on an ungreased baking sheet, in inch apart.  I flattened the dough before putting it in the oven.
Bake for 12-14 minutes. I took out mine after 12 minutes itself.
Remove from the oven and cool the baking sheet on a wire rack for at least 5 minutes before removing the cookies from the sheet.  Then transfer the cookies to the wire rack directly and let it cool completely before storing it in an airtight container.",16,▢ 1 and ½ cups peanut butter,"▢ ½ cup butter, softened",▢ ¾ cup white sugar,▢ ¾ cup coconut palm sugar,▢ 4 teaspoons egg replacer powder (like Ener-G),▢ ½ cup water (preferably lukewarm),▢ 1 teaspoon vanilla extract,▢ 5 and ½ cups quick cooking oats (See My Notes),Eggless Cooking,https://www.egglesscooking.com/no-flour-only-oatmeal-peanut-butter-cookies-recipe/,▢ 2 teaspoons baking soda,▢ ½ cup mini chocolate chips,▢ ½ cup mini M&Ms,▢ ½ cup dried cranberries,▢ peanut butter - any other nut/seed butter,▢ butter - vegan alternatives,▢ coconut palm sugar - brown sugar,▢ egg replacer - ground flax seed,NA,NA,NA,NA,NA,NA
Edible Eggless Chocolate Chip Cookie Dough,Madhuram,5, 1 ,American,Prep Time 5 minutes mins,Cook Time 10 minutes mins,Total Time 15 minutes mins,3.5 Cups,4,"In a large bowl cream together the butter and sugars until light and creamy.
Add the milk and vanilla extract and beat well again.
Stir in the flour and mix well.
Add the chocolate chips and mix together until spread evenly throughout the cookie dough.",7,▢ ½ cup unsalted butter softened,▢ 1 cup coconut palm sugar,▢ ½ cup granulated white sugar,▢ ⅓ cup milk,▢ 2 teaspoons vanilla extract,▢ 2 and ¼ cups all-purpose flour,▢ ¾ cup semi-sweet chocolate chips mini,NA,Eggless Cooking,https://www.egglesscooking.com/edible-eggless-cookie-dough-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peanut Butter Oatmeal Chocolate Chip Cookies,Madhuram,5, 2 ,American,Prep Time 20 minutes mins,Cook Time 13 minutes mins,Total Time 33 minutes mins,4 and ½ dozen cookies,6,"Preheat oven at 350F/180C for 15 minutes.
In a large bowl stir together the dry ingredients mentioned in Part 2 and set aside.
In another large bowl, cream together butter, peanut butter and both sugars until light and fluffy.  Beat in the egg replacer powder, water and vanilla extract.
Stir in the dry flour mix into the wet ingredients and mix well.
Add in the chocolate chips and dried cranberries too.
Drop by tablespoonful on an ungreased baking sheet.  Roll the dough and flatten lightly and bake for 12-15 minutes or until golden brown.  Mine was done in 13 minutes.  Leave the cookies on the sheet itself for 5 minutes before transferring it the wire rack to cool completely.",20,"▢ 1 cup butter, softened","▢ 1 cup peanut butter, smooth",▢ 1 cup coconut palm sugar,▢ ½ cup white sugar,▢ 2 teaspoons egg replacer powder (such as Ener-G),▢ ⅓ cup water,▢ 1 and ½ teaspoons vanilla extract,▢ 1 and ¼ cups whole wheat pastry flour,Eggless Cooking,https://www.egglesscooking.com/peanut-butter-oatmeal-chocolate-chip-cookies-recipe/,▢ 3 cups quick-cooking oats,▢ 2 teaspoons baking soda,▢ ¼ teaspoon salt,▢ ¾ cup semi-sweet chocolate chips,▢ ½ cup dried cranberries,▢ butter - vegan butter substitute like Earth Balance,▢ peanut butter - any other nut butter,▢ coconut palm sugar - brown sugar,▢ whole wheat pastry flour - all-purpose flour,▢ oats - spelt flakes,▢ chocolate chips - white chips or peanut butter chips,▢ dried cranberries - any other dried fruit of your choice,NA,NA
Oatmeal Cranberry Zucchini Cookies,Madhuram,NA,NA,American,Prep Time 25 minutes mins,Cook Time 13 minutes mins,Total Time 38 minutes mins,65 Cookies,6,"Preheat oven to 375F/190C for 15 minutes.  Blend together the egg replacer powder and water until it's frothy and set aside.  In a medium size bowl combine together the Part 2 ingredients and set aside.
In a large bowl cream together the butter and sugar until light and fluffy.
Stir in the egg replacer mixture, milk and vanilla extract; beat well.
Add the flour mix to the creamed mixture.
Stir in the Part 3 ingredients and mix well.
Drop tablespoonful of dough for each cookie, 2 inches apart on an ungreased baking sheet (See My Notes).  Bake for about 12-15 minutes or until lightly browned.",22,"▢ ¾ cup unsalted butter, softened",▢ 1 and ¼ cup coconut palm sugar,▢ 2 teaspoons ener-g egg replacer powder,▢ 3 tablespoons lukewarm water,▢ ¼ cup milk,▢ 1 and ½ teaspoon vanilla extract,▢ 1 cup whole wheat pastry flour,▢ 1 and ¼ teaspoon ground cinnamon,Eggless Cooking,https://www.egglesscooking.com/oatmeal-cranberry-zucchini-cookies-recipe/,▢ ½ teaspoon salt,▢ ¼ teaspoon baking soda,▢ 3 cups quick-cooking oats,▢ 1 and ½ cups dried cranberries,▢ 1 cup shredded zucchini,▢ ½ cup mini chocolate chips,▢ butter - vegan butter substitute,▢ coconut palm sugar - brown sugar,▢ milk - non dairy milk,▢ whole wheat pastry flour - all-purpose flour,▢ oats - spelt flakes,▢ dried cranberries - raisins,▢ zucchini - apple,▢ chocolate chips - nuts
Crispy Chocolate Chip Cookies with Aquafaba,Madhuram,5, 2 ,American,Prep Time 30 minutes mins,Cook Time 12 minutes mins,Total Time 42 minutes mins,45 Cookies,8,"Preheat oven to 350F/180C for 15 minutes. Line baking sheet/s with parchment paper or lightly grease with non-stick cooking spray.
In a large bowl cream together the butter and sugar until light and fluffy.  These may take upto 5 minutes.
To the creamed mixture add the aquafaba and vanilla extract and beat well for about 2-3 minutes. You would actually see how well it creams and emulsifies just like eggs.
Add the Part 2 dry ingredients into the creamed mixture and beat well one more time.  You may even choose to mix it well with a wooden spoon so that you won't overmix accidentally which will result in tougher and and not crispy cookies.
Now stir in the chocolate chips and mix well so that they  are evenly distributed throughout the cookie dough.
Scoop a tablespoon of cookie dough for each cookie and place it on the baking sheet.
Bake for about 12-15 minutes or until the edges have started to brown.  Keep the latter as an indicator as against the time because the time varies oven to oven. 
Remove the baking sheet from the oven and place it on a wire rack for it to cool completely before you can store the cookies in an air-tight container.",8,▢ 1 cup butter melted and cooled (See My Notes),▢ 1 and ½ cups granulated white sugar,▢ 6 tablespoons aquafaba (for 2 eggs),▢ 1 teaspoon vanilla extract,▢ 2 and ½ cups all-purpose flour,▢ 1 teaspoon baking soda,▢ ¼ teaspoon salt (See My Notes),▢ 2 cups semi-sweet chocolate chips,Eggless Cooking,https://www.egglesscooking.com/crispy-chocolate-chip-cookies-aquafaba/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eggless Soft and Chewy Raisin Cookies,Madhuram,NA,NA,American,Prep Time 25 minutes mins,Cook Time 13 minutes mins,Total Time 48 minutes mins,65 Cookies (Approx),6,"In a small saucepan, combine together water and raisins ; bring to a boil. Cook for 3 minutes; remove from the heat and let cool (do not drain).
In a small bowl stir together Ener-G and water and set aside. In a medium size bowl stir together the dry ingredients.
Preheat oven to 350F/180C. Grease the baking sheets and set aside. I usually use the butter wrapper to grease the cookie sheet.
In a large bowl beat together the butter and sugar, until light and creamy. Stir in the Ener-G mix and beat well. Mix in the dry flour mix and combine well.  Add the raisins (with the water) and nuts, if using.
If you think the batter is little sticky you can keep the dough in the refrigerator for 15-30 minutes and proceed to bake the cookies, otherwise do so immediately.  Scoop tablespoonful of dough, roll it and lightly flatten it and place it about an inch apart. Bake for about 12-14 minutes or until golden brown.
Transfer the cookie sheet to a wire rack and let it cool for about 5 minutes at least. Then remove the cookies from the sheet and place it on the rack to cool completely before storing in an airtight container.",10,▢ 1 cup water,▢ 2 cups raisins,▢ 1 cup unsalted butter softened,▢ 1-¾ cups sugar,▢ 4 teaspoons egg replacer Ener-G,▢ ⅓ cup water,▢ 1 teaspoon vanilla extract,▢ 1-½ cups whole wheat pastry flour,Eggless Cooking,https://www.egglesscooking.com/soft-chewy-raisin-cookies-recipe/,▢ 2 cups all-purpose flour,"▢ ½ cup walnuts chopped, optional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banana Oatmeal Chocolate Chip Cookies,Madhuram,NA,NA,American,Prep Time 50 minutes mins,Cook Time 12 minutes mins,Total Time 1 hour hr 12 minutes mins,32 Cookies,9,"In a medium bowl whisk together the flours, oats, baking soda, corn starch, and salt; set aside.
Cream oil, bananas, and sugars together. Beat in vanilla extract until combined.
Stir in the flour mixture just until combined.
Divide the cookie dough into two halves. Stir in the chocolate chips and peanut butter chips in one half. Walnuts and coconut in the other half.
Refrigerate dough for 30 minutes.
Preheat oven to 350F/180C. Line two cookie sheets with parchment paper or lightly spray with cooking spray.
Use a cookie scoop to scoop out cookie dough onto prepared cookie sheets and flatten it. (See My Notes)
Bake cookies for 11-13 minutes or just until they start to turn light, golden brown on top.
Let cookies cool completely on cookie sheets. I would recommend storing the cookies in the fridge because of the banana. You can nuke it in the microwave oven for a couple of seconds before serving.",15,▢ 1 cup all-purpose flour,▢ 1 cup whole wheat pastry flour,▢ ½ cup quick cooking oats,▢ 1 teaspoon baking soda,▢ 1 tablespoon corn starch,▢ ½ teaspoon salt,▢ ⅓ cup avocado oil,"▢ 2 bananas ripe, peeled",Eggless Cooking,https://www.egglesscooking.com/banana-oatmeal-chocolate-chip-cookies-recipe/,▢ ¾ cup coconut palm sugar,▢ ¼ cup granulated sugar,▢ 2 teaspoon vanilla extract,▢ ½ cup chocolate chips,▢ ½ cup peanut butter chips,▢ ½ cup walnuts chopped,▢ ½ cup unsweetened coconut toasted,NA,NA,NA,NA,NA,NA,NA
Whole Wheat Bran Flakes Cookies,Madhuram,NA,NA,American,Prep Time 20 minutes mins,Cook Time 9 minutes mins,Total Time 29 minutes mins,36 Cookies,6,"Preheat oven at 350F/180c for 15 minutes.  Prepare cookie sheet(s) by lining it with parchment paper or lightly greasing it with non-stick cooking spray.
In a medium bowl stir together the flour, baking powder, baking soda and salt.
In a large bowl cream together the butter and sugar.  Beat in the egg replacer powder, water and vanilla extract.
Stir in the flour mix until well combined.
Add the bran flakes, dried cranberries and white chocolate chips.
Scoop out a tablespoonful of dough for each cookie and place it on the prepared pan.  I rolled it and then flattened it slightly.  Bake for 8-10 minutes or until golden brown.  Remove the cookie sheets from the oven and leave the cookies on the sheet itself for about 5 minutes.  Then cool the cookies completely on a wire rack before storing it in an air-tight container.",18,▢ 1 and ½ cups whole wheat pastry flour,▢ 1 teaspoon baking powder,▢ ¼ teaspoon baking soda,▢ ¼ teaspoon salt,"▢ ¾ cup butter, softened",▢ ¾ cup coconut palm sugar,▢ 2 teaspoons Ener-G egg replacer powder,▢ 3 tablespoons water,Eggless Cooking,https://www.egglesscooking.com/whole-wheat-bran-flakes-cookies-recipe/,▢ ½ teaspoon vanilla extract,▢ 1 and ½ cups bran flakes cereal,▢ ¾ cup dried cranberries,▢ ¾ cup white chocolate chips,▢ whole wheat pastry flour - ¾th cup of all purpose flour and whole wheat flour each,▢ butter - vegan butter substitute like Earth Balance,▢ coconut palm sugar - brown sugar,▢ bran flakes cereal - any other high fiber cereal,"▢ dried cranberries - other dried fruits like apricots raisins, etc",▢ white chocolate chips - any other chocolate chips,NA,NA,NA,NA
Pumpkin Chocolate Chip Cookies,Madhuram,5, 1 ,American,Prep Time 40 minutes mins,Cook Time 13 minutes mins,Total Time 1 hour hr 3 minutes mins,24 Cookies,8,"In a medium sized bowl mix together the dry ingredients except the chocolate chips and dried cranberries and set aside.
In a large bowl, cream butter and sugars until light and fluffy.
Add the water, vanilla extract and canned pumpkin and blend it for another minute or two.
Incorporate the dry mix into the wet mix and combine well.
Stir in the chocolate chips and dried cranberries.
Refrigerate the dough for at least 20 minutes before baking.  Meanwhile preheat oven at 350F/180C for 15 minutes.  Line with parchment paper or grease baking sheet/s.
Drop by tablespoonful onto the prepared baking sheet/s and bake it for 12-13 minutes in the middle rack.  I took out mine after the 13th minute.
Transfer the pan to a cooling rack and let it sit for another 5 minutes.  After that move the cookies directly to the wire rack and let it cool completely before storing it in an air-tight container.",15,▢ ½ cup butter,▢ ½ cup brown sugar,▢ ¼ cup white sugar,▢ ½ cup canned pumpkin,▢ 2 tablespoons water,▢ ½ teaspoon vanilla extract,▢ ½ cup all-purpose flour,▢ ½ cup whole wheat flour,Eggless Cooking,https://www.egglesscooking.com/pumpkin-chocolate-chip-cookies-recipe/,▢ ½ cup quick cooking oats,▢ 1 tablespoon cornstarch,▢ ½ teaspoon baking powder,▢ ½ teaspoon ground cinnamon,▢ ¼ teaspoon salt,▢ ½ cup semi-sweet chocolate chips,▢ ¼ cup dried cranberries,NA,NA,NA,NA,NA,NA,NA
