title,author,rating,ratingnum,cuisine,course,category,preptime,cooktime,customtime,totaltime,servings,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,source,link,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18
Eggless Thumbprint Cookies,Oriana Romero,4.94,33,American,Dessert,Cookies,15 minutes,14 minutes,cooling time 1 hour hr,29 minutes,24 cookies,8,"Line two baking sheets with parchment.
In a large bowl, whisk together flour, cornstarch, and salt.
In another bowl, beat butter and sugar, scraping bowl often, until creamy, pale, and fluffy, about 5 minutes. Add vanilla; mix to incorporate. Then add dry ingredients in two batches and continue beating at low speed, scraping bowl often, until well mixed.
Shape dough into 1-inch balls. You can also use a small ice cream scoop to scoop 1” balls. Place balls onto prepared baking sheets. Make an indentation in the center of each cookie with your thumb or with the rounded back of a teaspoon (edges may crack slightly).  Refrigerate for at least 2 hours up to 4 days. 
Preheat oven to 350º F (180º C).
Fill each indentation to the brim with jam, about 1/4 – 1/3 teaspoon each. Place them in the prepared baking sheet 2 inches apart. IMPORTANT NOTE: If you decide to fill the cookies with any type of chocolate, caramel, lemon curd, or dulce de leche, the cookies must be filled after baking once they are completely cool. 
Bake for 14-16 minutes, or until edges are lightly browned. Let stand 5 minutes on cookie sheets; remove to a cooling rack.
Combine all glaze ingredients in a bowl with a whisk until smooth. Drizzle over cookies, if desired. ",9,▢ 2 cups (280 g) all-purpose flour,▢ 2 tablespoons (20 g) cornstarch,▢ 1/4 teaspoon salt,"▢ 1 cup (230 g) unsalted butter, softened",▢ 3/4 cup (150 g) granulated sugar,▢ 1 teaspoon (5 ml) pure vanilla extract,▢ ½ cup jam (I used strawberry),▢ 1 cup (120 g) powdered sugar,▢ 2 – 3 teaspoons (30-40 ml) milk or water,NA,NA,Mommy's Home Cooking,https://mommyshomecooking.com/eggless-thumbprint-cookies/,NA,NA,NA,NA,NA,NA,NA
Eggless Chocolate Peppermint Cookies,Oriana Romero,4.94,16,American,Dessert,Cookies,10 minutes,10 minutes,NA,20 minutes,26 cookies,11,"Preheat the oven to 350ºF (180ºC). Line two large baking sheets with parchment paper or silicone baking mats.
Combine the flour, cocoa, baking powder, baking soda, and salt in a bowl. Set aside.
Using an electric hand mixer or a stand mixer, beat the butter, granulated sugar, and brown sugar on medium speed until smooth and creamy, 3 to 4 minutes. Scrape down the sides and bottom of the bowl as needed.
Reduce the speed to low and add the flour mixture; mix until it resembles coarse crumbs.
Add the chocolate chips and mix to distribute evenly.
Add the milk and peppermint extract; mix until the dough comes together.
Scoop out about 1 1/2 – 2 tablespoons of dough for each cookie. Roll each portion into a ball and place it on the prepared baking sheets, evenly spacing them about 2 inches apart. Note: You can bake these cookies immediately, but if you have time, refrigerate the dough for 30 minutes or up to 2 days for an extra chewy cookie.
Bake for 10 to 12 minutes, or until the edges appear set, but still soft in the middle. When you remove the cookies from the oven, they will still look doughy, and that’s okay; they will continue to set as they cool.
Cool on the baking sheets for 5 minutes, then transfer to wire racks to cool completely.
Once cookies are completely cool, melt white chocolate in a microwave-safe bowl on 50% power in 30-second increments, stirring between intervals until melted and smooth.
Dip half of each cookie in white chocolate, then transfer to parchment paper and sprinkle with crushed peppermint candies. Chill the dipped cookies to let the chocolate set for about 10 minutes.",13,▢ 1 1/4 cup (175 g) all-purpose flour,▢ 6 tablespoons (45 g) unsweetened natural cocoa powder ,▢ 1/2 teaspoon baking powder,▢ 1/2 teaspoon baking soda,▢ 1/4 teaspoon salt,"▢ 1/2 cup (115 g) unsalted butter, softened",▢ 1/2 cup (100 g) granulated sugar,▢ 1/2 cup (100 g) brown sugar,▢ 3/4 cup (150 g) chocolate chips,▢ 3 tablespoons (45 ml) milk,▢ 1 teaspoon peppermint extract,Mommy's Home Cooking,https://mommyshomecooking.com/eggless-triple-chocolate-peppermint-cookies/,▢ 1 cup (200 g) white chocolate chips,▢ 1/2 cup crushed peppermint candies (optional),NA,NA,NA,NA,NA
Eggless Icebox Christmas Pinwheel Cookies,Oriana Romero,4.52,27,American,Dessert,Cookies,30 minutes,14 minutes,cooling time 3 hours hrs,44 minutes,48 cookies,13,"Stir together flour, and baking powder in a bowl.
Beat together butter, granulated sugar, cream cheese, and salt in a large bowl with an electric mixer at medium-high speed until pale and fluffy, about 5 minutes. Add vanilla extract and beat until incorporated.
Reduce the speed of the electric mixer to low and add flour mixture in 3 batches, mixing until dough just comes together in clumps.
Place dough on a lightly floured surface. Gather and press dough together with your hands. Then divide into 3 equal pieces (approx. 326 g each piece).
Shape one piece of the dough into a disk and wrap it securely in plastic wrap. This will be the white layer.
Return one of the pieces of dough to a mixing bowl, and with the mixer on ""low,"" add in the red food coloring until it reaches your desired color. Remove from bowl, shape into a disk, and wrap it securely in plastic wrap.
Add the final piece of dough to a mixing bowl, and with the mixer on ""low,"" add in the green food coloring until it reaches your desired color. Remove from bowl, shape into a disk, and wrap it securely in plastic wrap.
Refrigerate all 3 disks for 1 hour. Remove the dough from the fridge. On a lightly floured surface roll out each disk into a 4 x 6 inches rectangle.
Starting with the white dough as the base, stack the rectangles on top of one another. Run the rolling pin over the stack a few times to make sure everything is even.  Then keep rolling to create a rectangle of 13 x 10 inches.
Starting from the long side, roll up the dough stack tightly to create a log. Cut the log into 3 pieces. Roll each log in coarse sugar, coating it evenly, if desired. Wrap logs with plastic wrap. Refrigerate for at least 2 hours up to a month. 
Position two oven racks, evenly spaced, in the middle of the oven. Preheat the oven to 350º F (180º C) and line two baking sheets with parchment paper.
Using a sharp knife, cut the log into ¼ inch thick slices. Arrange slices on the prepared baking sheets, spacing them evenly. Keep the remaining logs in the refrigerator until the first batch bakes.
Bake for 13 – 14 minutes, or until slightly puffy and the edges look set. Let them cool on the baking sheets for 5 minutes, and then transfer the cookies to a wire rack to cool completely. Let the baking sheets cool down, then bake the remaining cookies.",9,▢ 3 cups (420 g) all-purpose flour,▢ 1 teaspoon baking powder,"▢ 1 cup (2 sticks/8 oz/228 g) unsalted butter, softened",▢ 1 ¼ cup (250 g) granulated sugar,"▢ 3 oz (80 g) cream cheese, softened",▢ ½ teaspoon kosher salt,▢ 1 teaspoon pure vanilla extract,▢ Red and green gel food coloring,▢ Coarse sugar for rolling (optional),NA,NA,Mommy's Home Cooking,https://mommyshomecooking.com/eggless-icebox-christmas-pinwheel-cookies/,NA,NA,NA,NA,NA,NA,NA
Eggless Butter Pecan Cookies,Oriana Romero,4.73,11,American,Dessert,Cookies,15 minutes,10 minutes,NA,25 minutes,28 cookies,7,"Preheat your oven to 350°F (180° C), then line a cookie sheet with parchment paper or a silicone mat, and set aside. The number of batches will depend on how large/small you want your cookies.
Melt 2 tablespoons of butter. Mix the chopped pecans and melted butter in a small mixing bowl. Place the pecan on the prepared baking sheet and bake for 8-10 minutes, or until the pecans are slightly golden and fragrant. Remove from the baking sheet and set aside.
Combine the flour, cornstarch, baking powder, salt, and cinnamon in a medium-sized bowl and set aside.
Cream the remaining butter ( 3/4 cup – 174 g) and sugars together in a large bowl with an electric mixer on medium speed until fluffy, about 3 minutes. Add cream cheese and vanilla and mix until well combined.
Add the flour mixture and mix until the dough comes together and is combined. Stir in roasted pecans; mix to distribute. Do not over-mix.
Drop by rounded tablespoon onto the prepared baking sheet. For evenly sized cookies, use a small spring-loaded ice cream scoop to spoon out the dough. Firmly press a pecan half on top of each ball of cookie dough, if desired.
Bake for 8-10 minutes, until very lightly colored on top and around the edges. Allow to cool on the baking sheet for 5 minutes, then transfer to a wire rack to cool.",11,"▢ 1 cup (130 g) chopped pecans (+ 30 whole pecans to put in the top, this is optional)","▢ 3/4 cup + 2 tablespoons (202 g) unsalted butter, divided",▢ 2 cups (280 g) all-purpose flour,▢ 2 tablespoons (20 g) cornstarch,▢ 2 teaspoons baking powder,▢ ½ teaspoon kosher salt,▢ ½ teaspoon ground cinnamon,▢ 1/3 cup (67 g) granulated sugar,▢ 1/3 cup (67 g) brown sugar,"▢ 3 oz (85 g) cream cheese, softened",▢ 1 teaspoon pure vanilla extract,Mommy's Home Cooking,https://mommyshomecooking.com/eggless-butter-pecan-cookies/,NA,NA,NA,NA,NA,NA,NA
Eggless Snickerdoodle Cookies,Oriana Romero,4.53,82,American,Dessert,Cookies,15 minutes,10 minutes,Chilling Time: 30 minutes mins,55 minutes,20 cookies,8,"Mix flour, cinnamon, nutmeg, cream of tartar, baking soda, and salt in a bowl. Set aside
Combine the melted and cooled butter and sugars in a stand mixer bowl. Beat until well combined and fluffy, about 2 minutes. Beat in the milk, vanilla extract, and Greek yogurt and mix until combined. 
Add the dry ingredients and mix just until the dough comes together and no dry flour remains. Do not overmix.
In a small bowl or plate, mix the granulated sugar and cinnamon until combined.
Shape dough into 1-in. balls (about 1.5 tablespoons – 50 g each). Roll the cookies in the cinnamon-sugar until they're completely coated – applying some pressure to make sure the coating sticks evenly. Place the dough balls in a baking sheet or large plate and chill for at least 30 minutes, or up to 2 days. 
Preheat the oven to 350º F (180º C). Line two baking sheets with parchment paper.
Place the dough balls you wish to bake 2 inches apart on the prepared baking sheets. 
Bake for 8–10 minutes, or until the edges are set but the centers still look soft. Remove from the oven and let the cookies cool on the baking sheets for 5 minutes, then transfer to a wire rack to cool completely.",14,▢ 2 3/4 cups (385 g) all-purpose flour,▢ 1/2 teaspoon ground cinnamon,▢ 1/4 teaspoon ground nutmeg,▢ 2 teaspoons cream of tartar,▢ 1 teaspoon baking soda,▢ 1 teaspoon kosher salt,"▢ 1 cup (230 g) unsalted butter, melted and lightly cooled (see notes)",▢ 1 cup (200 g) light brown sugar,▢ ½ cup (100 g) granulated sugar,▢ 1/4 cup (60 ml) milk,▢ 1 tablespoon (15 g) Greek yogurt,Mommy's Home Cooking,https://mommyshomecooking.com/eggless-snickerdoodle-cookies/,▢ 2 teaspoons (10 ml) pure vanilla extract,▢ 1/4 cup (50 g) granulated sugar,▢ 2 teaspoons ground cinnamon,NA,NA,NA,NA
Healthy Double Chocolate Cookies (Egg & Dairy Free),Oriana Romero,4.58,19,American,Dessert,Cookies,10 minutes,15 minutes,NA,25 minutes,15 cookies,5,"Preheat oven to 350º F (180º C). Line 2 cookies baking sheets with parchment paper or silicone mats.
In a bowl stir together flours, cocoa, baking soda, and salt. Reserve.
In another large bowl, mix together both sugars, avocado, applesauce, oat milk, and vanilla. Mix until the sugars dissolve, about 3 minutes. Gradually fold in the flour mixture with a spatula. Stir chocolate chips and walnuts (if using), and stir to distribute evenly. Cover with plastic wrap and refrigerate for 15 minutes.
Drop dough by tablespoonfuls onto prepared baking sheets. 
Bake for 10 – 12 minutes, or until they look set on the sides. The centers will look very soft. Cool on pan 5 minutes before removing to wire racks to cool completely. ",13,▢ 1/2 cup (70 g) white whole wheat unbleached flour,▢ 1/3 cup (47 g) all-purpose flour,▢ 1/3 cup (34 g) unsweetened natural cocoa power,▢ 1/4 teaspoon baking soda,▢ 1/8 teaspoon kosher salt,▢ 1/2 cup (100 g) raw sugar,▢ 1/3 cup (67 g) dark brown sugar,▢ 1/4 cup (40 g) mashed avocado,▢ 1 tablespoon unsweetened applesauce,▢ 2 tablespoons oat milk (see notes for substitution),▢ 1 teaspoon pure vanilla extract,Mommy's Home Cooking,https://mommyshomecooking.com/double-chocolate-chunk-walnut-cookies/,▢ 1/3 cup (67 g) semisweet chocolate chunks,▢ 1/2 cup finely chopped walnuts (optional),NA,NA,NA,NA,NA
Easy Eggless Spritz Cookies,Oriana Romero,4.17,85,American,Dessert,Cookies,15 minutes,10 minutes,NA,25 minutes,50 cookies,6,"Preheat oven to 400º F (200º C).
In a large bowl, beat with an electric mixer butter, cream cheese, sugar, and salt until light and fluffy, for about 5 minutes. Beat in vanilla extract (or any other flavoring that you like). Add the flour and cornstarch and stir together until just barely combined. If needed, use your hand to bring the dough together.
If you want to tint part of the cookies dough this is the time to do it. Divide the dough, add 1-2 drop of gel food coloring; stir until well combined.
Using a cookie press fitted with a disk of your choice, press dough 1 in. apart onto ungreased baking sheets. You will need to hold the cookie press perpendicular to the baking sheet and press out the cookies. NOTE: you might need to press twice for the cookie to form and stick to the baking sheet.
Sprinkle with sprinkles, colored sugar, or chocolate jimmies to garnish, if desired.
Bake until set, 10 minutes, or until very lightly browned on the edges. Remove from the oven and allow to cool on the baking sheet for 3-5 minutes before transferring to a wire rack to cool completely.",9,"▢ ¾ cup (172 g) unsalted butter, softened","▢ 5 oz (146 g) cream cheese, softened",▢ ½ cup (100 g) granulated sugar,▢ ½ teaspoon kosher salt,▢ 1 teaspoon pure vanilla extract (or ¼ teaspoon almond extract if you prefer),▢ 2 ½ cups (350 g) all-purpose flour,▢ 2 tablespoons (20 g) cornstarch,▢ Gel food coloring optional,▢ Sprinkles colored sugar or chocolate jimmies to garnish (optional),NA,NA,Mommy's Home Cooking,https://mommyshomecooking.com/easy-eggless-spritz-cookies/,NA,NA,NA,NA,NA,NA,NA
Eggless Pumpkin Chocolate Chip Cookies,Oriana Romero,5,13,American,Dessert,Cookies,15 minutes,15 minutes,Chilling Time 30 minutes mins,NA,12 cookies,7,"Combine flour, baking soda, baking powder, and salt in a bowl. Set aside.
Using an electric hand mixer or a stand mixer over medium speed, beat the cold butter for 30 -45 seconds just to break it down a little. Add the white sugar and brown sugar; mix until just combined, about 1 – 2 minutes. Scrape down the sides and bottom of the bowl as needed.
Add chocolate chips and mix to distribute evenly.
Reduce speed to low and add in flour mixture; mix until it resembles coarse crumbs. Add in pumpkin puree and vanilla; mix until the dough comes together, about 2 minutes.
Divide the dough into 12 equal portions, about 60 g each. Form rustic balls of dough and place them on a cookie sheet or large plate. Refrigerate for at least 30 minutes up to 2 days.
Preheat oven to 350º F (180º C). Line a large baking sheet with parchment paper or a silicone baking mat.
Bake for 12 – 15 minutes, until barely golden brown around the edges. Cool on baking sheets for 2 minutes; remove to wire racks to cool completely.",11,▢ 1 1/2 cups (210 g) all-purpose flour,▢ 1/4 teaspoon baking soda,▢ 1/4 teaspoon baking powder,▢ 1/2 teaspoon kosher salt,"▢ 1/2 cup (115 g) unsalted butter, softened (1 stick)",▢ 1/4 cup + 2 tablespoons (75 g) granulated sugar,▢ 1/4 cup + 2 tablespoons (75 g) brown sugar,▢ 1 cup (200 g) semi-sweet or dark chocolate morsels,▢ 4 tablespoons (56 g) pure pumpkin pure,▢ 1 teaspoon pumpkin pie spice,▢ 1 teaspoon (5 ml) pure vanilla extract,Mommy's Home Cooking,https://mommyshomecooking.com/eggless-pumpkin-chocolate-chip-cookies/,NA,NA,NA,NA,NA,NA,NA
Easy Eggless Vanilla Cookies,Oriana Romero,3.99,279,American,Dessert,All Recipes,15 minutes,12 minutes,NA,27 minutes,12 cookies,6,"Position a rack in the middle of the oven. Preheat the oven to 350º F (180º C). Line a cookie sheet with parchment paper or a silicone baking mat.
Using an electric hand mixer or a stand mixer, beat butter on medium speed for 2 – 3 minutes, or until creamy and pale in color. Add brown sugar and continue beating for 2 -3 minutes, until creamy and fluffy.  Beat in vanilla; beat to until combine.
Reduce speed to low speed, add the flour and salt; beat until just incorporated. If the dough looks grainy, don't worry, turn off the mixer, and put the dough together with your hands until uniform and smooth.
Form 12 tablespoon-sized balls and slightly flatten with your hand. Alternatively, you can use a cookie stamp to flatten them.
Place them in the prepared cookie sheet and bake for 10-12 minutes or until the edges are lightly browned.
Cool on the pan for 2-3 minutes before transferring to a wire rack to cool completely.",5,"▢ 9 tablespoons (126 g) unsalted butter, softened",▢ 1/2 cup (100 g) brown sugar,▢ 2 teaspoons (10 ml) pure vanilla extract (see notes),▢ 1 1/2 cup (210 g) all-purpose flour,▢ 1/2 teaspoon salt,NA,NA,NA,NA,NA,NA,Mommy's Home Cooking,https://mommyshomecooking.com/easy-eggless-vanilla-cookies/,NA,NA,NA,NA,NA,NA,NA
BEST Eggless Sugar Cookies (Soft Cut-Out),Oriana Romero,4.66,214,American,Dessert,Cookies,15 minutes,12 minutes,Chilling time 2 hours hrs,27 minutes,40 cookies (depending on the shapes you cut),9,"Sift the flour and baking powder into a bowl. Add the salt and set aside.
Using an electric hand mixer or a stand mixer, beat the butter and sugar on medium speed until smooth and creamy, 3 to 4 minutes. Scrape down the sides and bottom of the bowl as needed. Add the cream cheese and vanilla; mix until incorporated.
Reduce the speed to low and gradually beat in the flour mixture; beat just until incorporated and the dough starts to come together. Divide the dough into two equal pieces.
Place one piece of dough on a big piece of parchment paper (or a silicone mat). Place a piece of parchment on top to prevent sticking. With a rolling pin, roll the dough out to about 1/4 (6 mm) thick. Repeat with the second piece of dough.
Place both rolled-out doughs, one on top of the other, on a baking tray, cover with plastic wrap, and refrigerate for at least 2 hours and up to 2 days.
Preheat the oven to 350º F (180º C). Line two baking sheets with parchment paper or silicone baking mats.
Working with one sheet of dough at a time, use a cookie cutter to cut the dough into shapes. Transfer the shapes to the prepared baking sheets, spacing them about 1/2 inch apart. Gather up the dough scraps and form them into a disk, then roll out and refrigerate for 15 to 20 minutes.
Bake for 10 to 13 minutes or until the cookies are just beginning to turn brown around the edges. Remove from the oven and let them sit on the baking sheets for 5 minutes. Then use a wide metal spatula to transfer the cookies to a wire rack and let cool completely. Repeat the process to cut and bake the remaining dough.
Decorate the cooled sugar cookies as desired. If using eggless royal icing, let the icing dry completely, about 1 1/2 hours, before serving. Once the cookies have completely dried, they can be stored either in an airtight container with waxed paper in between each layer, or in an airtight bag in a single layer. You can store them at room temperature for up to 5 days.",7,▢ 3 cups (420 g) all-purpose flour,▢ 1/2 teaspoon (2 g) baking powder,▢ 1/2 teaspoon (2 g) salt,"▢ 3/4 cup (175 g) unsalted butter, softened",▢ 1 cup (200 g) granulated sugar,"▢ 6 ounces (170 g) cream cheese, softened",▢ 2 teaspoons (10 ml) pure vanilla extract,NA,NA,NA,NA,Mommy's Home Cooking,https://mommyshomecooking.com/eggless-sugar-cookies/,NA,NA,NA,NA,NA,NA,NA
Cakey & Soft Eggless Pumpkin Cookies,Oriana Romero,4.28,22,American,Dessert,Cookies,10 minutes,15 minutes,NA,25 minutes,32 cookies,7,"Preheat the oven to 350º F (180º C). Line two baking sheets with parchment paper.
Combine flour, baking soda, baking powder, pumpkin pie spice, and salt in a medium bowl.
Using an electric hand mixer or a stand mixer, cream butter and sugar until light and fluffy, about 3 minutes. Beat in pumpkin puree, cream cheese, and vanilla extract; mix until well incorporated. Scrape down the sides and bottom of the bowl as needed.
Add the dry ingredients to the bowl, then mix on low until combined. 
Drop dough onto prepared baking sheets by tablespoonfuls; flatten slightly with fingers. TIP: For evenly sized cookies (better for baking), use a small spring-loaded ice cream scoop to spoon out the dough.
Bake for 15 to 18 minutes or until very lightly browned on the sides. The centers will look very soft. Cool on pan 5 minutes before removing to wire racks to cool completely. Drizzle glaze over cooled cookies, if desired.
Combine powdered sugar, milk and vanilla extract in small bowl until smooth.",13,▢ 2 1/2 cups (350 g) all-purpose flour,▢ 1 teaspoon baking soda,▢ 1 teaspoon baking powder,▢ 2 teaspoons pumpkin pie spice,▢ 1/2 teaspoon salt,▢ 1 1/2 cups (300 g) granulated sugar,"▢ 1/2 cup (115 g) unsalted butter, softened (1 stick)",▢ 1 cup (240 g) pure pumpkin pure,"▢ ¼ cup (30 g) cream cheese, softened",▢ 1 teaspoon pure vanilla extract,▢ 1 cup (120 g) powdered sugar,Mommy's Home Cooking,https://mommyshomecooking.com/cakey-eggless-pumpkin-cookies/,▢ 3 tablespoons (45 ml) milk,▢ 1 teaspoon pure vanilla extract,NA,NA,NA,NA,NA
The Best Eggless Chocolate Chip Cookies [Video],Oriana Romero,4.58,105,American,Dessert,Cookies,15 minutes,11 minutes,NA,26 minutes,24 cookies,7,"Preheat the oven to 350°F (180 °C). Line two large baking sheets with parchment paper or a silicone baking mat.NOTE: If you decide to chill the cookie dough, you don't need to preheat the oven until you are ready to bake the cookies.
Combine flour, baking soda, baking powder, cornstarch, and salt in a bowl. Set aside.
Beat butter, granulated sugar, and brown sugar in a large mixer bowl over medium speed until smooth, about 1 – 2 minutes. Add cream cheese; mix until well combined. Scrape down the sides and bottom of the bowl as needed. Add vanilla; mix to incorporate.
Stir in the chocolate morsels until they are evenly distributed.
Reduce speed to low and add the dry ingredients; mix until just combined. DO not overmix.
Scoop the dough with an ice cream scoop onto the prepared baking sheet, about 1.5 tablespoons of dough per cookie, and arrange 3 inches apart.TIP: Roll into a ball, ensuring the shape is taller rather than wider, resembling a cylinder. This helps the cookies bake up thicker. Do not overwork the cookie dough while forming; the balls should look kind of lumpy.NOTE: At this point, you can chill the cookie balls for at least 30 minutes up to 2 days. However, chilling is not mandatory. 
Bake for 10-11 minutes, until the edges are barely golden brown. Cool on baking sheets for 2 minutes; remove to wire racks to cool completely.",11,▢ 2 1/2 cups (350 g) all-purpose flour,▢ 1/2 teaspoon (3 g) baking soda,▢ 1 teaspoon (4 g) baking powder,▢ 1 teaspoon (4 g) cornstarch (see notes),▢ 1 teaspoon (4 g) kosher salt,"▢ 1 cup (230 g) unsalted butter, cold and diced into small cubes",▢ 3/4 cup (150 g) granulated sugar,▢ 3/4 cup (150 g) brown sugar,"▢ 2 oz (56 g) cream cheese,",▢ 1 teaspoon (5 ml) pure vanilla extract,▢ 1 1/2 cups (300 g) semi-sweet or dark chocolate morsels,Mommy's Home Cooking,https://mommyshomecooking.com/the-best-eggless-chocolate-chip-cookies/,NA,NA,NA,NA,NA,NA,NA
Simple Eggless Oatmeal Cookies (Easy!),Oriana Romero,4.73,115,American,Dessert,Cookies,15 minutes,12 minutes,Chilling Time 30 minutes mins,57 minutes,24 – 28 cookies (depending on how big you roll them),8,"Combine flour, baking powder, baking soda, cinnamon, and salt in a bowl. Set aside.
Beat butter, cream cheese, granulated sugar, and brown sugar in a large mixer bowl over medium speed until smooth and creamy, about 3 – 4 minutes. Scrape down the sides and bottom of the bowl as needed.
Add milk, molasses (if using), and vanilla; mix until incorporated. Reduce speed to low and gradually beat in flour mixture until combined. Stir in oats until evenly distributed.
Use a small cookie scoop (1.5 to 2 tablespoons) to scoop out the oatmeal cookie dough. Roll each portion into a smooth ball and place it on a cookie sheet or large plate. If time allows, refrigerate for 30 minutes for up to 2 days.
Preheat oven to 350º F (180º C). Line a large baking sheet with parchment paper or a silicone baking mat.
Place the cooled cookie balls evenly spaced, about  2 inches apart, on your prepared cookie sheet. 
Bake for 10-12 minutes, until barely golden brown around the edges, but still soft in the middle. When you remove the cookies from the oven, they will still look doughy, and that is okay; they will continue to set as they cool.
Cool on baking sheets for 2 minutes; remove to wire racks to cool completely.",13,▢ 1 ½ cups (210 g) all-purpose flour,▢ 1 teaspoon (4 g) baking powder,▢ 1 teaspoon (6 g) baking soda,▢ 1 teaspoon ground cinnamon,▢ ½ teaspoon (2 g) salt,"▢ ½ cup (115 g) unsalted butter, softened",▢ 2 tablespoons (30 g) cream cheese,▢ ½ cup (100 g) granulated sugar,▢ ½ cup (100 g) brown sugar,▢ ¼ cup (60 ml) milk,▢ 1 tablespoon (15 ml) unsulphured or dark molasses (optional – see notes),Mommy's Home Cooking,https://mommyshomecooking.com/eggless-oatmeal-cookies/,▢ 2 teaspoons (10 ml) pure vanilla extract,▢ 1 ½ cups (150 g) old-fashioned rolled oats,NA,NA,NA,NA,NA
Venezuelan Polvorosas Cookies,Oriana Romero,4.37,75,Venezuelan,Dessert,Cookies,10 minutes,25 minutes,NA,35 minutes,22 -24 polvorosas,5,"Preheat oven to 350º F (180º C). Line cookie sheets with parchment paper. Set aside.
In the bowl of an electric stand mixer fitted with the paddle attachment, mix shortening on medium speed until softened and creamy, about 1 -2 minutes. Add in sugar, salt, vanilla, and cinnamon; continue mixing for 2 – 3 minutes.
Reduce the mixer speed to low, add in flour slowly;  mix just until combined.
Roll balls of dough (about 1 tablespoon of dough per cookie). Arrange the balls on a large baking sheet, spacing them 1/2 inch apart. Press the tops with a fork to flatten them a little.
Bake for 18 – 20 minutes, or until very lightly browned on the sides.  Let the cookies cool on the baking sheets for just 5 minutes. Then, transfer to a wire rack to cool, then once cookies are cool, sprinkle with powdered sugar, if desired. NOTE: Make sure your bake the cookies until they are JUST golden around the outside. The cookies might still look a little raw in the center, but once they cool, they will be perfect. ",7,▢ 1 cup (200 g) vegetable shortening (at room temperature),▢ 1 cup (200 g) granulated sugar,▢ 1/4 teaspooon salt,▢ 1 teaspoon (5 ml) pure vanilla extract,▢ 1/2 teaspoon cinnamon,▢ 2 cups (280 g) all- purpose flour,▢ 1/4 cup (30 g) powdered sugar for coating (optional),NA,NA,NA,NA,Mommy's Home Cooking,https://mommyshomecooking.com/venezuelan-polvorosas-cookies/,NA,NA,NA,NA,NA,NA,NA
Easy Eggless Brown Sugar Cookies,Oriana Romero,4.86,14,American,Dessert,Cookies,10 minutes,13 minutes,NA,23 minutes,16 cookies,6,"Position a rack in the middle of the oven. Preheat the oven to 350º F (180º C). Line a cookie sheet with parchment paper or a silicone baking mat.
Using an electric hand mixer or a stand mixer, beat butter on medium speed for 2 – 3 minutes, or until creamy and pale in color. Add brown sugar and continue beating for 2 -3 minutes, until creamy and fluffy. Beat in vanilla; beat to until combine.
Reduce speed to low, add the flour, baking soda, and salt; beat until just incorporated. If the dough looks grainy and a little dry, don't worry! Turn off the mixer and bring the dough together with your hands until uniform and smooth.
Form 16 tablespoon-sized balls and slightly flatten with your hand. Alternatively, you can use a cookie stamp to flatten them. OPTIONAL: I like to roll the cookie dough balls in coarse sugar. It adds a nice crunchy texture on the outside, but that is totally optional.
Place them in the prepared cookie sheet and bake for 10-13 minutes or until the edges are lightly browned.
Cool on the pan for 2-3 minutes before transferring the cookies to a wire rack to cool completely.",6,"▢ 9 tablespoons (128 g) unsalted butter, softened",▢ 1/2 cup (100 g) brown sugar,▢ 2 teaspoons (10 ml) pure vanilla extract,▢ 1 1/2 cup (210 g) all-purpose flour,▢ 1/4 teaspoon baking soda,▢ 1/2 teaspoon salt,NA,NA,NA,NA,NA,Mommy's Home Cooking,https://mommyshomecooking.com/easy-eggless-brown-sugar-cookies/,NA,NA,NA,NA,NA,NA,NA
Easy Eggless Cake Mix Christmas Cookies,Oriana Romero,4.54,45,American,Dessert,Cookies,10 minutes,11 minutes,NA,NA,12 cookies,4,"Preheat oven to 350°F (180º C). Line a baking sheet with a silicone mat or parchment paper. Set aside.
Combine the cake mix, oil, yogurt, and vanilla ( if using) in a medium bowl. Stir together until well combined. If using any mix-ins, add now and mix to distribute evenly.
Scoop out 1 1/2 to 2 tablespoons of dough for each cookie. Roll each portion into a ball. If using any topping, top the cookie balls with your preferred topping; I used sprinkles. Place cookie balls onto the prepared baking sheet.
Bake for 9-11 minutes, until barely set around the edges. Allow to cool on the baking sheets for 3-4 minutes, then transfer to a wire rack to cool completely.",5,▢ 1 box (15.25 oz/432 g) cake mix,▢ 1/3 cup (80 ml) vegetable or canola oil,▢ 1/4 cup (60 g) plain regular yogurt,▢ 1 teaspoon (5 ml) pure vanilla extract (optional),▢ 1/2 cup (95 g) sprinkles (optional),NA,NA,NA,NA,NA,NA,Mommy's Home Cooking,https://mommyshomecooking.com/easy-eggless-cake-mix-christmas-cookies/,NA,NA,NA,NA,NA,NA,NA
